season,player_code,player_name,goals,assists,minutes,starts,xg,xa
2018-19,6744,Lee Grant,0,0,0,0.0,0.0,0.0
2018-19,209041,Angel Gomes,0,0,25,0.0,0.0,0.0
2018-19,232928,James Garner,0,0,1,0.0,0.0,0.0
2018-19,222677,Tahith Chong,0,0,37,0.0,0.0,0.0
2018-19,220688,Mason Greenwood,0,0,115,0.0,0.0,0.0
2018-19,19838,Robert Elliot,0,0,0,0.0,0.0,0.0
2018-19,59735,Karl Darlow,0,0,0,0.0,0.0,0.0
2018-19,67089,Martin Dubravka,0,0,3420,0.0,0.0,0.0
2018-19,151119,DeAndre Yedlin,1,2,2472,0.0,0.0,0.0
2018-19,58845,Ciaran Clark,3,0,857,0.0,0.0,0.0
2018-19,101148,Jamaal Lascelles,0,1,2745,0.0,0.0,0.0
2018-19,106618,Paul Dummett,0,0,1986,0.0,0.0,0.0
2018-19,77359,Florian Lejeune,0,0,1054,0.0,0.0,0.0
2018-19,109528,Javier Manquillo,0,3,1098,0.0,0.0,0.0
2018-19,149736,Chancel Mbemba,0,0,0,0.0,0.0,0.0
2018-19,56983,Matt Ritchie,2,8,2927,0.0,0.0,0.0
2018-19,50232,Jonjo Shelvey,1,1,943,0.0,0.0,0.0
2018-19,28147,Mohamed Diamé,0,0,2162,0.0,0.0,0.0
2018-19,104953,Christian Atsu,1,1,1481,0.0,0.0,0.0
2018-19,114243,Jacob Murphy,0,1,296,0.0,0.0,0.0
2018-19,195384,Mikel Merino,0,0,0,0.0,0.0,0.0
2018-19,153127,Isaac Hayden,1,4,1857,0.0,0.0,0.0
2018-19,76542,Sung-yueng Ki,0,1,1298,0.0,0.0,0.0
2018-19,104547,Dwight Gayle,0,0,0,0.0,0.0,0.0
2018-19,168580,Ayoze Pérez,12,2,2916,0.0,0.0,0.0
2018-19,61316,Jose Luis Mato Sanmartín,2,0,586,0.0,0.0,0.0
2018-19,167767,Robert Kenedy Nunes do Nascimento,1,1,1337,0.0,0.0,0.0
2018-19,119471,Fabian Schär,4,1,2000,0.0,0.0,0.0
2018-19,196118,Yoshinori Muto,1,0,514,0.0,0.0,0.0
2018-19,57134,Salomón Rondón,11,8,2601,0.0,0.0,0.0
2018-19,57145,Federico Fernández,0,2,1482,0.0,0.0,0.0
2018-19,181397,Jamie Sterry,0,0,0,0.0,0.0,0.0
2018-19,180135,Sean Longstaff,1,1,686,0.0,0.0,0.0
2018-19,155503,Frederick Woodman,0,0,0,0.0,0.0,0.0
2018-19,172551,Callum Roberts,0,0,0,0.0,0.0,0.0
2018-19,179018,Miguel Almirón,0,2,758,0.0,0.0,0.0
2018-19,159039,Antonio Barreca,0,0,4,0.0,0.0,0.0
2018-19,232977,Kelland Watts,0,0,0,0.0,0.0,0.0
2018-19,232960,Lewis Cass,0,0,0,0.0,0.0,0.0
2018-19,84939,Danny Ings,7,3,1650,0.0,0.0,0.0
2018-19,58376,Alex McCarthy,0,0,2250,0.0,0.0,0.0
2018-19,40383,Fraser Forster,0,0,90,0.0,0.0,0.0
2018-19,40146,Ryan Bertrand,1,0,2160,0.0,0.0,0.0
2018-19,80447,Maya Yoshida,0,1,1518,0.0,0.0,0.0
2018-19,58822,Cédric Soares,1,2,1493,0.0,0.0,0.0
2018-19,88900,Jack Stephens,1,0,1697,0.0,0.0,0.0
2018-19,153373,Sam McQueen,0,0,0,0.0,0.0,0.0
2018-19,171771,Jan Bednarek,0,1,2150,0.0,0.0,0.0
2018-19,167075,Wesley Hoedt,0,0,1170,0.0,0.0,0.0
2018-19,17339,Steven Davis,0,1,97,0.0,0.0,0.0
2018-19,101178,James Ward-Prowse,7,0,1940,0.0,0.0,0.0
2018-19,78056,Oriol Romeu Vidal,1,0,2131,0.0,0.0,0.0
2018-19,132015,Pierre-Emile Højbjerg,4,3,2760,0.0,0.0,0.0
2018-19,128198,Sofiane Boufal,0,0,0,0.0,0.0,0.0
2018-19,153379,Joshua Sims,0,1,208,0.0,0.0,0.0
2018-19,83283,Nathan Redmond,6,5,3272,0.0,0.0,0.0
2018-19,151086,Mario Lemina,1,2,1612,0.0,0.0,0.0
2018-19,91047,Stuart Armstrong,3,4,1421,0.0,0.0,0.0
2018-19,96787,Mohamed Elyounoussi,0,0,785,0.0,0.0,0.0
2018-19,20452,Shane Long,5,2,1260,0.0,0.0,0.0
2018-19,78356,Charlie Austin,2,2,970,0.0,0.0,0.0
2018-19,61548,Manolo Gabbiadini,1,0,468,0.0,0.0,0.0
2018-19,98914,Guido Carrillo,0,0,0,0.0,0.0,0.0
2018-19,107265,Angus Gunn,0,0,1080,0.0,0.0,0.0
2018-19,93100,Jannik Vestergaard,0,0,2027,0.0,0.0,0.0
2018-19,169359,Matt Targett,1,3,1185,0.0,0.0,0.0
2018-19,220598,Michael Obafemi,1,1,134,0.0,0.0,0.0
2018-19,213482,Yan Valery,2,1,1709,0.0,0.0,0.0
2018-19,204481,Tyreke Johnson,0,0,1,0.0,0.0,0.0
2018-19,232797,Kayne Ramsay,0,0,90,0.0,0.0,0.0
2018-19,193109,Callum Slattery,0,0,110,0.0,0.0,0.0
2018-19,153371,Sam Gallagher,0,0,32,0.0,0.0,0.0
2018-19,176706,Alfie Jones,0,0,0,0.0,0.0,0.0
2018-19,37915,Hugo Lloris,0,0,2970,0.0,0.0,0.0
2018-19,39215,Michel Vorm,0,0,180,0.0,0.0,0.0
2018-19,55605,Toby Alderweireld,0,0,2921,0.0,0.0,0.0
2018-19,38290,Danny Rose,0,4,1792,0.0,0.0,0.0
2018-19,39194,Jan Vertonghen,1,0,1911,0.0,0.0,0.0
2018-19,115556,Ben Davies,0,0,1837,0.0,0.0,0.0
2018-19,77794,Kieran Trippier,1,5,2275,0.0,0.0,0.0
2018-19,158534,Kyle Walker-Peters,0,3,374,0.0,0.0,0.0
2018-19,173904,Davinson Sánchez,1,2,1941,0.0,0.0,0.0
2018-19,80226,Serge Aurier,0,2,562,0.0,0.0,0.0
2018-19,93264,Eric Dier,3,0,1504,0.0,0.0,0.0
2018-19,39104,Mousa Dembélé,0,0,512,0.0,0.0,0.0
2018-19,62974,Erik Lamela,4,4,965,0.0,0.0,0.0
2018-19,80607,Christian Eriksen,8,12,2770,0.0,0.0,0.0
2018-19,108823,Bamidele Alli,5,4,1822,0.0,0.0,0.0
2018-19,54756,Victor Wanyama,1,0,511,0.0,0.0,0.0
2018-19,85971,Heung-Min Son,12,8,2033,0.0,0.0,0.0
2018-19,157668,Harry Winks,1,0,1589,0.0,0.0,0.0
2018-19,45268,Moussa Sissoko,0,3,2329,0.0,0.0,0.0
2018-19,95715,Lucas Rodrigues Moura da Silva,10,2,2115,0.0,0.0,0.0
2018-19,19760,Fernando Llorente,1,4,681,0.0,0.0,0.0
2018-19,78830,Harry Kane,17,6,2423,0.0,0.0,0.0
2018-19,168566,Georges-Kévin Nkoudou,0,1,4,0.0,0.0,0.0
2018-19,168764,Luke Amos,0,0,2,0.0,0.0,0.0
2018-19,102884,Paulo Gazzaniga,0,0,270,0.0,0.0,0.0
2018-19,175941,Alfie Whiteman,0,0,0,0.0,0.0,0.0
2018-19,209042,Oliver Skipp,0,0,214,0.0,0.0,0.0
2018-19,234908,Juan Foyth,1,0,888,0.0,0.0,0.0
2018-19,209040,Timothy Eyoma,0,0,0,0.0,0.0,0.0
2018-19,198504,Kazaiah Sterling,0,0,0,0.0,0.0,0.0
2018-19,204820,George Marsh,0,0,0,0.0,0.0,0.0
2018-19,165990,Vincent Janssen,0,0,36,0.0,0.0,0.0
2018-19,18656,Heurelho Gomes,0,0,0,0.0,0.0,0.0
2018-19,206882,Pontus Dahlberg,0,0,0,0.0,0.0,0.0
2018-19,37742,Younes Kaboul,0,0,0,0.0,0.0,0.0
2018-19,41338,Craig Cathcart,3,0,3095,0.0,0.0,0.0
2018-19,41945,Sebastian Prödl,0,0,13,0.0,0.0,0.0
2018-19,40868,José Holebas,3,7,2392,0.0,0.0,0.0
2018-19,52153,Miguel Britos,0,0,184,0.0,0.0,0.0
2018-19,85624,Christian Kabasele,0,0,1584,0.0,0.0,0.0
2018-19,52940,Daryl Janmaat,0,2,1520,0.0,0.0,0.0
2018-19,20145,Adrian Mariappa,0,0,1924,0.0,0.0,0.0
2018-19,54484,Francisco Femenía Far,1,1,2043,0.0,0.0,0.0
2018-19,66247,Marvin Zeegelaar,0,0,0,0.0,0.0,0.0
2018-19,220166,Marc Navarro,0,0,84,0.0,0.0,0.0
2018-19,155651,Adam Masina,0,1,1002,0.0,0.0,0.0
2018-19,89085,Nathaniel Chalobah,0,0,265,0.0,0.0,0.0
2018-19,43250,Tom Cleverley,1,0,470,0.0,0.0,0.0
2018-19,38439,Etienne Capoue,1,3,2944,0.0,0.0,0.0
2018-19,121599,Abdoulaye Doucouré,5,7,3061,0.0,0.0,0.0
2018-19,61566,Roberto Pereyra,6,4,2817,0.0,0.0,0.0
2018-19,108413,Will Hughes,2,4,2419,0.0,0.0,0.0
2018-19,94924,Gerard Deulofeu,10,5,2064,0.0,0.0,0.0
2018-19,73426,Andre Gray,7,2,1352,0.0,0.0,0.0
2018-19,41725,Troy Deeney,9,5,2542,0.0,0.0,0.0
2018-19,20046,Stefano Okaka,0,0,22,0.0,0.0,0.0
2018-19,133801,Jerome Sinclair,0,0,0,0.0,0.0,0.0
2018-19,9089,Ben Foster,0,0,3420,0.0,0.0,0.0
2018-19,157775,Ken Sema,1,2,747,0.0,0.0,0.0
2018-19,216058,Domingos Quina,1,0,334,0.0,0.0,0.0
2018-19,173514,Isaac Success Ajayi,1,1,1033,0.0,0.0,0.0
2018-19,241289,Ben Wilmot,0,0,26,0.0,0.0,0.0
2018-19,194401,Adalberto Peñaranda,0,0,0,0.0,0.0,0.0
2018-19,60706,Adrián San Miguel del Castillo,0,0,0,0.0,0.0,0.0
2018-19,37096,Lukasz Fabianski,0,0,3420,0.0,0.0,0.0
2018-19,48717,Winston Reid,0,0,0,0.0,0.0,0.0
2018-19,55459,Aaron Cresswell,0,1,1588,0.0,0.0,0.0
2018-19,40669,Angelo Ogbonna,1,1,1871,0.0,0.0,0.0
2018-19,113564,Sam Byram,0,0,0,0.0,0.0,0.0
2018-19,20658,Pablo Zabaleta,0,1,2089,0.0,0.0,0.0
2018-19,204480,Declan Rice,2,0,3003,0.0,0.0,0.0
2018-19,173792,Reece Oxford,0,0,0,0.0,0.0,0.0
2018-19,81012,Ryan Fredericks,1,0,1084,0.0,0.0,0.0
2018-19,219924,Issa Diop,1,0,2970,0.0,0.0,0.0
2018-19,105717,Arthur Masuaku,0,2,1757,0.0,0.0,0.0
2018-19,18073,Mark Noble,5,5,2289,0.0,0.0,0.0
2018-19,59779,Pedro Obiang,0,2,1116,0.0,0.0,0.0
2018-19,86934,Manuel Lanzini,1,2,685,0.0,0.0,0.0
2018-19,57531,Michail Antonio,6,8,2093,0.0,0.0,0.0
2018-19,163526,Edimilson Fernandes,0,0,0,0.0,0.0,0.0
2018-19,41464,Marko Arnautovic,10,5,1988,0.0,0.0,0.0
2018-19,40142,Andy Carroll,0,0,454,0.0,0.0,0.0
2018-19,43020,Javier Hernández Balcázar,7,4,1326,0.0,0.0,0.0
2018-19,167522,Jordan Hugill,0,0,0,0.0,0.0,0.0
2018-19,54102,Jack Wilshere,0,2,388,0.0,0.0,0.0
2018-19,56377,Andriy Yarmolenko,2,1,456,0.0,0.0,0.0
2018-19,166640,Fabián Balbuena,1,0,2013,0.0,0.0,0.0
2018-19,101537,Felipe Anderson Pereira Gomes,9,6,3045,0.0,0.0,0.0
2018-19,18987,Robert Snodgrass,2,5,2215,0.0,0.0,0.0
2018-19,155851,Lucas Pérez,3,0,465,0.0,0.0,0.0
2018-19,42824,Carlos Sánchez,0,0,240,0.0,0.0,0.0
2018-19,179830,Grady Diangana,0,1,600,0.0,0.0,0.0
2018-19,195860,Joe Powell,0,0,0,0.0,0.0,0.0
2018-19,222017,Conor Coventry,0,0,0,0.0,0.0,0.0
2018-19,209925,Alexandre Nascimento Costa Silva,0,0,17,0.0,0.0,0.0
2018-19,28554,Samir Nasri,0,2,243,0.0,0.0,0.0
2018-19,222018,Ben Johnson,0,0,62,0.0,0.0,0.0
2018-19,183487,Nathan Holland,0,0,0,0.0,0.0,0.0
2018-19,19236,John Ruddy,0,0,90,0.0,0.0,0.0
2018-19,168399,Will Norris,0,0,1,0.0,0.0,0.0
2018-19,90585,Willy Boly,4,0,3168,0.0,0.0,0.0
2018-19,57913,Barry Douglas,0,0,0,0.0,0.0,0.0
2018-19,87835,Matt Doherty,4,7,3141,0.0,0.0,0.0
2018-19,107613,Romain Saïss,2,0,1142,0.0,0.0,0.0
2018-19,41727,Ryan Bennett,1,0,3060,0.0,0.0,0.0
2018-19,77610,Danny Batth,0,0,0,0.0,0.0,0.0
2018-19,67184,Roderick Jefferson Gonçalves Miranda,0,0,0,0.0,0.0,0.0
2018-19,94147,Conor Coady,0,0,3420,0.0,0.0,0.0
2018-19,216054,Rúben Gonçalo Silva Nascimento Vinagre,0,0,703,0.0,0.0,0.0
2018-19,194634,Diogo Jota,9,8,2352,0.0,0.0,0.0
2018-19,171317,Rúben Diogo da Silva Neves,4,3,3006,0.0,0.0,0.0
2018-19,166324,Ivan Cavaleiro,3,1,677,0.0,0.0,0.0
2018-19,165808,Hélder Costa,1,2,1333,0.0,0.0,0.0
2018-19,198847,Bright Enobakhare,0,0,0,0.0,0.0,0.0
2018-19,102057,Raúl Jiménez,13,10,3112,0.0,0.0,0.0
2018-19,141569,Bonatini Lohner Maia Bonatini,0,1,130,0.0,0.0,0.0
2018-19,222531,Morgan Gibbs-White,0,1,645,0.0,0.0,0.0
2018-19,219929,Rafa Mir,0,0,0,0.0,0.0,0.0
2018-19,38533,Rui Pedro dos Santos Patrício,0,0,3330,0.0,0.0,0.0
2018-19,19624,João Filipe Iria Santos Moutinho,1,8,3030,0.0,0.0,0.0
2018-19,114128,Jonathan Castro Otto,1,3,2772,0.0,0.0,0.0
2018-19,159533,Adama Traoré,1,1,884,0.0,0.0,0.0
2018-19,151589,Leander Dendoncker,2,0,1465,0.0,0.0,0.0
2018-19,123354,Kortney Hause,0,0,0,0.0,0.0,0.0
2018-19,232351,Ryan John Giles,0,0,0,0.0,0.0,0.0
2018-19,214048,Max Kilman,0,0,1,0.0,0.0,0.0
2018-19,215409,Cameron John,0,0,0,0.0,0.0,0.0
2019-20,69140,Shkodran Mustafi,0,2,1205,0.0,0.0,0.0
2019-20,98745,Héctor Bellerín,1,0,1156,0.0,0.0,0.0
2019-20,111457,Sead Kolasinac,0,2,1694,0.0,0.0,0.0
2019-20,154043,Ainsley Maitland-Niles,0,2,1382,0.0,0.0,0.0
2019-20,39476,Sokratis Papastathopoulos,2,0,1696,0.0,0.0,0.0
2019-20,38411,Nacho Monreal,0,0,270,0.0,0.0,0.0
2019-20,51507,Laurent Koscielny,0,0,0,0.0,0.0,0.0
2019-20,233963,Konstantinos Mavropanos,0,0,0,0.0,0.0,0.0
2019-20,80254,Carl Jenkinson,0,0,0,0.0,0.0,0.0
2019-20,156074,Rob Holding,0,0,580,0.0,0.0,0.0
2019-20,54694,Pierre-Emerick Aubameyang,22,5,3136,0.0,0.0,0.0
2019-20,59966,Alexandre Lacazette,10,7,1867,0.0,0.0,0.0
2019-20,205533,Edward Nketiah,2,0,628,0.0,0.0,0.0
2019-20,80201,Bernd Leno,0,0,2649,0.0,0.0,0.0
2019-20,37605,Mesut Özil,1,3,1439,0.0,0.0,0.0
2019-20,57249,Henrikh Mkhitaryan,0,0,110,0.0,0.0,0.0
2019-20,84450,Granit Xhaka,1,2,2586,0.0,0.0,0.0
2019-20,198849,Lucas Torreira,1,1,1501,0.0,0.0,0.0
2019-20,153256,Mohamed Elneny,0,0,0,0.0,0.0,0.0
2019-20,242166,Matteo Guendouzi,0,2,1744,0.0,0.0,0.0
2019-20,41270,David Luiz Moreira Marinho,2,1,2809,0.0,0.0,0.0
2019-20,98980,Emiliano Martínez,0,0,770,0.0,0.0,0.0
2019-20,101184,Calum Chambers,1,1,1102,0.0,0.0,0.0
2019-20,182539,Daniel Ceballos Fernández,0,2,1687,0.0,0.0,0.0
2019-20,58822,Cédric Soares,1,1,1553,0.0,0.0,0.0
2019-20,195735,Nicolas Pépé,5,6,2004,0.0,0.0,0.0
2019-20,200641,Reiss Nelson,1,1,622,0.0,0.0,0.0
2019-20,200089,Joseph Willock,1,1,838,0.0,0.0,0.0
2019-20,444145,Gabriel Teodoro Martinelli Silva,3,1,656,0.0,0.0,0.0
2019-20,192895,Kieran Tierney,1,2,986,0.0,0.0,0.0
2019-20,223340,Bukayo Saka,1,6,1746,0.0,0.0,0.0
2019-20,209289,Emile Smith Rowe,0,0,96,0.0,0.0,0.0
2019-20,232233,Tyreece John-Jules,0,0,0,0.0,0.0,0.0
2019-20,92371,Pablo Marí,0,0,113,0.0,0.0,0.0
2019-20,209037,Zech Medley,0,0,0,0.0,0.0,0.0
2019-20,113534,Matt Macey,0,0,0,0.0,0.0,0.0
2019-20,232241,Matthew Smith,0,0,0,0.0,0.0,0.0
2019-20,37339,Ahmed El Mohamady,1,1,1024,0.0,0.0,0.0
2019-20,43252,James Chester,0,0,0,0.0,0.0,0.0
2019-20,47390,Neil Taylor,0,0,1088,0.0,0.0,0.0
2019-20,123354,Kortney Hause,1,0,1544,0.0,0.0,0.0
2019-20,54764,Jonathan Kodjia,0,0,111,0.0,0.0,0.0
2019-20,98770,Ørjan Nyland,0,0,537,0.0,0.0,0.0
2019-20,85242,Conor Hourihane,3,5,1526,0.0,0.0,0.0
2019-20,114283,Jack Grealish,8,7,3233,0.0,0.0,0.0
2019-20,193488,Anwar El Ghazi,4,5,2046,0.0,0.0,0.0
2019-20,122806,John McGinn,3,3,2312,0.0,0.0,0.0
2019-20,174597,Andre Green,0,0,0,0.0,0.0,0.0
2019-20,27770,Birkir Bjarnason,0,0,0,0.0,0.0,0.0
2019-20,221239,Keinan Davis,0,1,534,0.0,0.0,0.0
2019-20,40564,Henri Lansbury,0,0,190,0.0,0.0,0.0
2019-20,89274,José Ignacio Peleteiro Romallo,0,1,329,0.0,0.0,0.0
2019-20,21205,Tom Heaton,0,0,1794,0.0,0.0,0.0
2019-20,61603,Daniel Drinkwater,0,0,317,0.0,0.0,0.0
2019-20,169359,Matt Targett,1,3,2291,0.0,0.0,0.0
2019-20,213345,Wesley Moraes,5,1,1782,0.0,0.0,0.0
2019-20,79852,Jed Steer,0,0,7,0.0,0.0,0.0
2019-20,149484,Tyrone Mings,2,2,2902,0.0,0.0,0.0
2019-20,199798,Ezri Konsa Ngoyo,1,2,2038,0.0,0.0,0.0
2019-20,108156,Bjorn Engels,1,0,1446,0.0,0.0,0.0
2019-20,203368,Frédéric Guilbert,0,2,2038,0.0,0.0,0.0
2019-20,148508,Mahmoud Ahmed Ibrahim Hassan,6,2,1936,0.0,0.0,0.0
2019-20,230046,Douglas Luiz Soares de Paulo,3,2,2604,0.0,0.0,0.0
2019-20,88175,Lovre Kalinic,0,0,0,0.0,0.0,0.0
2019-20,184704,Marvelous Nakamba,0,0,1826,0.0,0.0,0.0
2019-20,223349,Indiana Vassilev,0,0,47,0.0,0.0,0.0
2019-20,8432,José Reina,0,0,1080,0.0,0.0,0.0
2019-20,217487,Mbwana Samatta,1,0,940,0.0,0.0,0.0
2019-20,83091,Borja González Tomás,0,0,16,0.0,0.0,0.0
2019-20,490098,Kaine Hayden,0,0,0,0.0,0.0,0.0
2019-20,56917,Steve Cook,1,0,2427,0.0,0.0,0.0
2019-20,126184,Nathan Aké,2,2,2503,0.0,0.0,0.0
2019-20,41320,Charlie Daniels,0,0,126,0.0,0.0,0.0
2019-20,223911,Chris Mepham,1,0,911,0.0,0.0,0.0
2019-20,15149,Simon Francis,0,0,964,0.0,0.0,0.0
2019-20,54469,Adam Smith,0,1,2055,0.0,0.0,0.0
2019-20,235530,Lloyd Kelly,0,0,638,0.0,0.0,0.0
2019-20,171129,Diego Rico,0,5,2333,0.0,0.0,0.0
2019-20,222434,Jack Simpson,0,0,238,0.0,0.0,0.0
2019-20,75115,Callum Wilson,8,6,2906,0.0,0.0,0.0
2019-20,78007,Joshua King,6,5,2010,0.0,0.0,0.0
2019-20,154566,Dominic Solanke,3,2,1637,0.0,0.0,0.0
2019-20,217331,Sam Surridge,0,0,25,0.0,0.0,0.0
2019-20,40349,Asmir Begovic,0,0,0,0.0,0.0,0.0
2019-20,18726,Artur Boruc,0,0,0,0.0,0.0,0.0
2019-20,229600,Mark Travers,0,0,90,0.0,0.0,0.0
2019-20,90105,Ryan Fraser,1,5,2061,0.0,0.0,0.0
2019-20,111317,David Brooks,1,0,505,0.0,0.0,0.0
2019-20,56872,Junior Stanislas,3,1,706,0.0,0.0,0.0
2019-20,103912,Jordon Ibe,0,0,48,0.0,0.0,0.0
2019-20,155408,Lewis Cook,0,1,1340,0.0,0.0,0.0
2019-20,15237,Andrew Surman,0,0,234,0.0,0.0,0.0
2019-20,40387,Dan Gosling,3,1,1254,0.0,0.0,0.0
2019-20,152551,Jefferson Lerma,1,2,2702,0.0,0.0,0.0
2019-20,154131,Jack Stacey,0,2,1547,0.0,0.0,0.0
2019-20,168991,Philip Billing,1,1,2526,0.0,0.0,0.0
2019-20,220307,Arnaut Danjuma Groeneveld,0,1,625,0.0,0.0,0.0
2019-20,225321,Aaron Ramsdale,0,1,3330,0.0,0.0,0.0
2019-20,153682,Harry Wilson,7,1,1637,0.0,0.0,0.0
2019-20,461017,Christian Saydee,0,0,0,0.0,0.0,0.0
2019-20,444183,Gavin Kilkenny,0,0,0,0.0,0.0,0.0
2019-20,207300,Mihai-Alexandru Dobre,0,0,0,0.0,0.0,0.0
2019-20,61933,Shane Duffy,1,0,1232,0.0,0.0,0.0
2019-20,86153,Martín Montoya,0,1,1892,0.0,0.0,0.0
2019-20,209362,Bernardo Fernandes da Silva Junior,0,0,675,0.0,0.0,0.0
2019-20,52484,Leon Balogun,0,0,0,0.0,0.0,0.0
2019-20,42748,Gaëtan Bong,0,0,57,0.0,0.0,0.0
2019-20,83299,Lewis Dunk,3,3,3230,0.0,0.0,0.0
2019-20,178173,Matthew Clarke,0,0,0,0.0,0.0,0.0
2019-20,20529,Glenn Murray,1,1,785,0.0,0.0,0.0
2019-20,106757,Jürgen Locadia,0,0,85,0.0,0.0,0.0
2019-20,93284,Florin Andone,1,0,71,0.0,0.0,0.0
2019-20,131897,Mathew Ryan,0,0,3420,0.0,0.0,0.0
2019-20,50093,David Button,0,0,0,0.0,0.0,0.0
2019-20,60307,Pascal Groß,2,5,1791,0.0,0.0,0.0
2019-20,165210,Alireza Jahanbakhsh,2,1,305,0.0,0.0,0.0
2019-20,167473,José Heriberto Izquierdo Mena,0,0,0,0.0,0.0,0.0
2019-20,83543,Anthony Knockaert,0,0,0,0.0,0.0,0.0
2019-20,227127,Yves Bissouma,1,0,1253,0.0,0.0,0.0
2019-20,66242,Davy Pröpper,1,2,2826,0.0,0.0,0.0
2019-20,109345,Solomon March,0,1,1139,0.0,0.0,0.0
2019-20,38490,Beram Kayal,0,0,0,0.0,0.0,0.0
2019-20,40845,Dale Stephens,0,1,2525,0.0,0.0,0.0
2019-20,116216,Leandro Trossard,5,5,2004,0.0,0.0,0.0
2019-20,78916,Dan Burn,0,0,2879,0.0,0.0,0.0
2019-20,110735,Adam Webster,3,1,2668,0.0,0.0,0.0
2019-20,115382,Neal Maupay,10,3,2763,0.0,0.0,0.0
2019-20,74471,Aaron Mooy,2,2,2079,0.0,0.0,0.0
2019-20,233425,Aaron Connolly,3,3,1250,0.0,0.0,0.0
2019-20,213056,Tudor Baluta,0,0,0,0.0,0.0,0.0
2019-20,235382,Steven Alzate,0,0,1181,0.0,0.0,0.0
2019-20,74375,Ezequiel Schelotto,0,0,357,0.0,0.0,0.0
2019-20,232792,Tariq Lamptey,0,1,619,0.0,0.0,0.0
2019-20,243016,Alexis Mac Allister,0,0,348,0.0,0.0,0.0
2019-20,215066,Alex Cochrane,0,0,0,0.0,0.0,0.0
2019-20,51927,Ben Mee,1,2,2880,0.0,0.0,0.0
2019-20,17761,James Tarkowski,2,3,3420,0.0,0.0,0.0
2019-20,68983,Matthew Lowton,0,1,1530,0.0,0.0,0.0
2019-20,17997,Phil Bardsley,0,2,1890,0.0,0.0,0.0
2019-20,103914,Charlie Taylor,0,1,1944,0.0,0.0,0.0
2019-20,41674,Kevin Long,0,0,562,0.0,0.0,0.0
2019-20,83312,Ben Gibson,0,0,0,0.0,0.0,0.0
2019-20,44699,Ashley Barnes,6,0,1350,0.0,0.0,0.0
2019-20,60689,Chris Wood,14,1,2436,0.0,0.0,0.0
2019-20,81183,Matej Vydra,2,1,807,0.0,0.0,0.0
2019-20,98747,Nick Pope,0,0,3420,0.0,0.0,0.0
2019-20,15749,Joe Hart,0,0,0,0.0,0.0,0.0
2019-20,60586,Johann Berg Gudmundsson,1,1,617,0.0,0.0,0.0
2019-20,433154,Dwight McNeil,2,7,3339,0.0,0.0,0.0
2019-20,90517,Robbie Brady,1,2,445,0.0,0.0,0.0
2019-20,39847,Steven Defour,0,0,0,0.0,0.0,0.0
2019-20,83314,Jeff Hendrick,2,2,1930,0.0,0.0,0.0
2019-20,60551,Ashley Westwood,2,7,3150,0.0,0.0,0.0
2019-20,40145,Jack Cork,0,0,2614,0.0,0.0,0.0
2019-20,17349,Aaron Lennon,0,0,485,0.0,0.0,0.0
2019-20,39487,Erik Pieters,0,5,1876,0.0,0.0,0.0
2019-20,44683,Jay Rodriguez,8,2,2002,0.0,0.0,0.0
2019-20,220037,Bailey Peacock-Farrell,0,0,0,0.0,0.0,0.0
2019-20,195064,Mace Goodridge,0,0,0,0.0,0.0,0.0
2019-20,195471,Anthony Driscoll-Glennon,0,0,0,0.0,0.0,0.0
2019-20,432793,Abd-Al-Ali Morakinyo Olaposi Koiki,0,0,0,0.0,0.0,0.0
2019-20,172782,Josh Brownhill,0,0,805,0.0,0.0,0.0
2019-20,218023,Jimmy Dunne,0,0,0,0.0,0.0,0.0
2019-20,461102,Bobby Thomas,0,0,0,0.0,0.0,0.0
2019-20,461450,Max Thompson,0,0,2,0.0,0.0,0.0
2019-20,449974,Lukas Jensen,0,0,0,0.0,0.0,0.0
2019-20,217401,Josh Benson,0,0,0,0.0,0.0,0.0
2019-20,430367,Joel Mumbongo,0,0,0,0.0,0.0,0.0
2019-20,82263,Marcos Alonso,4,4,1429,0.0,0.0,0.0
2019-20,102380,Antonio Rüdiger,2,0,1710,0.0,0.0,0.0
2019-20,41328,César Azpilicueta,2,6,3229,0.0,0.0,0.0
2019-20,109533,Emerson Palmieri dos Santos,0,0,1022,0.0,0.0,0.0
2019-20,135363,Andreas Christensen,0,0,1751,0.0,0.0,0.0
2019-20,105700,Davide Zappacosta,0,0,0,0.0,0.0,0.0
2019-20,44346,Olivier Giroud,8,1,988,0.0,0.0,0.0
2019-20,109745,Kepa Arrizabalaga,0,0,2970,0.0,0.0,0.0
2019-20,20310,Willy Caballero,0,0,450,0.0,0.0,0.0
2019-20,47431,Willian Borges Da Silva,9,9,2595,0.0,0.0,0.0
2019-20,49579,Pedro Rodríguez Ledesma,1,2,659,0.0,0.0,0.0
2019-20,126187,Ruben Loftus-Cheek,0,1,203,0.0,0.0,0.0
2019-20,209046,Callum Hudson-Odoi,1,5,849,0.0,0.0,0.0
2019-20,88894,Ross Barkley,1,5,1095,0.0,0.0,0.0
2019-20,85955,Jorge Luiz Frello Filho,4,3,2376,0.0,0.0,0.0
2019-20,116594,N'Golo Kanté,3,0,1730,0.0,0.0,0.0
2019-20,199598,Ethan Ampadu,0,0,0,0.0,0.0,0.0
2019-20,176413,Christian Pulisic,9,8,1717,0.0,0.0,0.0
