Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Season
Bundesliga,2016-08-26,Bayern Munich,Werder Bremen,6,0,H,2016-17
Bundesliga,2016-08-27,Borussia Dortmund,Mainz,2,1,H,2016-17
Bundesliga,2016-08-27,Borussia Mönchengladbach,Bayer Leverkusen,2,1,H,2016-17
Bundesliga,2016-08-27,Eintracht Frankfurt,Schalke 04,1,0,H,2016-17
Bundesliga,2016-08-27,FC Augsburg,VfL Wolfsburg,0,2,A,2016-17
Bundesliga,2016-08-27,FC Cologne,SV Darmstadt 98,2,0,H,2016-17
Bundesliga,2016-08-27,Hamburg SV,FC Ingolstadt 04,1,1,D,2016-17
Bundesliga,2016-08-28,Hertha Berlin,SC Freiburg,2,1,H,2016-17
Bundesliga,2016-08-28,TSG Hoffenheim,RB Leipzig,2,2,D,2016-17
Bundesliga,2016-09-09,Schalke 04,Bayern Munich,0,2,A,2016-17
Bundesliga,2016-09-10,Bayer Leverkusen,Hamburg SV,3,1,H,2016-17
Bundesliga,2016-09-10,FC Ingolstadt 04,Hertha Berlin,0,2,A,2016-17
Bundesliga,2016-09-10,RB Leipzig,Borussia Dortmund,1,0,H,2016-17
Bundesliga,2016-09-10,SC Freiburg,Borussia Mönchengladbach,3,1,H,2016-17
Bundesliga,2016-09-10,SV Darmstadt 98,Eintracht Frankfurt,1,0,H,2016-17
Bundesliga,2016-09-10,VfL Wolfsburg,FC Cologne,0,0,D,2016-17
Bundesliga,2016-09-11,Mainz,TSG Hoffenheim,4,4,D,2016-17
Bundesliga,2016-09-11,Werder Bremen,FC Augsburg,1,2,A,2016-17
Bundesliga,2016-09-16,FC Cologne,SC Freiburg,3,0,H,2016-17
Bundesliga,2016-09-17,Bayern Munich,FC Ingolstadt 04,3,1,H,2016-17
Bundesliga,2016-09-17,Borussia Dortmund,SV Darmstadt 98,6,0,H,2016-17
Bundesliga,2016-09-17,Borussia Mönchengladbach,Werder Bremen,4,1,H,2016-17
Bundesliga,2016-09-17,Eintracht Frankfurt,Bayer Leverkusen,2,1,H,2016-17
Bundesliga,2016-09-17,Hamburg SV,RB Leipzig,0,4,A,2016-17
Bundesliga,2016-09-17,TSG Hoffenheim,VfL Wolfsburg,0,0,D,2016-17
Bundesliga,2016-09-18,FC Augsburg,Mainz,1,3,A,2016-17
Bundesliga,2016-09-18,Hertha Berlin,Schalke 04,2,0,H,2016-17
Bundesliga,2016-09-20,FC Ingolstadt 04,Eintracht Frankfurt,0,2,A,2016-17
Bundesliga,2016-09-20,SC Freiburg,Hamburg SV,1,0,H,2016-17
Bundesliga,2016-09-20,SV Darmstadt 98,TSG Hoffenheim,1,1,D,2016-17
Bundesliga,2016-09-20,VfL Wolfsburg,Borussia Dortmund,1,5,A,2016-17
Bundesliga,2016-09-21,Bayer Leverkusen,FC Augsburg,0,0,D,2016-17
Bundesliga,2016-09-21,Bayern Munich,Hertha Berlin,3,0,H,2016-17
Bundesliga,2016-09-21,RB Leipzig,Borussia Mönchengladbach,1,1,D,2016-17
Bundesliga,2016-09-21,Schalke 04,FC Cologne,1,3,A,2016-17
Bundesliga,2016-09-21,Werder Bremen,Mainz,1,2,A,2016-17
Bundesliga,2016-09-23,Borussia Dortmund,SC Freiburg,3,1,H,2016-17
Bundesliga,2016-09-24,Borussia Mönchengladbach,FC Ingolstadt 04,2,0,H,2016-17
Bundesliga,2016-09-24,Eintracht Frankfurt,Hertha Berlin,3,3,D,2016-17
Bundesliga,2016-09-24,FC Augsburg,SV Darmstadt 98,1,0,H,2016-17
Bundesliga,2016-09-24,Hamburg SV,Bayern Munich,0,1,A,2016-17
Bundesliga,2016-09-24,Mainz,Bayer Leverkusen,2,3,A,2016-17
Bundesliga,2016-09-24,Werder Bremen,VfL Wolfsburg,2,1,H,2016-17
Bundesliga,2016-09-25,FC Cologne,RB Leipzig,1,1,D,2016-17
Bundesliga,2016-09-25,TSG Hoffenheim,Schalke 04,2,1,H,2016-17
Bundesliga,2016-09-30,RB Leipzig,FC Augsburg,2,1,H,2016-17
Bundesliga,2016-10-01,Bayer Leverkusen,Borussia Dortmund,2,0,H,2016-17
Bundesliga,2016-10-01,Bayern Munich,FC Cologne,1,1,D,2016-17
Bundesliga,2016-10-01,FC Ingolstadt 04,TSG Hoffenheim,1,2,A,2016-17
Bundesliga,2016-10-01,Hertha Berlin,Hamburg SV,2,0,H,2016-17
Bundesliga,2016-10-01,SC Freiburg,Eintracht Frankfurt,1,0,H,2016-17
Bundesliga,2016-10-01,SV Darmstadt 98,Werder Bremen,2,2,D,2016-17
Bundesliga,2016-10-02,Schalke 04,Borussia Mönchengladbach,4,0,H,2016-17
Bundesliga,2016-10-02,VfL Wolfsburg,Mainz,0,0,D,2016-17
Bundesliga,2016-10-14,Borussia Dortmund,Hertha Berlin,1,1,D,2016-17
Bundesliga,2016-10-15,Borussia Mönchengladbach,Hamburg SV,0,0,D,2016-17
Bundesliga,2016-10-15,Eintracht Frankfurt,Bayern Munich,2,2,D,2016-17
Bundesliga,2016-10-15,FC Augsburg,Schalke 04,1,1,D,2016-17
Bundesliga,2016-10-15,FC Cologne,FC Ingolstadt 04,2,1,H,2016-17
Bundesliga,2016-10-15,TSG Hoffenheim,SC Freiburg,2,1,H,2016-17
Bundesliga,2016-10-15,Werder Bremen,Bayer Leverkusen,2,1,H,2016-17
Bundesliga,2016-10-16,Mainz,SV Darmstadt 98,2,1,H,2016-17
Bundesliga,2016-10-16,VfL Wolfsburg,RB Leipzig,0,1,A,2016-17
Bundesliga,2016-10-21,Hamburg SV,Eintracht Frankfurt,0,3,A,2016-17
Bundesliga,2016-10-22,Bayer Leverkusen,TSG Hoffenheim,0,3,A,2016-17
Bundesliga,2016-10-22,Bayern Munich,Borussia Mönchengladbach,2,0,H,2016-17
Bundesliga,2016-10-22,FC Ingolstadt 04,Borussia Dortmund,3,3,D,2016-17
Bundesliga,2016-10-22,Hertha Berlin,FC Cologne,2,1,H,2016-17
Bundesliga,2016-10-22,SC Freiburg,FC Augsburg,2,1,H,2016-17
Bundesliga,2016-10-22,SV Darmstadt 98,VfL Wolfsburg,3,1,H,2016-17
Bundesliga,2016-10-23,RB Leipzig,Werder Bremen,3,1,H,2016-17
Bundesliga,2016-10-23,Schalke 04,Mainz,3,0,H,2016-17
Bundesliga,2016-10-28,Borussia Mönchengladbach,Eintracht Frankfurt,0,0,D,2016-17
Bundesliga,2016-10-29,Borussia Dortmund,Schalke 04,0,0,D,2016-17
Bundesliga,2016-10-29,FC Augsburg,Bayern Munich,1,3,A,2016-17
Bundesliga,2016-10-29,Mainz,FC Ingolstadt 04,2,0,H,2016-17
Bundesliga,2016-10-29,SV Darmstadt 98,RB Leipzig,0,2,A,2016-17
Bundesliga,2016-10-29,VfL Wolfsburg,Bayer Leverkusen,1,2,A,2016-17
Bundesliga,2016-10-29,Werder Bremen,SC Freiburg,1,3,A,2016-17
Bundesliga,2016-10-30,FC Cologne,Hamburg SV,3,0,H,2016-17
Bundesliga,2016-10-30,TSG Hoffenheim,Hertha Berlin,1,0,H,2016-17
Bundesliga,2016-11-04,Hertha Berlin,Borussia Mönchengladbach,3,0,H,2016-17
Bundesliga,2016-11-05,Bayer Leverkusen,SV Darmstadt 98,3,2,H,2016-17
Bundesliga,2016-11-05,Bayern Munich,TSG Hoffenheim,1,1,D,2016-17
Bundesliga,2016-11-05,Eintracht Frankfurt,FC Cologne,1,0,H,2016-17
Bundesliga,2016-11-05,FC Ingolstadt 04,FC Augsburg,0,2,A,2016-17
Bundesliga,2016-11-05,Hamburg SV,Borussia Dortmund,2,5,A,2016-17
Bundesliga,2016-11-05,SC Freiburg,VfL Wolfsburg,0,3,A,2016-17
Bundesliga,2016-11-06,RB Leipzig,Mainz,3,1,H,2016-17
Bundesliga,2016-11-06,Schalke 04,Werder Bremen,3,1,H,2016-17
Bundesliga,2016-11-18,Bayer Leverkusen,RB Leipzig,2,3,A,2016-17
Bundesliga,2016-11-19,Borussia Dortmund,Bayern Munich,1,0,H,2016-17
Bundesliga,2016-11-19,Borussia Mönchengladbach,FC Cologne,1,2,A,2016-17
Bundesliga,2016-11-19,FC Augsburg,Hertha Berlin,0,0,D,2016-17
Bundesliga,2016-11-19,Mainz,SC Freiburg,4,2,H,2016-17
Bundesliga,2016-11-19,SV Darmstadt 98,FC Ingolstadt 04,0,1,A,2016-17
Bundesliga,2016-11-19,VfL Wolfsburg,Schalke 04,0,1,A,2016-17
Bundesliga,2016-11-20,TSG Hoffenheim,Hamburg SV,2,2,D,2016-17
Bundesliga,2016-11-20,Werder Bremen,Eintracht Frankfurt,1,2,A,2016-17
Bundesliga,2016-11-25,SC Freiburg,RB Leipzig,1,4,A,2016-17
Bundesliga,2016-11-26,Bayern Munich,Bayer Leverkusen,2,1,H,2016-17
Bundesliga,2016-11-26,Borussia Mönchengladbach,TSG Hoffenheim,1,1,D,2016-17
Bundesliga,2016-11-26,Eintracht Frankfurt,Borussia Dortmund,2,1,H,2016-17
Bundesliga,2016-11-26,FC Cologne,FC Augsburg,0,0,D,2016-17
Bundesliga,2016-11-26,FC Ingolstadt 04,VfL Wolfsburg,1,1,D,2016-17
Bundesliga,2016-11-26,Hamburg SV,Werder Bremen,2,2,D,2016-17
Bundesliga,2016-11-27,Hertha Berlin,Mainz,2,1,H,2016-17
Bundesliga,2016-11-27,Schalke 04,SV Darmstadt 98,3,1,H,2016-17
Bundesliga,2016-12-02,Mainz,Bayern Munich,1,3,A,2016-17
Bundesliga,2016-12-03,Bayer Leverkusen,SC Freiburg,1,1,D,2016-17
Bundesliga,2016-12-03,Borussia Dortmund,Borussia Mönchengladbach,4,1,H,2016-17
Bundesliga,2016-12-03,RB Leipzig,Schalke 04,2,1,H,2016-17
Bundesliga,2016-12-03,TSG Hoffenheim,FC Cologne,4,0,H,2016-17
Bundesliga,2016-12-03,VfL Wolfsburg,Hertha Berlin,2,3,A,2016-17
Bundesliga,2016-12-03,Werder Bremen,FC Ingolstadt 04,2,1,H,2016-17
Bundesliga,2016-12-04,FC Augsburg,Eintracht Frankfurt,1,1,D,2016-17
Bundesliga,2016-12-04,SV Darmstadt 98,Hamburg SV,0,2,A,2016-17
Bundesliga,2016-12-09,Eintracht Frankfurt,TSG Hoffenheim,0,0,D,2016-17
Bundesliga,2016-12-10,Bayern Munich,VfL Wolfsburg,5,0,H,2016-17
Bundesliga,2016-12-10,FC Cologne,Borussia Dortmund,1,1,D,2016-17
Bundesliga,2016-12-10,FC Ingolstadt 04,RB Leipzig,1,0,H,2016-17
Bundesliga,2016-12-10,Hamburg SV,FC Augsburg,1,0,H,2016-17
Bundesliga,2016-12-10,Hertha Berlin,Werder Bremen,0,1,A,2016-17
Bundesliga,2016-12-10,SC Freiburg,SV Darmstadt 98,1,0,H,2016-17
Bundesliga,2016-12-11,Borussia Mönchengladbach,Mainz,1,0,H,2016-17
Bundesliga,2016-12-11,Schalke 04,Bayer Leverkusen,0,1,A,2016-17
Bundesliga,2016-12-16,TSG Hoffenheim,Borussia Dortmund,2,2,D,2016-17
Bundesliga,2016-12-17,FC Augsburg,Borussia Mönchengladbach,1,0,H,2016-17
Bundesliga,2016-12-17,Mainz,Hamburg SV,3,1,H,2016-17
Bundesliga,2016-12-17,RB Leipzig,Hertha Berlin,2,0,H,2016-17
Bundesliga,2016-12-17,Schalke 04,SC Freiburg,1,1,D,2016-17
Bundesliga,2016-12-17,VfL Wolfsburg,Eintracht Frankfurt,1,0,H,2016-17
Bundesliga,2016-12-17,Werder Bremen,FC Cologne,1,1,D,2016-17
Bundesliga,2016-12-18,Bayer Leverkusen,FC Ingolstadt 04,1,2,A,2016-17
Bundesliga,2016-12-18,SV Darmstadt 98,Bayern Munich,0,1,A,2016-17
Bundesliga,2016-12-20,Borussia Dortmund,FC Augsburg,1,1,D,2016-17
Bundesliga,2016-12-20,Borussia Mönchengladbach,VfL Wolfsburg,1,2,A,2016-17
Bundesliga,2016-12-20,Eintracht Frankfurt,Mainz,3,0,H,2016-17
Bundesliga,2016-12-20,Hamburg SV,Schalke 04,2,1,H,2016-17
Bundesliga,2016-12-21,Bayern Munich,RB Leipzig,3,0,H,2016-17
Bundesliga,2016-12-21,FC Cologne,Bayer Leverkusen,1,1,D,2016-17
Bundesliga,2016-12-21,FC Ingolstadt 04,SC Freiburg,1,2,A,2016-17
Bundesliga,2016-12-21,Hertha Berlin,SV Darmstadt 98,2,0,H,2016-17
Bundesliga,2016-12-21,TSG Hoffenheim,Werder Bremen,1,1,D,2016-17
Bundesliga,2017-01-20,SC Freiburg,Bayern Munich,1,2,A,2016-17
Bundesliga,2017-01-21,FC Augsburg,TSG Hoffenheim,0,2,A,2016-17
Bundesliga,2017-01-21,RB Leipzig,Eintracht Frankfurt,3,0,H,2016-17
Bundesliga,2017-01-21,SV Darmstadt 98,Borussia Mönchengladbach,0,0,D,2016-17
Bundesliga,2017-01-21,Schalke 04,FC Ingolstadt 04,1,0,H,2016-17
Bundesliga,2017-01-21,VfL Wolfsburg,Hamburg SV,1,0,H,2016-17
Bundesliga,2017-01-21,Werder Bremen,Borussia Dortmund,1,2,A,2016-17
Bundesliga,2017-01-22,Bayer Leverkusen,Hertha Berlin,3,1,H,2016-17
Bundesliga,2017-01-22,Mainz,FC Cologne,0,0,D,2016-17
Bundesliga,2017-01-27,Schalke 04,Eintracht Frankfurt,0,1,A,2016-17
Bundesliga,2017-01-28,Bayer Leverkusen,Borussia Mönchengladbach,2,3,A,2016-17
Bundesliga,2017-01-28,FC Ingolstadt 04,Hamburg SV,3,1,H,2016-17
Bundesliga,2017-01-28,RB Leipzig,TSG Hoffenheim,2,1,H,2016-17
Bundesliga,2017-01-28,SV Darmstadt 98,FC Cologne,1,6,A,2016-17
Bundesliga,2017-01-28,VfL Wolfsburg,FC Augsburg,1,2,A,2016-17
Bundesliga,2017-01-28,Werder Bremen,Bayern Munich,1,2,A,2016-17
Bundesliga,2017-01-29,Mainz,Borussia Dortmund,1,1,D,2016-17
Bundesliga,2017-01-29,SC Freiburg,Hertha Berlin,2,1,H,2016-17
Bundesliga,2017-02-03,Hamburg SV,Bayer Leverkusen,1,0,H,2016-17
Bundesliga,2017-02-04,Bayern Munich,Schalke 04,1,1,D,2016-17
Bundesliga,2017-02-04,Borussia Dortmund,RB Leipzig,1,0,H,2016-17
Bundesliga,2017-02-04,Borussia Mönchengladbach,SC Freiburg,3,0,H,2016-17
Bundesliga,2017-02-04,FC Cologne,VfL Wolfsburg,1,0,H,2016-17
Bundesliga,2017-02-04,Hertha Berlin,FC Ingolstadt 04,1,0,H,2016-17
Bundesliga,2017-02-04,TSG Hoffenheim,Mainz,4,0,H,2016-17
Bundesliga,2017-02-05,Eintracht Frankfurt,SV Darmstadt 98,2,0,H,2016-17
Bundesliga,2017-02-05,FC Augsburg,Werder Bremen,3,2,H,2016-17
Bundesliga,2017-02-10,Mainz,FC Augsburg,2,0,H,2016-17
Bundesliga,2017-02-11,Bayer Leverkusen,Eintracht Frankfurt,3,0,H,2016-17
Bundesliga,2017-02-11,FC Ingolstadt 04,Bayern Munich,0,2,A,2016-17
Bundesliga,2017-02-11,RB Leipzig,Hamburg SV,0,3,A,2016-17
Bundesliga,2017-02-11,SV Darmstadt 98,Borussia Dortmund,2,1,H,2016-17
Bundesliga,2017-02-11,Schalke 04,Hertha Berlin,2,0,H,2016-17
Bundesliga,2017-02-11,Werder Bremen,Borussia Mönchengladbach,0,1,A,2016-17
Bundesliga,2017-02-12,SC Freiburg,FC Cologne,2,1,H,2016-17
Bundesliga,2017-02-12,VfL Wolfsburg,TSG Hoffenheim,2,1,H,2016-17
Bundesliga,2017-02-17,FC Augsburg,Bayer Leverkusen,1,3,A,2016-17
Bundesliga,2017-02-18,Borussia Dortmund,VfL Wolfsburg,3,0,H,2016-17
Bundesliga,2017-02-18,Eintracht Frankfurt,FC Ingolstadt 04,0,2,A,2016-17
Bundesliga,2017-02-18,Hamburg SV,SC Freiburg,2,2,D,2016-17
Bundesliga,2017-02-18,Hertha Berlin,Bayern Munich,1,1,D,2016-17
Bundesliga,2017-02-18,Mainz,Werder Bremen,0,2,A,2016-17
Bundesliga,2017-02-18,TSG Hoffenheim,SV Darmstadt 98,2,0,H,2016-17
Bundesliga,2017-02-19,Borussia Mönchengladbach,RB Leipzig,1,2,A,2016-17
Bundesliga,2017-02-19,FC Cologne,Schalke 04,1,1,D,2016-17
Bundesliga,2017-02-24,VfL Wolfsburg,Werder Bremen,1,2,A,2016-17
Bundesliga,2017-02-25,Bayer Leverkusen,Mainz,0,2,A,2016-17
Bundesliga,2017-02-25,Bayern Munich,Hamburg SV,8,0,H,2016-17
Bundesliga,2017-02-25,Hertha Berlin,Eintracht Frankfurt,2,0,H,2016-17
Bundesliga,2017-02-25,RB Leipzig,FC Cologne,3,1,H,2016-17
Bundesliga,2017-02-25,SC Freiburg,Borussia Dortmund,0,3,A,2016-17
Bundesliga,2017-02-25,SV Darmstadt 98,FC Augsburg,1,2,A,2016-17
Bundesliga,2017-02-26,FC Ingolstadt 04,Borussia Mönchengladbach,0,2,A,2016-17
Bundesliga,2017-02-26,Schalke 04,TSG Hoffenheim,1,1,D,2016-17
Bundesliga,2017-03-03,FC Augsburg,RB Leipzig,2,2,D,2016-17
Bundesliga,2017-03-04,Borussia Dortmund,Bayer Leverkusen,6,2,H,2016-17
Bundesliga,2017-03-04,Borussia Mönchengladbach,Schalke 04,4,2,H,2016-17
Bundesliga,2017-03-04,FC Cologne,Bayern Munich,0,3,A,2016-17
Bundesliga,2017-03-04,Mainz,VfL Wolfsburg,1,1,D,2016-17
Bundesliga,2017-03-04,TSG Hoffenheim,FC Ingolstadt 04,5,2,H,2016-17
Bundesliga,2017-03-04,Werder Bremen,SV Darmstadt 98,2,0,H,2016-17
Bundesliga,2017-03-05,Eintracht Frankfurt,SC Freiburg,1,2,A,2016-17
Bundesliga,2017-03-05,Hamburg SV,Hertha Berlin,1,0,H,2016-17
Bundesliga,2017-03-10,Bayer Leverkusen,Werder Bremen,1,1,D,2016-17
Bundesliga,2017-03-11,Bayern Munich,Eintracht Frankfurt,3,0,H,2016-17
Bundesliga,2017-03-11,FC Ingolstadt 04,FC Cologne,2,2,D,2016-17
Bundesliga,2017-03-11,Hertha Berlin,Borussia Dortmund,2,1,H,2016-17
Bundesliga,2017-03-11,RB Leipzig,VfL Wolfsburg,0,1,A,2016-17
Bundesliga,2017-03-11,SC Freiburg,TSG Hoffenheim,1,1,D,2016-17
Bundesliga,2017-03-11,SV Darmstadt 98,Mainz,2,1,H,2016-17
Bundesliga,2017-03-12,Hamburg SV,Borussia Mönchengladbach,2,1,H,2016-17
Bundesliga,2017-03-12,Schalke 04,FC Augsburg,3,0,H,2016-17
Bundesliga,2017-03-17,Borussia Dortmund,FC Ingolstadt 04,1,0,H,2016-17
Bundesliga,2017-03-18,Eintracht Frankfurt,Hamburg SV,0,0,D,2016-17
Bundesliga,2017-03-18,FC Augsburg,SC Freiburg,1,1,D,2016-17
Bundesliga,2017-03-18,FC Cologne,Hertha Berlin,4,2,H,2016-17
Bundesliga,2017-03-18,TSG Hoffenheim,Bayer Leverkusen,1,0,H,2016-17
Bundesliga,2017-03-18,VfL Wolfsburg,SV Darmstadt 98,1,0,H,2016-17
Bundesliga,2017-03-18,Werder Bremen,RB Leipzig,3,0,H,2016-17
Bundesliga,2017-03-19,Borussia Mönchengladbach,Bayern Munich,0,1,A,2016-17
Bundesliga,2017-03-19,Mainz,Schalke 04,0,1,A,2016-17
Bundesliga,2017-03-31,Hertha Berlin,TSG Hoffenheim,1,3,A,2016-17
Bundesliga,2017-04-01,Bayern Munich,FC Augsburg,6,0,H,2016-17
Bundesliga,2017-04-01,Eintracht Frankfurt,Borussia Mönchengladbach,0,0,D,2016-17
Bundesliga,2017-04-01,Hamburg SV,FC Cologne,2,1,H,2016-17
Bundesliga,2017-04-01,RB Leipzig,SV Darmstadt 98,4,0,H,2016-17
Bundesliga,2017-04-01,SC Freiburg,Werder Bremen,2,5,A,2016-17
Bundesliga,2017-04-01,Schalke 04,Borussia Dortmund,1,1,D,2016-17
Bundesliga,2017-04-02,Bayer Leverkusen,VfL Wolfsburg,3,3,D,2016-17
Bundesliga,2017-04-02,FC Ingolstadt 04,Mainz,2,1,H,2016-17
Bundesliga,2017-04-04,Borussia Dortmund,Hamburg SV,3,0,H,2016-17
Bundesliga,2017-04-04,FC Cologne,Eintracht Frankfurt,1,0,H,2016-17
Bundesliga,2017-04-04,TSG Hoffenheim,Bayern Munich,1,0,H,2016-17
Bundesliga,2017-04-04,Werder Bremen,Schalke 04,3,0,H,2016-17
Bundesliga,2017-04-05,Borussia Mönchengladbach,Hertha Berlin,1,0,H,2016-17
Bundesliga,2017-04-05,FC Augsburg,FC Ingolstadt 04,2,3,A,2016-17
Bundesliga,2017-04-05,Mainz,RB Leipzig,2,3,A,2016-17
Bundesliga,2017-04-05,SV Darmstadt 98,Bayer Leverkusen,0,2,A,2016-17
Bundesliga,2017-04-05,VfL Wolfsburg,SC Freiburg,0,1,A,2016-17
Bundesliga,2017-04-07,Eintracht Frankfurt,Werder Bremen,2,2,D,2016-17
Bundesliga,2017-04-08,Bayern Munich,Borussia Dortmund,4,1,H,2016-17
Bundesliga,2017-04-08,FC Cologne,Borussia Mönchengladbach,2,3,A,2016-17
Bundesliga,2017-04-08,Hamburg SV,TSG Hoffenheim,2,1,H,2016-17
Bundesliga,2017-04-08,RB Leipzig,Bayer Leverkusen,1,0,H,2016-17
Bundesliga,2017-04-08,SC Freiburg,Mainz,1,0,H,2016-17
Bundesliga,2017-04-08,Schalke 04,VfL Wolfsburg,4,1,H,2016-17
Bundesliga,2017-04-09,FC Ingolstadt 04,SV Darmstadt 98,3,2,H,2016-17
Bundesliga,2017-04-09,Hertha Berlin,FC Augsburg,2,0,H,2016-17
Bundesliga,2017-04-15,Bayer Leverkusen,Bayern Munich,0,0,D,2016-17
Bundesliga,2017-04-15,Borussia Dortmund,Eintracht Frankfurt,3,1,H,2016-17
Bundesliga,2017-04-15,FC Augsburg,FC Cologne,2,1,H,2016-17
Bundesliga,2017-04-15,Mainz,Hertha Berlin,1,0,H,2016-17
Bundesliga,2017-04-15,RB Leipzig,SC Freiburg,4,0,H,2016-17
Bundesliga,2017-04-15,TSG Hoffenheim,Borussia Mönchengladbach,5,3,H,2016-17
Bundesliga,2017-04-15,VfL Wolfsburg,FC Ingolstadt 04,3,0,H,2016-17
Bundesliga,2017-04-16,SV Darmstadt 98,Schalke 04,2,1,H,2016-17
Bundesliga,2017-04-16,Werder Bremen,Hamburg SV,2,1,H,2016-17
Bundesliga,2017-04-21,FC Cologne,TSG Hoffenheim,1,1,D,2016-17
Bundesliga,2017-04-22,Bayern Munich,Mainz,2,2,D,2016-17
Bundesliga,2017-04-22,Borussia Mönchengladbach,Borussia Dortmund,2,3,A,2016-17
Bundesliga,2017-04-22,Eintracht Frankfurt,FC Augsburg,3,1,H,2016-17
Bundesliga,2017-04-22,FC Ingolstadt 04,Werder Bremen,2,4,A,2016-17
Bundesliga,2017-04-22,Hamburg SV,SV Darmstadt 98,1,2,A,2016-17
Bundesliga,2017-04-22,Hertha Berlin,VfL Wolfsburg,1,0,H,2016-17
Bundesliga,2017-04-23,SC Freiburg,Bayer Leverkusen,2,1,H,2016-17
Bundesliga,2017-04-23,Schalke 04,RB Leipzig,1,1,D,2016-17
Bundesliga,2017-04-28,Bayer Leverkusen,Schalke 04,1,4,A,2016-17
Bundesliga,2017-04-29,Borussia Dortmund,FC Cologne,0,0,D,2016-17
Bundesliga,2017-04-29,Mainz,Borussia Mönchengladbach,1,2,A,2016-17
Bundesliga,2017-04-29,RB Leipzig,FC Ingolstadt 04,0,0,D,2016-17
Bundesliga,2017-04-29,SV Darmstadt 98,SC Freiburg,3,0,H,2016-17
Bundesliga,2017-04-29,VfL Wolfsburg,Bayern Munich,0,6,A,2016-17
Bundesliga,2017-04-29,Werder Bremen,Hertha Berlin,2,0,H,2016-17
Bundesliga,2017-04-30,FC Augsburg,Hamburg SV,4,0,H,2016-17
Bundesliga,2017-04-30,TSG Hoffenheim,Eintracht Frankfurt,1,0,H,2016-17
Bundesliga,2017-05-05,FC Cologne,Werder Bremen,4,3,H,2016-17
Bundesliga,2017-05-06,Bayern Munich,SV Darmstadt 98,1,0,H,2016-17
Bundesliga,2017-05-06,Borussia Dortmund,TSG Hoffenheim,2,1,H,2016-17
Bundesliga,2017-05-06,Borussia Mönchengladbach,FC Augsburg,1,1,D,2016-17
Bundesliga,2017-05-06,Eintracht Frankfurt,VfL Wolfsburg,0,2,A,2016-17
Bundesliga,2017-05-06,FC Ingolstadt 04,Bayer Leverkusen,1,1,D,2016-17
Bundesliga,2017-05-06,Hertha Berlin,RB Leipzig,1,4,A,2016-17
Bundesliga,2017-05-07,Hamburg SV,Mainz,0,0,D,2016-17
Bundesliga,2017-05-07,SC Freiburg,Schalke 04,2,0,H,2016-17
Bundesliga,2017-05-13,Bayer Leverkusen,FC Cologne,2,2,D,2016-17
Bundesliga,2017-05-13,FC Augsburg,Borussia Dortmund,1,1,D,2016-17
Bundesliga,2017-05-13,Mainz,Eintracht Frankfurt,4,2,H,2016-17
Bundesliga,2017-05-13,RB Leipzig,Bayern Munich,4,5,A,2016-17
Bundesliga,2017-05-13,SC Freiburg,FC Ingolstadt 04,1,1,D,2016-17
Bundesliga,2017-05-13,SV Darmstadt 98,Hertha Berlin,0,2,A,2016-17
Bundesliga,2017-05-13,Schalke 04,Hamburg SV,1,1,D,2016-17
Bundesliga,2017-05-13,VfL Wolfsburg,Borussia Mönchengladbach,1,1,D,2016-17
Bundesliga,2017-05-13,Werder Bremen,TSG Hoffenheim,3,5,A,2016-17
Bundesliga,2017-05-20,Bayern Munich,SC Freiburg,4,1,H,2016-17
Bundesliga,2017-05-20,Borussia Dortmund,Werder Bremen,4,3,H,2016-17
Bundesliga,2017-05-20,Borussia Mönchengladbach,SV Darmstadt 98,2,2,D,2016-17
Bundesliga,2017-05-20,Eintracht Frankfurt,RB Leipzig,2,2,D,2016-17
Bundesliga,2017-05-20,FC Cologne,Mainz,2,0,H,2016-17
Bundesliga,2017-05-20,FC Ingolstadt 04,Schalke 04,1,1,D,2016-17
Bundesliga,2017-05-20,Hamburg SV,VfL Wolfsburg,2,1,H,2016-17
Bundesliga,2017-05-20,Hertha Berlin,Bayer Leverkusen,2,6,A,2016-17
Bundesliga,2017-05-20,TSG Hoffenheim,FC Augsburg,0,0,D,2016-17
Bundesliga,2017-08-18,Bayern Munich,Bayer Leverkusen,3,1,H,2017-18
Bundesliga,2017-08-19,Hamburg SV,FC Augsburg,1,0,H,2017-18
Bundesliga,2017-08-19,Hertha Berlin,VfB Stuttgart,2,0,H,2017-18
Bundesliga,2017-08-19,Mainz,Hannover 96,0,1,A,2017-18
Bundesliga,2017-08-19,Schalke 04,RB Leipzig,2,0,H,2017-18
Bundesliga,2017-08-19,TSG Hoffenheim,Werder Bremen,1,0,H,2017-18
Bundesliga,2017-08-19,VfL Wolfsburg,Borussia Dortmund,0,3,A,2017-18
Bundesliga,2017-08-20,Borussia Mönchengladbach,FC Cologne,1,0,H,2017-18
Bundesliga,2017-08-20,SC Freiburg,Eintracht Frankfurt,0,0,D,2017-18
Bundesliga,2017-08-25,FC Cologne,Hamburg SV,1,3,A,2017-18
Bundesliga,2017-08-26,Bayer Leverkusen,TSG Hoffenheim,2,2,D,2017-18
Bundesliga,2017-08-26,Borussia Dortmund,Hertha Berlin,2,0,H,2017-18
Bundesliga,2017-08-26,Eintracht Frankfurt,VfL Wolfsburg,0,1,A,2017-18
Bundesliga,2017-08-26,FC Augsburg,Borussia Mönchengladbach,2,2,D,2017-18
