HomeTeam,AwayTeam,FTHG,FTAG,FTR
Man City,Newcastle,2,0,H
Sheffield United,Everton,0,1,A
Leeds,Burnley,1,0,H
Liverpool,West Brom,1,1,D
West Ham,Brighton,2,2,D
Wolves,Tottenham,1,1,D
Chelsea,Aston Villa,1,1,D
Crystal Palace,Leicester,1,1,D
Brighton,Arsenal,0,1,A
Burnley,Sheffield United,1,0,H
Man United,Wolves,1,0,H
Southampton,West Ham,0,0,D
West Brom,Leeds,0,5,A
Newcastle,Liverpool,0,0,D
Everton,West Ham,0,1,A
Man United,Aston Villa,2,1,H
Brighton,Wolves,3,3,D
Crystal Palace,Sheffield United,2,0,H
Tottenham,Leeds,3,0,H
West Brom,Arsenal,0,4,A
Chelsea,Man City,1,3,A
Newcastle,Leicester,1,2,A
Southampton,Liverpool,1,0,H
Burnley,Man United,0,1,A
Sheffield United,Newcastle,1,0,H
Wolves,Everton,1,2,A
Man City,Brighton,1,0,H
Tottenham,Fulham,1,1,D
Arsenal,Crystal Palace,0,0,D
Fulham,Chelsea,0,1,A
Leeds,Brighton,0,1,A
Leicester,Southampton,2,0,H
West Ham,Burnley,1,0,H
Wolves,West Brom,2,3,A
Liverpool,Man United,0,0,D
Man City,Crystal Palace,4,0,H
Sheffield United,Tottenham,1,3,A
Arsenal,Newcastle,3,0,H
Leicester,Chelsea,2,0,H
West Ham,West Brom,2,1,H
Fulham,Man United,1,2,A
Man City,Aston Villa,2,0,H
Liverpool,Burnley,0,1,A
Aston Villa,Newcastle,2,0,H
Crystal Palace,West Ham,2,3,A
Newcastle,Leeds,1,2,A
Southampton,Arsenal,1,3,A
West Brom,Man City,0,5,A
Brighton,Fulham,0,0,D
Burnley,Aston Villa,3,2,H
Chelsea,Wolves,0,0,D
Everton,Leicester,1,1,D
Man United,Sheffield United,1,2,A
Tottenham,Liverpool,1,3,A
Arsenal,Man United,0,0,D
Crystal Palace,Wolves,1,0,H
Everton,Newcastle,0,2,A
Man City,Sheffield United,1,0,H
Southampton,Aston Villa,0,1,A
West Brom,Fulham,2,2,D
Brighton,Tottenham,1,0,H
Chelsea,Burnley,2,0,H
Leicester,Leeds,1,3,A
West Ham,Liverpool,1,3,A
Man United,Southampton,9,0,H
Newcastle,Crystal Palace,1,2,A
Sheffield United,West Brom,2,1,H
Wolves,Arsenal,2,1,H
Aston Villa,West Ham,1,3,A
Burnley,Man City,0,2,A
Fulham,Leicester,0,2,A
Leeds,Everton,1,2,A
Liverpool,Brighton,0,1,A
Tottenham,Chelsea,0,1,A
Aston Villa,Arsenal,1,0,H
Burnley,Brighton,1,1,D
Fulham,West Ham,0,0,D
Man United,Everton,3,3,D
Newcastle,Southampton,3,2,H
Liverpool,Man City,1,4,A
Sheffield United,Chelsea,1,2,A
Tottenham,West Brom,2,0,H
Wolves,Leicester,0,0,D
Leeds,Crystal Palace,2,0,H
Brighton,Aston Villa,0,0,D
Crystal Palace,Burnley,0,3,A
Leicester,Liverpool,3,1,H
Man City,Tottenham,3,0,H
Arsenal,Leeds,4,2,H
Everton,Fulham,0,2,A
Southampton,Wolves,1,2,A
West Brom,Man United,1,1,D
Chelsea,Newcastle,2,0,H
West Ham,Sheffield United,3,0,H
Burnley,Fulham,1,1,D
Everton,Man City,1,3,A
Wolves,Leeds,1,0,H
Burnley,West Brom,0,0,D
Fulham,Sheffield United,1,0,H
Liverpool,Everton,0,2,A
Southampton,Chelsea,1,1,D
Arsenal,Man City,0,1,A
Aston Villa,Leicester,1,2,A
Man United,Newcastle,3,1,H
West Ham,Tottenham,2,1,H
Brighton,Crystal Palace,1,2,A
Leeds,Southampton,3,0,H
Leeds,Aston Villa,0,1,A
Man City,West Ham,2,1,H
Newcastle,Wolves,1,1,D
West Brom,Brighton,1,0,H
Chelsea,Man United,0,0,D
Crystal Palace,Fulham,0,0,D
Leicester,Arsenal,1,3,A
Sheffield United,Liverpool,0,2,A
Tottenham,Burnley,4,0,H
Everton,Southampton,1,0,H
Man City,Wolves,4,1,H
Burnley,Leicester,1,1,D
Crystal Palace,Man United,0,0,D
Sheffield United,Aston Villa,1,0,H
Fulham,Tottenham,0,1,A
Liverpool,Chelsea,0,1,A
West Brom,Everton,0,1,A
Aston Villa,Wolves,0,0,D
Brighton,Leicester,1,2,A
Burnley,Arsenal,1,1,D
Sheffield United,Southampton,0,2,A
Liverpool,Fulham,0,1,A
Man City,Man United,0,2,A
Tottenham,Crystal Palace,4,1,H
West Brom,Newcastle,0,0,D
Chelsea,Everton,2,0,H
West Ham,Leeds,2,0,H
Man City,Southampton,5,2,H
Newcastle,Aston Villa,1,1,D
Crystal Palace,West Brom,1,0,H
Everton,Burnley,1,2,A
Fulham,Man City,0,3,A
Leeds,Chelsea,0,0,D
Arsenal,Tottenham,2,1,H
Leicester,Sheffield United,5,0,H
Man United,West Ham,1,0,H
Southampton,Brighton,1,2,A
Wolves,Liverpool,0,1,A
Fulham,Leeds,1,2,A
Brighton,Newcastle,3,0,H
Aston Villa,Tottenham,0,2,A
West Ham,Arsenal,3,3,D
Arsenal,Liverpool,0,3,A
Chelsea,West Brom,2,5,A
Leeds,Sheffield United,2,1,H
Leicester,Man City,0,2,A
Aston Villa,Fulham,3,1,H
Man United,Brighton,2,1,H
Newcastle,Tottenham,2,2,D
Southampton,Burnley,3,2,H
Everton,Crystal Palace,1,1,D
Wolves,West Ham,2,3,A
Fulham,Wolves,0,1,A
Crystal Palace,Chelsea,1,4,A
Liverpool,Aston Villa,2,1,H
Man City,Leeds,1,2,A
Burnley,Newcastle,1,2,A
Sheffield United,Arsenal,0,3,A
Tottenham,Man United,1,3,A
West Ham,Leicester,3,2,H
Brighton,Everton,0,0,D
West Brom,Southampton,3,0,H
Everton,Tottenham,2,2,D
Newcastle,West Ham,3,2,H
Wolves,Sheffield United,1,0,H
Arsenal,Fulham,1,1,D
Man United,Burnley,3,1,H
Leeds,Liverpool,1,1,D
Chelsea,Brighton,0,0,D
Aston Villa,Man City,1,2,A
Tottenham,Southampton,2,1,H
Leicester,West Brom,3,0,H
Arsenal,Everton,0,1,A
Liverpool,Newcastle,1,1,D
Sheffield United,Brighton,1,0,H
West Ham,Chelsea,0,1,A
Aston Villa,West Brom,2,2,D
Leeds,Man United,0,0,D
Wolves,Burnley,0,4,A
Leicester,Crystal Palace,2,1,H
Southampton,Leicester,1,1,D
Brighton,Leeds,2,0,H
Chelsea,Fulham,2,0,H
Crystal Palace,Man City,0,2,A
Everton,Aston Villa,1,2,A
Newcastle,Arsenal,0,2,A
Tottenham,Sheffield United,4,0,H
Burnley,West Ham,1,2,A
West Brom,Wolves,1,1,D
Leicester,Newcastle,2,4,A
Leeds,Tottenham,3,1,H
Liverpool,Southampton,2,0,H
Man City,Chelsea,1,2,A
Sheffield United,Crystal Palace,0,2,A
Arsenal,West Brom,3,1,H
Aston Villa,Man United,1,3,A
West Ham,Everton,0,1,A
Wolves,Brighton,2,1,H
Fulham,Burnley,0,2,A
Man United,Leicester,1,2,A
Southampton,Crystal Palace,3,1,H
Chelsea,Arsenal,0,1,A
Aston Villa,Everton,0,0,D
Man United,Liverpool,2,4,A
Newcastle,Man City,3,4,A
Brighton,West Ham,1,1,D
Burnley,Leeds,0,4,A
Southampton,Fulham,3,1,H
Crystal Palace,Aston Villa,3,2,H
Everton,Sheffield United,0,1,A
Tottenham,Wolves,2,0,H
West Brom,Liverpool,1,2,A
Brighton,Man City,3,2,H
Chelsea,Leicester,2,1,H
Man United,Fulham,1,1,D
Southampton,Leeds,0,2,A
Burnley,Liverpool,0,3,A
Crystal Palace,Arsenal,1,3,A
Everton,Wolves,1,0,H
Newcastle,Sheffield United,1,0,H
Tottenham,Aston Villa,1,2,A
West Brom,West Ham,1,3,A
Arsenal,Brighton,2,0,H
Aston Villa,Chelsea,2,1,H
Fulham,Newcastle,0,2,A
Leeds,West Brom,3,1,H
Leicester,Tottenham,2,4,A
Liverpool,Crystal Palace,2,0,H
Man City,Everton,5,0,H
Sheffield United,Burnley,1,0,H
West Ham,Southampton,3,0,H
Wolves,Man United,1,2,A
Brentford,Arsenal,2,0,H
Burnley,Brighton,1,2,A
Chelsea,Crystal Palace,3,0,H
Everton,Southampton,3,1,H
Leicester,Wolves,1,0,H
Man United,Leeds,5,1,H
Norwich,Liverpool,0,3,A
Watford,Aston Villa,3,2,H
Newcastle,West Ham,2,4,A
Tottenham,Man City,1,0,H
Aston Villa,Newcastle,2,0,H
Brighton,Watford,2,0,H
Crystal Palace,Brentford,0,0,D
Leeds,Everton,2,2,D
Liverpool,Burnley,2,0,H
Man City,Norwich,5,0,H
Arsenal,Chelsea,0,2,A
Southampton,Man United,1,1,D
Wolves,Tottenham,0,1,A
West Ham,Leicester,4,1,H
Aston Villa,Brentford,1,1,D
Brighton,Everton,0,2,A
Liverpool,Chelsea,1,1,D
Man City,Arsenal,5,0,H
Newcastle,Southampton,2,2,D
Norwich,Leicester,1,2,A
West Ham,Crystal Palace,2,2,D
Burnley,Leeds,1,1,D
Tottenham,Watford,1,0,H
Wolves,Man United,0,1,A
Arsenal,Norwich,1,0,H
Brentford,Brighton,0,1,A
Chelsea,Aston Villa,3,0,H
Crystal Palace,Tottenham,3,0,H
Leicester,Man City,0,1,A
Man United,Newcastle,4,1,H
Southampton,West Ham,0,0,D
Watford,Wolves,0,2,A
Leeds,Liverpool,0,3,A
Everton,Burnley,3,1,H
Newcastle,Leeds,1,1,D
Aston Villa,Everton,3,0,H
Burnley,Arsenal,0,1,A
Liverpool,Crystal Palace,3,0,H
Man City,Southampton,0,0,D
Norwich,Watford,1,3,A
Wolves,Brentford,0,2,A
Brighton,Leicester,2,1,H
Tottenham,Chelsea,0,3,A
West Ham,Man United,1,2,A
Brentford,Liverpool,3,3,D
Chelsea,Man City,0,1,A
Everton,Norwich,2,0,H
Leeds,West Ham,1,2,A
Leicester,Burnley,2,2,D
Man United,Aston Villa,0,1,A
Watford,Newcastle,1,1,D
Arsenal,Tottenham,3,1,H
Southampton,Wolves,0,1,A
Crystal Palace,Brighton,1,1,D
Brighton,Arsenal,0,0,D
Burnley,Norwich,0,0,D
Chelsea,Southampton,3,1,H
Leeds,Watford,1,0,H
Man United,Everton,1,1,D
Wolves,Newcastle,2,1,H
Crystal Palace,Leicester,2,2,D
Liverpool,Man City,2,2,D
Tottenham,Aston Villa,2,1,H
West Ham,Brentford,1,2,A
Aston Villa,Wolves,2,3,A
Brentford,Chelsea,0,1,A
Leicester,Man United,4,2,H
Man City,Burnley,2,0,H
Norwich,Brighton,0,0,D
Southampton,Leeds,1,0,H
Watford,Liverpool,0,5,A
Everton,West Ham,0,1,A
Newcastle,Tottenham,2,3,A
Arsenal,Crystal Palace,2,2,D
Arsenal,Aston Villa,3,1,H
Brighton,Man City,1,4,A
Chelsea,Norwich,7,0,H
Crystal Palace,Newcastle,1,1,D
Everton,Watford,2,5,A
Leeds,Wolves,1,1,D
Southampton,Burnley,2,2,D
Brentford,Leicester,1,2,A
Man United,Liverpool,0,5,A
West Ham,Tottenham,1,0,H
Burnley,Brentford,3,1,H
Leicester,Arsenal,0,2,A
Liverpool,Brighton,2,2,D
Man City,Crystal Palace,0,2,A
Newcastle,Chelsea,0,3,A
Tottenham,Man United,0,3,A
Watford,Southampton,0,1,A
Aston Villa,West Ham,1,4,A
Norwich,Leeds,1,2,A
Wolves,Everton,2,1,H
Southampton,Aston Villa,1,0,H
Brentford,Norwich,1,2,A
Brighton,Newcastle,1,1,D
Chelsea,Burnley,1,1,D
Crystal Palace,Wolves,2,0,H
Man United,Man City,0,2,A
Arsenal,Watford,1,0,H
Everton,Tottenham,0,0,D
Leeds,Leicester,1,1,D
West Ham,Liverpool,3,2,H
Aston Villa,Brighton,2,0,H
Burnley,Crystal Palace,3,3,D
Leicester,Chelsea,0,3,A
Liverpool,Arsenal,4,0,H
Newcastle,Brentford,3,3,D
Norwich,Southampton,2,1,H
Watford,Man United,4,1,H
Wolves,West Ham,1,0,H
Man City,Everton,3,0,H
Tottenham,Leeds,2,1,H
Arsenal,Newcastle,2,0,H
Brighton,Leeds,0,0,D
Crystal Palace,Aston Villa,1,2,A
Liverpool,Southampton,4,0,H
Norwich,Wolves,0,0,D
Brentford,Everton,1,0,H
Chelsea,Man United,1,1,D
Leicester,Watford,4,2,H
Man City,West Ham,2,1,H
Leeds,Crystal Palace,1,0,H
Newcastle,Norwich,1,1,D
Aston Villa,Man City,1,2,A
Everton,Liverpool,1,4,A
Southampton,Leicester,2,2,D
Watford,Chelsea,1,2,A
West Ham,Brighton,1,1,D
Wolves,Burnley,0,0,D
Man United,Arsenal,3,2,H
Tottenham,Brentford,2,0,H
Newcastle,Burnley,1,0,H
Southampton,Brighton,1,1,D
Watford,Man City,1,3,A
West Ham,Chelsea,3,2,H
Wolves,Liverpool,0,1,A
Aston Villa,Leicester,2,1,H
Leeds,Brentford,2,2,D
Man United,Crystal Palace,1,0,H
Tottenham,Norwich,3,0,H
Everton,Arsenal,2,1,H
Brentford,Watford,2,1,H
Arsenal,Southampton,3,0,H
Chelsea,Leeds,3,2,H
Liverpool,Aston Villa,1,0,H
Man City,Wolves,1,0,H
Norwich,Man United,0,1,A
Burnley,West Ham,0,0,D
Crystal Palace,Everton,3,1,H
Leicester,Newcastle,4,0,H
Man City,Leeds,7,0,H
Norwich,Aston Villa,0,2,A
Arsenal,West Ham,2,0,H
Brighton,Wolves,0,1,A
Crystal Palace,Southampton,2,2,D
Chelsea,Everton,1,1,D
Liverpool,Newcastle,3,1,H
Leeds,Arsenal,1,4,A
Newcastle,Man City,0,4,A
Tottenham,Liverpool,2,2,D
Wolves,Chelsea,0,0,D
Aston Villa,Chelsea,1,3,A
Brighton,Brentford,2,0,H
Man City,Leicester,6,3,H
Norwich,Arsenal,0,5,A
Tottenham,Crystal Palace,3,0,H
West Ham,Southampton,2,3,A
Newcastle,Man United,1,1,D
Crystal Palace,Norwich,3,0,H
Leicester,Liverpool,1,0,H
Southampton,Tottenham,1,1,D
Watford,West Ham,1,4,A
Brentford,Man City,0,1,A
Chelsea,Brighton,1,1,D
Man United,Burnley,3,1,H
Arsenal,Man City,1,2,A
Crystal Palace,West Ham,2,3,A
Watford,Tottenham,0,1,A
Brentford,Aston Villa,2,1,H
Chelsea,Liverpool,2,2,D
Everton,Brighton,2,3,A
Leeds,Burnley,3,1,H
Man United,Wolves,0,1,A
Southampton,Brentford,4,1,H
West Ham,Norwich,2,0,H
Brighton,Crystal Palace,1,1,D
Aston Villa,Man United,2,2,D
Man City,Chelsea,1,0,H
Newcastle,Watford,1,1,D
Norwich,Everton,2,1,H
Wolves,Southampton,3,1,H
Liverpool,Brentford,3,0,H
West Ham,Leeds,2,3,A
Brighton,Chelsea,1,1,D
Brentford,Man United,1,3,A
Leicester,Tottenham,2,3,A
Watford,Norwich,0,3,A
Brentford,Wolves,1,2,A
Everton,Aston Villa,0,1,A
Leeds,Newcastle,0,1,A
Man United,West Ham,1,0,H
Southampton,Man City,1,1,D
Arsenal,Burnley,0,0,D
Chelsea,Tottenham,2,0,H
Crystal Palace,Liverpool,1,3,A
Leicester,Brighton,1,1,D
Burnley,Watford,0,0,D
Burnley,Man United,1,1,D
Newcastle,Everton,3,1,H
West Ham,Watford,1,0,H
Aston Villa,Leeds,3,3,D
Man City,Brentford,2,0,H
Norwich,Crystal Palace,1,1,D
Tottenham,Southampton,2,3,A
Liverpool,Leicester,2,0,H
Wolves,Arsenal,0,1,A
Brentford,Crystal Palace,0,0,D
Everton,Leeds,3,0,H
Man United,Southampton,1,1,D
Norwich,Man City,0,4,A
Watford,Brighton,0,2,A
Burnley,Liverpool,0,1,A
Leicester,West Ham,2,2,D
Newcastle,Aston Villa,1,0,H
Tottenham,Wolves,0,2,A
Man United,Brighton,2,0,H
Arsenal,Brentford,2,1,H
Aston Villa,Watford,0,1,A
Brighton,Burnley,0,3,A
Crystal Palace,Chelsea,0,1,A
Liverpool,Norwich,3,1,H
Man City,Tottenham,2,3,A
Southampton,Everton,2,0,H
West Ham,Newcastle,1,1,D
Leeds,Man United,2,4,A
Wolves,Leicester,2,1,H
Burnley,Tottenham,1,0,H
Liverpool,Leeds,6,0,H
Watford,Crystal Palace,1,4,A
Arsenal,Wolves,2,1,H
Southampton,Norwich,2,0,H
Brentford,Newcastle,0,2,A
Brighton,Aston Villa,0,2,A
Crystal Palace,Burnley,1,1,D
Everton,Man City,0,1,A
Leeds,Tottenham,0,4,A
Man United,Watford,0,0,D
West Ham,Wolves,1,0,H
Burnley,Leicester,0,2,A
Aston Villa,Southampton,4,0,H
Burnley,Chelsea,0,4,A
Leicester,Leeds,1,0,H
Liverpool,West Ham,1,0,H
Newcastle,Brighton,2,1,H
Norwich,Brentford,1,3,A
Wolves,Crystal Palace,0,2,A
Man City,Man United,4,1,H
Watford,Arsenal,2,3,A
Tottenham,Everton,5,0,H
Leeds,Aston Villa,0,3,A
Norwich,Chelsea,1,3,A
Southampton,Newcastle,1,2,A
Wolves,Watford,4,0,H
Brentford,Burnley,2,0,H
Brighton,Liverpool,0,2,A
Man United,Tottenham,3,2,H
Arsenal,Leicester,2,0,H
Chelsea,Newcastle,1,0,H
Everton,Wolves,0,1,A
Leeds,Norwich,2,1,H
Southampton,Watford,1,2,A
West Ham,Aston Villa,2,1,H
Crystal Palace,Man City,0,0,D
Arsenal,Liverpool,0,2,A
Brighton,Tottenham,0,2,A
Everton,Newcastle,1,0,H
Wolves,Leeds,2,3,A
Aston Villa,Arsenal,0,1,A
Leicester,Brentford,2,1,H
Tottenham,West Ham,3,1,H
Brighton,Norwich,0,0,D
Burnley,Man City,0,2,A
Chelsea,Brentford,1,4,A
Leeds,Southampton,1,1,D
Liverpool,Watford,2,0,H
Man United,Leicester,1,1,D
Wolves,Aston Villa,2,1,H
Tottenham,Newcastle,5,1,H
West Ham,Everton,2,1,H
Crystal Palace,Arsenal,3,0,H
Burnley,Everton,3,2,H
Newcastle,Wolves,1,0,H
Arsenal,Brighton,1,2,A
Aston Villa,Tottenham,0,4,A
Everton,Man United,1,0,H
Southampton,Chelsea,0,6,A
Watford,Leeds,0,3,A
Brentford,West Ham,2,0,H
Leicester,Crystal Palace,2,1,H
Man City,Liverpool,2,2,D
Norwich,Burnley,2,0,H
Man United,Norwich,3,2,H
Southampton,Arsenal,1,0,H
Tottenham,Brighton,0,1,A
Watford,Brentford,1,2,A
Newcastle,Leicester,2,1,H
West Ham,Burnley,1,1,D
Liverpool,Man United,4,0,H
Chelsea,Arsenal,2,4,A
Everton,Leicester,1,1,D
Man City,Brighton,3,0,H
Newcastle,Crystal Palace,1,0,H
Burnley,Southampton,2,0,H
Arsenal,Man United,3,1,H
Brentford,Tottenham,0,0,D
Leicester,Aston Villa,0,0,D
Man City,Watford,5,1,H
Norwich,Newcastle,0,3,A
Brighton,Southampton,2,2,D
Burnley,Wolves,1,0,H
Chelsea,West Ham,1,0,H
Liverpool,Everton,2,0,H
Crystal Palace,Leeds,0,0,D
Man United,Chelsea,1,1,D
Aston Villa,Norwich,2,0,H
Leeds,Man City,0,4,A
Newcastle,Liverpool,0,1,A
Southampton,Crystal Palace,1,2,A
Watford,Burnley,1,2,A
Wolves,Brighton,0,3,A
Everton,Chelsea,1,0,H
Tottenham,Leicester,3,1,H
West Ham,Arsenal,1,2,A
Man United,Brentford,3,0,H
Brentford,Southampton,3,0,H
Brighton,Man United,4,0,H
Burnley,Aston Villa,1,3,A
Chelsea,Wolves,2,2,D
Crystal Palace,Watford,1,0,H
Liverpool,Tottenham,1,1,D
Arsenal,Leeds,2,1,H
Leicester,Everton,1,2,A
Man City,Newcastle,5,0,H
Norwich,West Ham,0,4,A
Aston Villa,Liverpool,1,2,A
Leeds,Chelsea,0,3,A
Leicester,Norwich,3,0,H
Watford,Everton,0,0,D
Wolves,Man City,1,5,A
Tottenham,Arsenal,3,0,H
Aston Villa,Crystal Palace,1,1,D
Everton,Brentford,2,3,A
Leeds,Brighton,1,1,D
Tottenham,Burnley,1,0,H
Watford,Leicester,1,5,A
West Ham,Man City,2,2,D
Wolves,Norwich,1,1,D
Newcastle,Arsenal,2,0,H
Southampton,Liverpool,1,2,A
Aston Villa,Burnley,1,1,D
Chelsea,Leicester,1,1,D
Everton,Crystal Palace,3,2,H
Arsenal,Everton,5,1,H
Brentford,Leeds,1,2,A
Brighton,West Ham,3,1,H
Burnley,Newcastle,1,2,A
Chelsea,Watford,2,1,H
Crystal Palace,Man United,1,0,H
Leicester,Southampton,4,1,H
Liverpool,Wolves,3,1,H
Man City,Aston Villa,3,2,H
Norwich,Tottenham,0,5,A
Crystal Palace,Arsenal,0,2,A
Bournemouth,Aston Villa,2,0,H
Everton,Chelsea,0,1,A
Fulham,Liverpool,2,2,D
Leeds,Wolves,2,1,H
Newcastle,Nott'm Forest,2,0,H
Tottenham,Southampton,4,1,H
Leicester,Brentford,2,2,D
Man United,Brighton,1,2,A
West Ham,Man City,0,2,A
Arsenal,Leicester,4,2,H
Aston Villa,Everton,2,1,H
Brentford,Man United,4,0,H
Brighton,Newcastle,0,0,D
Man City,Bournemouth,4,0,H
Southampton,Leeds,2,2,D
Wolves,Fulham,0,0,D
Chelsea,Tottenham,2,2,D
Nott'm Forest,West Ham,1,0,H
Liverpool,Crystal Palace,1,1,D
Bournemouth,Arsenal,0,3,A
Crystal Palace,Aston Villa,3,1,H
Everton,Nott'm Forest,1,1,D
Fulham,Brentford,3,2,H
Leicester,Southampton,1,2,A
Tottenham,Wolves,1,0,H
Leeds,Chelsea,3,0,H
Newcastle,Man City,3,3,D
West Ham,Brighton,0,2,A
Man United,Liverpool,2,1,H
Arsenal,Fulham,2,1,H
Brentford,Everton,1,1,D
Brighton,Leeds,1,0,H
Chelsea,Leicester,2,1,H
Liverpool,Bournemouth,9,0,H
Man City,Crystal Palace,4,2,H
Southampton,Man United,0,1,A
Aston Villa,West Ham,0,1,A
Nott'm Forest,Tottenham,0,2,A
Wolves,Newcastle,1,1,D
Crystal Palace,Brentford,1,1,D
Fulham,Brighton,2,1,H
Leeds,Everton,1,1,D
Southampton,Chelsea,2,1,H
Arsenal,Aston Villa,2,1,H
Bournemouth,Wolves,0,0,D
Liverpool,Newcastle,2,1,H
Man City,Nott'm Forest,6,0,H
West Ham,Tottenham,1,1,D
Leicester,Man United,0,1,A
Aston Villa,Man City,1,1,D
Brentford,Leeds,5,2,H
Chelsea,West Ham,2,1,H
Everton,Liverpool,0,0,D
Newcastle,Crystal Palace,0,0,D
Nott'm Forest,Bournemouth,2,3,A
Tottenham,Fulham,2,1,H
Wolves,Southampton,1,0,H
Brighton,Leicester,5,2,H
Man United,Arsenal,3,1,H
Aston Villa,Southampton,1,0,H
Nott'm Forest,Fulham,2,3,A
Newcastle,Bournemouth,1,1,D
Tottenham,Leicester,6,2,H
Wolves,Man City,0,3,A
Brentford,Arsenal,0,3,A
Everton,West Ham,1,0,H
Arsenal,Tottenham,3,1,H
Bournemouth,Brentford,0,0,D
Crystal Palace,Chelsea,1,2,A
Fulham,Newcastle,1,4,A
Liverpool,Brighton,3,3,D
Southampton,Everton,1,2,A
West Ham,Wolves,2,0,H
Leeds,Aston Villa,0,0,D
Man City,Man United,6,3,H
Leicester,Nott'm Forest,4,0,H
Bournemouth,Leicester,2,1,H
Brighton,Tottenham,0,1,A
Chelsea,Wolves,3,0,H
Man City,Southampton,4,0,H
Newcastle,Brentford,5,1,H
Arsenal,Liverpool,3,2,H
Crystal Palace,Leeds,2,1,H
Everton,Man United,1,2,A
West Ham,Fulham,3,1,H
Nott'm Forest,Aston Villa,1,1,D
Brentford,Brighton,2,0,H
Fulham,Bournemouth,2,2,D
Leicester,Crystal Palace,0,0,D
Tottenham,Everton,2,0,H
Wolves,Nott'm Forest,1,0,H
Aston Villa,Chelsea,0,2,A
Leeds,Arsenal,0,1,A
Liverpool,Man City,1,0,H
Man United,Newcastle,0,0,D
Southampton,West Ham,1,1,D
Brighton,Nott'm Forest,0,0,D
Crystal Palace,Wolves,2,1,H
Bournemouth,Southampton,0,1,A
Brentford,Chelsea,0,0,D
Liverpool,West Ham,1,0,H
Man United,Tottenham,2,0,H
Newcastle,Everton,1,0,H
Fulham,Aston Villa,3,0,H
Leicester,Leeds,2,0,H
Chelsea,Man United,1,1,D
Everton,Crystal Palace,3,0,H
Man City,Brighton,3,1,H
Nott'm Forest,Liverpool,1,0,H
Aston Villa,Brentford,4,0,H
Leeds,Fulham,2,3,A
Southampton,Arsenal,1,1,D
Tottenham,Newcastle,1,2,A
Wolves,Leicester,0,4,A
West Ham,Bournemouth,2,0,H
Bournemouth,Tottenham,2,3,A
Brentford,Wolves,1,1,D
Brighton,Chelsea,4,1,H
Crystal Palace,Southampton,1,0,H
Fulham,Everton,0,0,D
Leicester,Man City,0,1,A
Liverpool,Leeds,1,2,A
Newcastle,Aston Villa,4,0,H
Arsenal,Nott'm Forest,5,0,H
Man United,West Ham,1,0,H
Everton,Leicester,0,2,A
Leeds,Bournemouth,4,3,H
Man City,Fulham,2,1,H
Nott'm Forest,Brentford,2,2,D
Wolves,Brighton,2,3,A
Aston Villa,Man United,3,1,H
Chelsea,Arsenal,0,1,A
Southampton,Newcastle,1,4,A
Tottenham,Liverpool,1,2,A
West Ham,Crystal Palace,1,2,A
Bournemouth,Everton,3,0,H
Liverpool,Southampton,3,1,H
Man City,Brentford,1,2,A
Newcastle,Chelsea,1,0,H
Nott'm Forest,Crystal Palace,1,0,H
Tottenham,Leeds,4,3,H
West Ham,Leicester,0,2,A
Wolves,Arsenal,0,2,A
Brighton,Aston Villa,1,2,A
Fulham,Man United,1,2,A
Arsenal,West Ham,3,1,H
Aston Villa,Liverpool,1,3,A
Brentford,Tottenham,2,2,D
Crystal Palace,Fulham,0,3,A
Everton,Wolves,1,2,A
Leicester,Newcastle,0,3,A
Southampton,Brighton,1,3,A
Chelsea,Bournemouth,2,0,H
Man United,Nott'm Forest,3,0,H
Leeds,Man City,1,3,A
Liverpool,Leicester,2,1,H
West Ham,Brentford,0,2,A
Bournemouth,Crystal Palace,0,2,A
Brighton,Arsenal,2,4,A
Fulham,Southampton,2,1,H
Man City,Everton,1,1,D
Newcastle,Leeds,0,0,D
Wolves,Man United,0,1,A
Nott'm Forest,Chelsea,1,1,D
Tottenham,Aston Villa,0,2,A
Brentford,Liverpool,3,1,H
Arsenal,Newcastle,0,0,D
Everton,Brighton,1,4,A
Leicester,Fulham,0,1,A
Man United,Bournemouth,3,0,H
Aston Villa,Wolves,1,1,D
Crystal Palace,Tottenham,0,4,A
Leeds,West Ham,2,2,D
Southampton,Nott'm Forest,0,1,A
Chelsea,Man City,0,1,A
Fulham,Chelsea,2,1,H
Aston Villa,Leeds,2,1,H
Brentford,Bournemouth,2,0,H
Brighton,Liverpool,3,0,H
Everton,Southampton,1,2,A
Man United,Man City,2,1,H
Nott'm Forest,Leicester,2,0,H
Wolves,West Ham,1,0,H
Chelsea,Crystal Palace,1,0,H
Newcastle,Fulham,1,0,H
Tottenham,Arsenal,0,2,A
Crystal Palace,Man United,1,1,D
Man City,Tottenham,4,2,H
Bournemouth,Nott'm Forest,1,1,D
Crystal Palace,Newcastle,0,0,D
Leicester,Brighton,2,2,D
Liverpool,Chelsea,0,0,D
Southampton,Aston Villa,0,1,A
West Ham,Everton,2,0,H
Arsenal,Man United,3,2,H
Leeds,Brentford,0,0,D
Man City,Wolves,3,0,H
Fulham,Tottenham,0,1,A
Chelsea,Fulham,0,0,D
Aston Villa,Leicester,2,4,A
Brentford,Southampton,3,0,H
Brighton,Bournemouth,1,0,H
Everton,Arsenal,1,0,H
Man United,Crystal Palace,2,1,H
Newcastle,West Ham,1,1,D
Wolves,Liverpool,3,0,H
Nott'm Forest,Leeds,1,0,H
Tottenham,Man City,1,0,H
