team,player_code,player_name,position,photo_url,roster_source,portrait_source
Eintracht Frankfurt,305555,Ansgar Knauff,Forward,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/2022128173650_2022-05-08_Fussball_Eintracht_Frankfurt_vs_Borussia_M%C3%B6nchengladbach_-_Sven_-_1D_X_MK_II_-_0682_-_AK8I7417_%28Ansgar_Knauff_cropped%29.jpg/250px-2022128173650_2022-05-08_Fussball_Eintracht_Frankfurt_vs_Borussia_M%C3%B6nchengladbach_-_Sven_-_1D_X_MK_II_-_0682_-_AK8I7417_%28Ansgar_Knauff_cropped%29.jpg,2026/27 roster feed,Wikimedia Commons
Eintracht Frankfurt,296321,Arnaud Kalimuendo,Forward,https://r2.thesportsdb.com/images/media/player/thumb/vj751c1608592101.jpg,2025/26 squad carryover,TheSportsDB
Eintracht Frankfurt,416636,Ayoube Amaimouni,Forward,https://r2.thesportsdb.com/images/media/player/thumb/k1zhdn1779838936.jpg,2026/27 roster feed,TheSportsDB
Eintracht Frankfurt,311118,Elye Wahi,Forward,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Elye_Wahi_Cote_D%27Ivoire_v_Ecuador_14_June_2026-51_%28cropped%29.jpg/250px-Elye_Wahi_Cote_D%27Ivoire_v_Ecuador_14_June_2026-51_%28cropped%29.jpg,2026/27 roster feed,Wikimedia Commons
Eintracht Frankfurt,346662,Jean-Mattéo Bahoya,Forward,,2026/27 roster feed,Unavailable
Eintracht Frankfurt,266659,Jessic Ngankam,Forward,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Jessic_Ngankam.jpg/250px-Jessic_Ngankam.jpg,2026/27 roster feed,Wikimedia Commons
Eintracht Frankfurt,274887,Jonathan Burkardt,Forward,,2026/27 roster feed,Unavailable
Eintracht Frankfurt,3109553,Keito Kumashiro,Forward,,2026/27 roster feed,Unavailable
Eintracht Frankfurt,418030,Malik Pimpong,Forward,,2026/27 roster feed,Unavailable
Eintracht Frankfurt,156479,Michy Batshuayi,Forward,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Michy_Batshuayi_WC2022.jpg/250px-Michy_Batshuayi_WC2022.jpg,2026/27 roster feed,Wikimedia Commons
Eintracht Frankfurt,306991,Noel Futkeu,Forward,https://commons.wikimedia.org/wiki/Special:FilePath/Noel%20Futkeu%20Jan%202026.jpg,2026/27 roster feed,Wikimedia Commons
Eintracht Frankfurt,359793,Younes Ebnoutalib,Forward,,2026/27 roster feed,Unavailable
Eintracht Frankfurt,397160,Amil Siljevic,Goalkeeper,,2026/27 roster feed,Unavailable
Eintracht Frankfurt,122396,Jens Grahl,Goalkeeper,,2026/27 roster feed,Unavailable
Eintracht Frankfurt,338950,Kauã Santos,Goalkeeper,,2026/27 roster feed,Unavailable
Eintracht Frankfurt,184550,Michael Zetterer,Goalkeeper,,2026/27 roster feed,Unavailable
Eintracht Frankfurt,355369,Can Uzun,Midfielder,https://r2.thesportsdb.com/images/media/player/thumb/2wmlq91741808436.jpg,2026/27 roster feed,TheSportsDB
Eintracht Frankfurt,397536,Eba Is,Midfielder,,2026/27 roster feed,Unavailable
Eintracht Frankfurt,209595,Ellyes Skhiri,Midfielder,https://r2.thesportsdb.com/images/media/player/thumb/h4gvqo1779036403.jpg,2026/27 roster feed,TheSportsDB
Eintracht Frankfurt,337306,Farès Chaïbi,Midfielder,,2026/27 roster feed,Unavailable
Eintracht Frankfurt,336460,Hugo Larsson,Midfielder,,2026/27 roster feed,Unavailable
Eintracht Frankfurt,287645,Junior Dina Ebimbe,Midfielder,,2026/27 roster feed,Unavailable
Eintracht Frankfurt,399423,Love Arrhov,Midfielder,,2026/27 roster feed,Unavailable
Eintracht Frankfurt,191098,Mahmoud Dahoud,Midfielder,,2025/26 squad carryover,Unavailable
Eintracht Frankfurt,143020,Mario Götze,Midfielder,,2026/27 roster feed,Unavailable
Eintracht Frankfurt,406373,Marvin Dills,Midfielder,,2025/26 squad carryover,Unavailable
Eintracht Frankfurt,3109554,Niko Iličević,Midfielder,,2026/27 roster feed,Unavailable
Eintracht Frankfurt,352179,Noël Aséko,Midfielder,,2026/27 roster feed,Unavailable
Eintracht Frankfurt,365997,Oscar Højlund,Midfielder,,2026/27 roster feed,Unavailable
Eintracht Frankfurt,219627,Ritsu Doan,Midfielder,,2026/27 roster feed,Unavailable
Eintracht Frankfurt,128521,Timothy Chandler,Midfielder,,2026/27 roster feed,Unavailable
FC Augsburg,345106,Calvin Brackelmann,Defender,https://r2.thesportsdb.com/images/media/player/thumb/xaenb01773414968.jpg,2026/27 roster feed,TheSportsDB
FC Augsburg,297165,Chrislain Matsima,Defender,https://r2.thesportsdb.com/images/media/player/thumb/3goqqd1608501124.jpg,2026/27 roster feed,TheSportsDB
FC Augsburg,245808,Cédric Zesiger,Defender,https://r2.thesportsdb.com/images/media/player/thumb/msi7po1629921234.jpg,2025/26 squad carryover,TheSportsDB
FC Augsburg,223139,Dimitris Giannoulis,Defender,https://r2.thesportsdb.com/images/media/player/thumb/0q4vdp1629228509.jpg,2026/27 roster feed,TheSportsDB
FC Augsburg,400233,Felix Meiser,Defender,,2025/26 squad carryover,Unavailable
FC Augsburg,140624,Jeffrey Gouweleeuw,Defender,,2026/27 roster feed,Unavailable
FC Augsburg,274893,Keven Schlotterbeck,Defender,,2026/27 roster feed,Unavailable
FC Augsburg,162386,Mads Pedersen,Defender,,2026/27 roster feed,Unavailable
FC Augsburg,376514,Noahkai Banks,Defender,,2026/27 roster feed,Unavailable
FC Augsburg,170193,Oliver Sorg,Defender,,2025/26 squad carryover,Unavailable
FC Augsburg,306928,Robin Fellhauer,Defender,,2026/27 roster feed,Unavailable
FC Augsburg,317473,Ismaël Gharbi,Forward,https://commons.wikimedia.org/wiki/Special:FilePath/Isma%C3%ABl%20Gharbi%20at%20the%20PSG-VAFC%20game%20%28cropped%29.jpg,2025/26 squad carryover,Wikimedia Commons
FC Augsburg,146804,Michael Gregoritsch,Forward,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Michael_Gregoritsch_U21_Austria_vs._Albania_2014-03-05_01.jpg/250px-Michael_Gregoritsch_U21_Austria_vs._Albania_2014-03-05_01.jpg,2026/27 roster feed,Wikimedia Commons
FC Augsburg,291750,Nathanaël Mbuku,Forward,,2026/27 roster feed,Unavailable
FC Augsburg,332689,Rodrigo Ribeiro,Forward,,2026/27 roster feed,Unavailable
FC Augsburg,192672,Steve Mounié,Forward,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Mouni%C3%A9_Juillet_2015.jpg/250px-Mouni%C3%A9_Juillet_2015.jpg,2026/27 roster feed,Wikimedia Commons
FC Augsburg,345393,Thomas Kastanaras,Forward,,2026/27 roster feed,Unavailable
FC Augsburg,406851,Uchenna Ogundu,Forward,,2026/27 roster feed,Unavailable
FC Augsburg,346745,Yusuf Kabadayi,Forward,,2026/27 roster feed,Unavailable
FC Augsburg,321060,Daniel Klein,Goalkeeper,https://r2.thesportsdb.com/images/media/player/thumb/vtf4k31762979635.jpg,2025/26 squad carryover,TheSportsDB
FC Augsburg,228507,Finn Dahmen,Goalkeeper,https://r2.thesportsdb.com/images/media/player/thumb/420vg01658678381.jpg,2026/27 roster feed,TheSportsDB
FC Augsburg,322693,Nediljko Labrovic,Goalkeeper,,2026/27 roster feed,Unavailable
FC Augsburg,422096,Tom Wisbereit,Goalkeeper,,2026/27 roster feed,Unavailable
FC Augsburg,228503,Alexis Claude-Maurice,Midfielder,https://r2.thesportsdb.com/images/media/player/thumb/l08d631609023299.jpg,2026/27 roster feed,TheSportsDB
FC Augsburg,333837,Anton Kade,Midfielder,,2026/27 roster feed,Unavailable
FC Augsburg,259055,Elvis Rexhbecaj,Midfielder,https://r2.thesportsdb.com/images/media/player/thumb/kfq07u1585495129.jpg,2025/26 squad carryover,TheSportsDB
FC Augsburg,308908,Fabian Rieder,Midfielder,https://r2.thesportsdb.com/images/media/player/thumb/xcrzvk1629964112.jpg,2026/27 roster feed,TheSportsDB
FC Augsburg,397212,Faik Sakar,Midfielder,,2026/27 roster feed,Unavailable
FC Augsburg,282885,Han-Noah Massengo,Midfielder,,2026/27 roster feed,Unavailable
FC Augsburg,399214,Hennes Behrens,Midfielder,,2026/27 roster feed,Unavailable
FC Augsburg,373992,Klaus Suso,Midfielder,,2026/27 roster feed,Unavailable
FC Augsburg,238929,Kristijan Jakic,Midfielder,,2026/27 roster feed,Unavailable
FC Augsburg,384502,Mahmut Kücüksahin,Midfielder,,2026/27 roster feed,Unavailable
FC Augsburg,207623,Marius Wolf,Midfielder,,2026/27 roster feed,Unavailable
FC Augsburg,359207,Mert Kömür,Midfielder,,2026/27 roster feed,Unavailable
FC Augsburg,309634,Tim Breithaupt,Midfielder,,2026/27 roster feed,Unavailable
FC Augsburg,416416,Tim Schnitzer,Midfielder,,2025/26 squad carryover,Unavailable
FC Augsburg,266657,Yannik Keitel,Midfielder,,2026/27 roster feed,Unavailable
FC Cologne,301348,Cenk Özkacar,Defender,https://r2.thesportsdb.com/images/media/player/thumb/8nx3781662076305.jpg,2025/26 squad carryover,TheSportsDB
FC Cologne,415733,Cenny Neumann,Defender,https://r2.thesportsdb.com/images/media/player/thumb/o4nsak1775212161.jpg,2025/26 squad carryover,TheSportsDB
FC Cologne,418989,David Fürst,Defender,,2025/26 squad carryover,Unavailable
FC Cologne,167683,Dominique Heintz,Defender,https://r2.thesportsdb.com/images/media/player/thumb/ul0rg91578087838.jpg,2025/26 squad carryover,TheSportsDB
FC Cologne,357337,Jahmai Simpson-Pusey,Defender,https://r2.thesportsdb.com/images/media/player/thumb/f6sucf1722761893.jpg,2025/26 squad carryover,TheSportsDB
FC Cologne,306378,Joel Schmied,Defender,,2025/26 squad carryover,Unavailable
FC Cologne,310466,Kristoffer Lund,Defender,,2025/26 squad carryover,Unavailable
FC Cologne,279958,Luca Kilian,Defender,,2025/26 squad carryover,Unavailable
FC Cologne,306161,Rav van den Berg,Defender,,2025/26 squad carryover,Unavailable
FC Cologne,302981,Sebastian Sebulonsen,Defender,,2025/26 squad carryover,Unavailable
FC Cologne,238520,Timo Hübers,Defender,,2025/26 squad carryover,Unavailable
FC Cologne,416417,Fynn Schenten,Forward,,2026/27 roster feed,Unavailable
FC Cologne,191352,Luca Waldschmidt,Forward,https://commons.wikimedia.org/wiki/Special:FilePath/WaldschmidtSLB2021.png,2025/26 squad carryover,Wikimedia Commons
FC Cologne,384155,Malek El Mala,Forward,,2025/26 squad carryover,Unavailable
FC Cologne,275797,Marius Bulter,Forward,,2025/26 squad carryover,Unavailable
FC Cologne,255355,Ragnar Ache,Forward,https://commons.wikimedia.org/wiki/Special:FilePath/2024-03-30-AcheRagnar.jpg,2025/26 squad carryover,Wikimedia Commons
FC Cologne,417605,Youssoupha Niang,Forward,,2025/26 squad carryover,Unavailable
FC Cologne,205751,Marvin Schwäbe,Goalkeeper,,2025/26 squad carryover,Unavailable
FC Cologne,258973,Matthias Köbbing,Goalkeeper,,2025/26 squad carryover,Unavailable
FC Cologne,121007,Ron-Robert Zieler,Goalkeeper,,2025/26 squad carryover,Unavailable
FC Cologne,236136,Alessio Castro-Montes,Midfielder,https://r2.thesportsdb.com/images/media/player/thumb/tkqzu61717950691.jpg,2025/26 squad carryover,TheSportsDB
FC Cologne,343969,Denis Huseinbasic,Midfielder,https://r2.thesportsdb.com/images/media/player/thumb/gsia381705316163.jpg,2025/26 squad carryover,TheSportsDB
FC Cologne,372029,Fayssal Harchaoui,Midfielder,https://r2.thesportsdb.com/images/media/player/thumb/80v2tw1727087452.jpg,2025/26 squad carryover,TheSportsDB
FC Cologne,151464,Florian Kainz,Midfielder,https://r2.thesportsdb.com/images/media/player/thumb/yea0rw1578225254.jpg,2025/26 squad carryover,TheSportsDB
FC Cologne,304933,Jakub Kaminski,Midfielder,,2025/26 squad carryover,Unavailable
FC Cologne,300444,Jan Thielmann,Midfielder,,2025/26 squad carryover,Unavailable
FC Cologne,231173,Linton Maina,Midfielder,,2025/26 squad carryover,Unavailable
FC Cologne,380795,Said El Mala,Midfielder,,2025/26 squad carryover,Unavailable
FC Cologne,283683,Tom Krauss,Midfielder,,2025/26 squad carryover,Unavailable
FC Cologne,286815,Ísak Jóhannesson,Midfielder,,2025/26 squad carryover,Unavailable
Hamburg SV,306347,Giorgi Gocholeishvili,Defender,,2025/26 squad carryover,Unavailable
Hamburg SV,399587,Joel Agyekum,Defender,,2026/27 roster feed,Unavailable
Hamburg SV,251061,Jordan Torunarigha,Defender,,2026/27 roster feed,Unavailable
Hamburg SV,410645,Louis Lemke,Defender,,2026/27 roster feed,Unavailable
Hamburg SV,364962,Luka Vuskovic,Defender,,2025/26 squad carryover,Unavailable
Hamburg SV,307725,Mario Vuskovic,Defender,,2026/27 roster feed,Unavailable
Hamburg SV,243626,Miro Muheim,Defender,,2026/27 roster feed,Unavailable
Hamburg SV,283729,Noah Katterbach,Defender,,2025/26 squad carryover,Unavailable
Hamburg SV,415376,Shafiq Nandja,Defender,,2026/27 roster feed,Unavailable
Hamburg SV,309840,Warmed Omari,Defender,,2026/27 roster feed,Unavailable
Hamburg SV,313897,William Mikelbrencis,Defender,,2025/26 squad carryover,Unavailable
Hamburg SV,384471,Alexander Røssing-Lelesiit,Forward,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/2025-03-10_Alexander_R%C3%B8ssing-Lelesiit_HSV_1.jpg/250px-2025-03-10_Alexander_R%C3%B8ssing-Lelesiit_HSV_1.jpg,2026/27 roster feed,Wikimedia Commons
Hamburg SV,359707,Damion Downs,Forward,https://commons.wikimedia.org/wiki/Special:FilePath/Damion%20Downs%2C%202025%20CONCACAF%20Gold%20Cup%2C%2002%20%28cropped%29.jpg,2025/26 squad carryover,Wikimedia Commons
Hamburg SV,237432,Emir Sahiti,Forward,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/2025-03-10_Emir_Sahiti_HSV_1.jpg/250px-2025-03-10_Emir_Sahiti_HSV_1.jpg,2026/27 roster feed,Wikimedia Commons
Hamburg SV,388392,Fabio Baldé,Forward,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/2025-03-10_Fabio_Balde_HSV_1_%28cropped%29.jpg/250px-2025-03-10_Fabio_Balde_HSV_1_%28cropped%29.jpg,2026/27 roster feed,Wikimedia Commons
Hamburg SV,206999,Jean-Luc Dompé,Forward,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/2025-05-16_Hamburger_SV_Jean-Luc_Domp%C3%A9.jpg/250px-2025-05-16_Hamburger_SV_Jean-Luc_Domp%C3%A9.jpg,2026/27 roster feed,Wikimedia Commons
Hamburg SV,376056,Otto Stange,Forward,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/2025-03-05_Otto_Stange_HSV_pic1_%28cropped%29.jpg/250px-2025-03-05_Otto_Stange_HSV_pic1_%28cropped%29.jpg,2026/27 roster feed,Wikimedia Commons
Hamburg SV,232662,Patson Daka,Forward,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/FC_RB_Salzburg_versus_CSKA_Sofia_%28Testspiel_3._Juli_2019%29_18.jpg/250px-FC_RB_Salzburg_versus_CSKA_Sofia_%28Testspiel_3._Juli_2019%29_18.jpg,2026/27 roster feed,Wikimedia Commons
Hamburg SV,289745,Philip Otele,Forward,,2025/26 squad carryover,Unavailable
Hamburg SV,291849,Rayan Philippe,Forward,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Lens_-_Dijon_%2815-08-2020%29_17.jpg/250px-Lens_-_Dijon_%2815-08-2020%29_17.jpg,2026/27 roster feed,Wikimedia Commons
Hamburg SV,246846,Robert Glatzel,Forward,https://commons.wikimedia.org/wiki/Special:FilePath/2025-03-05%20Robert%20Glatzel%20HSV%20pic1.jpg,2025/26 squad carryover,Wikimedia Commons
Hamburg SV,182245,Yussuf Poulsen,Forward,,2026/27 roster feed,Unavailable
Hamburg SV,180162,Daniel Heuer Fernandes,Goalkeeper,,2026/27 roster feed,Unavailable
Hamburg SV,388681,Fernando Dickes,Goalkeeper,,2026/27 roster feed,Unavailable
Hamburg SV,386446,Hannes Hermann,Goalkeeper,,2025/26 squad carryover,Unavailable
Hamburg SV,304258,Sander Tangvik,Goalkeeper,,2026/27 roster feed,Unavailable
Hamburg SV,297750,Albert Grønbaek,Midfielder,,2026/27 roster feed,Unavailable
Hamburg SV,268239,Albert Sambi Lokonga,Midfielder,https://r2.thesportsdb.com/images/media/player/thumb/3gx4gc1628886661.jpg,2026/27 roster feed,TheSportsDB
Hamburg SV,238542,Bakery Jatta,Midfielder,https://r2.thesportsdb.com/images/media/player/thumb/8fx0uf1763381649.jpg,2026/27 roster feed,TheSportsDB
Hamburg SV,324567,Bilal Nadir,Midfielder,,2026/27 roster feed,Unavailable
Hamburg SV,343993,Daniel Elfadli,Midfielder,https://r2.thesportsdb.com/images/media/player/thumb/s9j4wg1763380471.jpg,2026/27 roster feed,TheSportsDB
Hamburg SV,88865,Fabio Vieira,Midfielder,,2025/26 squad carryover,Unavailable
Hamburg SV,290412,Immanuel Pherai,Midfielder,,2026/27 roster feed,Unavailable
Hamburg SV,377704,Kofi Amoako,Midfielder,,2026/27 roster feed,Unavailable
Hamburg SV,332878,Martin Adeline,Midfielder,,2026/27 roster feed,Unavailable
Hamburg SV,321226,Nicolai Remberg,Midfielder,,2026/27 roster feed,Unavailable
Hamburg SV,284835,Nicolás Capaldo,Midfielder,,2026/27 roster feed,Unavailable
Hamburg SV,346567,Omar Megeed,Midfielder,,2025/26 squad carryover,Unavailable
Mainz,218646,Andreas Hanche-Olsen,Defender,https://r2.thesportsdb.com/images/media/player/thumb/petvj41674561569.jpg,2026/27 roster feed,TheSportsDB
Mainz,241297,Anthony Caci,Defender,https://r2.thesportsdb.com/images/media/player/thumb/pqwr5y1607871105.jpg,2026/27 roster feed,TheSportsDB
Mainz,154603,Danny da Costa,Defender,https://r2.thesportsdb.com/images/media/player/thumb/ul8e3z1578086913.jpg,2026/27 roster feed,TheSportsDB
Mainz,399746,Fabio Gruber,Defender,,2026/27 roster feed,Unavailable
Mainz,375371,Kacper Potulski,Defender,,2026/27 roster feed,Unavailable
Mainz,238531,Maxim Leitsch,Defender,,2025/26 squad carryover,Unavailable
Mainz,334198,Nikolas Veratschnig,Defender,,2025/26 squad carryover,Unavailable
Mainz,239574,Phillipp Mwene,Defender,,2026/27 roster feed,Unavailable
Mainz,175905,Silvan Widmer,Defender,,2026/27 roster feed,Unavailable
Mainz,144620,Stefan Bell,Defender,,2026/27 roster feed,Unavailable
Mainz,238906,Stefan Posch,Defender,https://commons.wikimedia.org/wiki/Special:FilePath/Austria%20national%20under-21%20football%20team%20-%20Teamcamp%20June%202017%20%28110%29.jpg,2025/26 squad carryover,Wikimedia Commons
Mainz,404381,Alynho Haïdara,Forward,,2026/27 roster feed,Unavailable
Mainz,307515,Benedict Hollerbach,Forward,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/U19_DFB_Perspektivteam%2C_Duisburg-Wedau.jpg/250px-U19_DFB_Perspektivteam%2C_Duisburg-Wedau.jpg,2026/27 roster feed,Wikimedia Commons
Mainz,307031,Fabio Moreno Fell,Forward,https://r2.thesportsdb.com/images/media/player/thumb/f2z6r01767883277.jpg,2025/26 squad carryover,TheSportsDB
Mainz,366388,Kasey Bos,Forward,,2025/26 squad carryover,Unavailable
Mainz,351280,Nelson Weiper,Forward,https://commons.wikimedia.org/wiki/Special:FilePath/Nelson%20Weiper%20with%20Mainz%2005.jpg,2025/26 squad carryover,Wikimedia Commons
Mainz,234376,Phillip Tietz,Forward,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/PhillipTietz.jpg/250px-PhillipTietz.jpg,2026/27 roster feed,Wikimedia Commons
Mainz,300961,Ransford-Yeboah Königsdörffer,Forward,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/2021-05-12_SG_Dynamo_Dresden_gegen_Bischofswerdaer_FV_08_%28Wernesgr%C3%BCner_Sachsenpokal_2020-21%29_by_Sandro_Halank%E2%80%93160.jpg/250px-2021-05-12_SG_Dynamo_Dresden_gegen_Bischofswerdaer_FV_08_%28Wernesgr%C3%BCner_Sachsenpokal_2020-21%29_by_Sandro_Halank%E2%80%93160.jpg,2026/27 roster feed,Wikimedia Commons
Mainz,195027,Sheraldo Becker,Forward,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Sheraldo_Becker_%282018%29.jpg/250px-Sheraldo_Becker_%282018%29.jpg,2026/27 roster feed,Wikimedia Commons
Mainz,279282,Silas Katompa-Mvumpa,Forward,,2026/27 roster feed,Unavailable
Mainz,303116,William Bøving,Forward,,2026/27 roster feed,Unavailable
Mainz,321057,Lasse Rieß,Goalkeeper,,2025/26 squad carryover,Unavailable
Mainz,376555,Louis Babatz,Goalkeeper,,2025/26 squad carryover,Unavailable
Mainz,206114,Robin Zentner,Goalkeeper,,2026/27 roster feed,Unavailable
Mainz,392851,Daniel Gleiber,Midfielder,,2025/26 squad carryover,Unavailable
Mainz,421667,Daniel Imafidon,Midfielder,,2025/26 squad carryover,Unavailable
Mainz,172997,Dominik Kohr,Midfielder,https://r2.thesportsdb.com/images/media/player/thumb/4pvy2k1578087106.jpg,2026/27 roster feed,TheSportsDB
Mainz,290398,Eric Martel,Midfielder,https://r2.thesportsdb.com/images/media/player/thumb/t2enlx1659022765.jpg,2026/27 roster feed,TheSportsDB
Mainz,271701,Hong Hyun-Seok,Midfielder,,2026/27 roster feed,Unavailable
Mainz,411839,Jeremiah Debrah,Midfielder,,2025/26 squad carryover,Unavailable
Mainz,357030,Kaishu Sano,Midfielder,,2026/27 roster feed,Unavailable
Mainz,134103,Lee Jae-Sung,Midfielder,,2026/27 roster feed,Unavailable
Mainz,267798,Lennard Maloney,Midfielder,,2026/27 roster feed,Unavailable
Mainz,259053,Marco Richter,Midfielder,,2026/27 roster feed,Unavailable
Mainz,210818,Nadiem Amiri,Midfielder,,2026/27 roster feed,Unavailable
Mainz,342667,Otto Ruoppi,Midfielder,,2026/27 roster feed,Unavailable
Mainz,307282,Paul Nebel,Midfielder,,2026/27 roster feed,Unavailable
Mainz,333646,Sota Kawasaki,Midfielder,,2026/27 roster feed,Unavailable
RB Leipzig,384380,Abdoul Koné,Defender,,2026/27 roster feed,Unavailable
RB Leipzig,220711,Benjamin Henrichs,Defender,https://r2.thesportsdb.com/images/media/player/thumb/qyljil1610103990.jpg,2026/27 roster feed,TheSportsDB
RB Leipzig,319100,Castello Lukeba,Defender,https://r2.thesportsdb.com/images/media/player/thumb/u5unqa1628843313.jpg,2026/27 roster feed,TheSportsDB
RB Leipzig,249548,David Raum,Defender,https://r2.thesportsdb.com/images/media/player/thumb/vsjvz21779385059.jpg,2026/27 roster feed,TheSportsDB
RB Leipzig,304740,El Chadaille Bitshiabu,Defender,,2026/27 roster feed,Unavailable
RB Leipzig,365367,Kosta Nedeljkovic,Defender,,2025/26 squad carryover,Unavailable
RB Leipzig,201803,Lukas Klostermann,Defender,,2026/27 roster feed,Unavailable
RB Leipzig,264828,Lutsharel Geertruida,Defender,,2026/27 roster feed,Unavailable
RB Leipzig,368003,Max Finkgrafe,Defender,,2026/27 roster feed,Unavailable
RB Leipzig,318316,Maxime Estève,Defender,,2026/27 roster feed,Unavailable
RB Leipzig,258963,Ridle Baku,Defender,,2026/27 roster feed,Unavailable
RB Leipzig,162162,Willi Orbán,Defender,,2026/27 roster feed,Unavailable
RB Leipzig,380942,Ayodele Thomas,Forward,,2026/27 roster feed,Unavailable
RB Leipzig,357683,Brajan Gruda,Forward,https://r2.thesportsdb.com/images/media/player/thumb/de7me51680006501.jpg,2026/27 roster feed,TheSportsDB
RB Leipzig,362794,Conrad Harder,Forward,https://r2.thesportsdb.com/images/media/player/thumb/okiv8j1702214089.jpg,2026/27 roster feed,TheSportsDB
RB Leipzig,310131,Johan Bakayoko,Forward,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Johan_Bakayoko_%282024%29.jpg/250px-Johan_Bakayoko_%282024%29.jpg,2026/27 roster feed,Wikimedia Commons
RB Leipzig,372038,Robert Ramsak,Forward,,2026/27 roster feed,Unavailable
RB Leipzig,324766,Rômulo,Forward,https://commons.wikimedia.org/wiki/Special:FilePath/Inter%20Miami%20CF%202-1%20UANL%20%2820%20August%202025%29%2007%20%28cropped%29.jpg,2026/27 roster feed,Wikimedia Commons
RB Leipzig,413839,Samba Konate,Forward,,2026/27 roster feed,Unavailable
RB Leipzig,387845,Sani Suleiman,Forward,,2026/27 roster feed,Unavailable
RB Leipzig,366911,Tidiam Gomis,Forward,,2026/27 roster feed,Unavailable
RB Leipzig,402479,Yan Diomande,Forward,,2026/27 roster feed,Unavailable
RB Leipzig,200079,Leopold Zingerle,Goalkeeper,,2026/27 roster feed,Unavailable
RB Leipzig,277377,Maarten Vandevoordt,Goalkeeper,,2026/27 roster feed,Unavailable
RB Leipzig,119620,Péter Gulácsi,Goalkeeper,,2026/27 roster feed,Unavailable
RB Leipzig,372232,Andrija Maksimovic,Midfielder,https://r2.thesportsdb.com/images/media/player/thumb/85vo741763559720.jpg,2026/27 roster feed,TheSportsDB
RB Leipzig,319368,Antonio Nusa,Midfielder,https://r2.thesportsdb.com/images/media/player/thumb/orowpm1731102557.jpg,2026/27 roster feed,TheSportsDB
RB Leipzig,345805,Arthur Vermeeren,Midfielder,,2026/27 roster feed,Unavailable
RB Leipzig,364897,Assan Ouédraogo,Midfielder,https://r2.thesportsdb.com/images/media/player/thumb/06f98j1741636209.jpg,2026/27 roster feed,TheSportsDB
RB Leipzig,413837,Benno Kaltefleiter,Midfielder,,2026/27 roster feed,Unavailable
RB Leipzig,274897,Christoph Baumgartner,Midfielder,https://r2.thesportsdb.com/images/media/player/thumb/jc1e0h1718996010.jpg,2026/27 roster feed,TheSportsDB
RB Leipzig,237435,Eljif Elmas,Midfielder,https://commons.wikimedia.org/wiki/Special:FilePath/Elif%20Elmas%202021.jpg,2026/27 roster feed,Wikimedia Commons
RB Leipzig,330233,Ezechiel Banzuzi,Midfielder,,2026/27 roster feed,Unavailable
RB Leipzig,406372,Joyeux Masanka Bungi,Midfielder,,2026/27 roster feed,Unavailable
RB Leipzig,305956,Nicolas Seiwald,Midfielder,,2026/27 roster feed,Unavailable
RB Leipzig,307364,Rocco Reitz,Midfielder,,2026/27 roster feed,Unavailable
RB Leipzig,388683,Viggo Gebel,Midfielder,,2026/27 roster feed,Unavailable
RB Leipzig,238886,Xaver Schlager,Midfielder,,2025/26 squad carryover,Unavailable
SC Freiburg,169753,Anthony Jung,Defender,https://r2.thesportsdb.com/images/media/player/thumb/ftlv6g1610626182.jpg,2026/27 roster feed,TheSportsDB
SC Freiburg,387472,Berkay Yilmaz,Defender,,2026/27 roster feed,Unavailable
SC Freiburg,174618,Christian Günter,Defender,https://r2.thesportsdb.com/images/media/player/thumb/a4eyti1578087810.jpg,2026/27 roster feed,TheSportsDB
SC Freiburg,387474,Ifechukwu Ogbus,Defender,,2026/27 roster feed,Unavailable
SC Freiburg,367558,Jordy Makengo,Defender,,2026/27 roster feed,Unavailable
SC Freiburg,416415,Karl Steinmann,Defender,,2026/27 roster feed,Unavailable
SC Freiburg,171701,Lukas Kübler,Defender,,2026/27 roster feed,Unavailable
SC Freiburg,170209,Matthias Ginter,Defender,,2026/27 roster feed,Unavailable
SC Freiburg,367557,Max Rosenfelder,Defender,,2026/27 roster feed,Unavailable
SC Freiburg,231190,Niklas Beste,Defender,,2026/27 roster feed,Unavailable
SC Freiburg,219316,Philipp Lienhart,Defender,,2026/27 roster feed,Unavailable
SC Freiburg,364596,Philipp Treu,Defender,,2026/27 roster feed,Unavailable
