season,player_code,player_name,minutes,goals,assists,appearances,starts,xg,xa
2016-17,194553,Ezequiel Ponce,0,2.0,0.0,25.0,10.0,0.0,0.0
2016-17,70076,Fabián Orellana,0,3.0,3.0,23.0,19.0,0.0,0.0
2016-17,99484,Facundo Roncaglia,0,2.0,0.0,32.0,30.0,0.0,0.0
2016-17,184456,Fausto,0,0.0,0.0,19.0,16.0,0.0,0.0
2016-17,163121,Faycal Fajr,0,0.0,2.0,24.0,14.0,0.0,0.0
2016-17,192410,Federico Ricca,0,0.0,1.0,21.0,19.0,0.0,0.0
2016-17,98025,Felipe Caicedo,0,2.0,1.0,27.0,14.0,0.0,0.0
2016-17,50453,Fernando Amorebieta,0,0.0,1.0,27.0,26.0,0.0,0.0
2016-17,14939,Fernando Navarro,0,0.0,0.0,25.0,22.0,0.0,0.0
2016-17,153715,Fernando Pacheco,0,0.0,0.0,36.0,36.0,0.0,0.0
2016-17,24257,Fernando Torres,0,8.0,5.0,31.0,13.0,0.0,0.0
2016-17,52994,Filipe Luís,0,3.0,6.0,34.0,34.0,0.0,0.0
2016-17,140754,Florian Lejeune,0,1.0,1.0,34.0,33.0,0.0,0.0
2016-17,182674,Florin Andone,0,12.0,2.0,37.0,32.0,0.0,0.0
2016-17,92102,Fran Mérida,0,1.0,0.0,15.0,9.0,0.0,0.0
2016-17,164440,Fran Rico,0,2.0,1.0,17.0,13.0,0.0,0.0
2016-17,120771,Franck Tabanou,0,0.0,0.0,6.0,6.0,0.0,0.0
2016-17,118787,Franco Vázquez,0,7.0,3.0,30.0,26.0,0.0,0.0
2016-17,108227,Fábio Coentrão,0,0.0,1.0,3.0,2.0,0.0,0.0
2016-17,41789,Gabi,0,0.0,0.0,34.0,33.0,0.0,0.0
2016-17,155466,Gabriel,0,5.0,2.0,34.0,33.0,0.0,0.0
2016-17,76818,Gabriel Mercado,0,3.0,1.0,29.0,26.0,0.0,0.0
2016-17,121597,Gaizka Toquero,0,1.0,1.0,23.0,15.0,0.0,0.0
2016-17,175902,Ganso,0,2.0,1.0,10.0,5.0,0.0,0.0
2016-17,77653,Gareth Bale,0,7.0,2.0,19.0,17.0,0.0,0.0
2016-17,159035,Gastón Silva,0,0.0,0.0,22.0,19.0,0.0,0.0
2016-17,130545,Gaël Kakuta,0,2.0,1.0,10.0,8.0,0.0,0.0
2016-17,156172,Gerard Moreno,0,13.0,4.0,37.0,37.0,0.0,0.0
2016-17,45931,Gerard Piqué,0,2.0,0.0,25.0,25.0,0.0,0.0
2016-17,102990,Germán Lux,0,0.0,0.0,25.0,25.0,0.0,0.0
2016-17,138341,Germán Pezzella,0,1.0,0.0,36.0,36.0,0.0,0.0
2016-17,167192,Gerónimo Rulli,0,0.0,0.0,38.0,38.0,0.0,0.0
2016-17,46051,Giuseppe Rossi,0,4.0,1.0,18.0,9.0,0.0,0.0
2016-17,184767,Gonzalo Escalante,0,2.0,1.0,30.0,24.0,0.0,0.0
2016-17,179210,Goran Causic,0,1.0,2.0,26.0,22.0,0.0,0.0
2016-17,75870,Gorka Elustondo,0,0.0,0.0,2.0,1.0,0.0,0.0
2016-17,24986,Gorka Iraizoz,0,0.0,0.0,16.0,15.0,0.0,0.0
2016-17,155204,Guilherme,0,2.0,1.0,30.0,26.0,0.0,0.0
2016-17,76104,Guilherme Siqueira,0,0.0,1.0,10.0,7.0,0.0,0.0
2016-17,137038,Guillermo Ochoa,0,0.0,0.0,38.0,38.0,0.0,0.0
2016-17,44473,Gustavo Cabral,0,2.0,1.0,25.0,25.0,0.0,0.0
2016-17,156240,Hernán,0,0.0,0.0,10.0,3.0,0.0,0.0
2016-17,138417,Hernán Pérez,0,3.0,1.0,32.0,20.0,0.0,0.0
2016-17,140271,Hugo Mallo,0,2.0,1.0,23.0,22.0,0.0,0.0
2016-17,180725,Héctor Hernández,0,0.0,2.0,17.0,13.0,0.0,0.0
2016-17,177786,Hélder Lopes,0,0.0,1.0,15.0,13.0,0.0,0.0
2016-17,92800,Iago Aspas,0,19.0,3.0,32.0,25.0,0.0,0.0
2016-17,174959,Iago Herrerín,0,0.0,0.0,21.0,21.0,0.0,0.0
2016-17,148981,Ibai Gómez,0,5.0,2.0,29.0,23.0,0.0,0.0
2016-17,115020,Ignacio Camacho,0,4.0,2.0,35.0,35.0,0.0,0.0
2016-17,235693,Igor Zubeldia,0,0.0,0.0,4.0,3.0,0.0,0.0
2016-17,139419,Iker Muniain,0,7.0,2.0,35.0,28.0,0.0,0.0
2016-17,62138,Imanol Agirretxe,0,0.0,0.0,0.0,0.0,0.0,0.0
2016-17,242005,Imanol García,0,0.0,0.0,8.0,6.0,0.0,0.0
2016-17,251664,Imanol Sarriegui,0,0.0,0.0,0.0,0.0,0.0,0.0
2016-17,161883,Isaac Cuenca,0,2.0,0.0,25.0,18.0,0.0,0.0
2016-17,143564,Isco,0,10.0,8.0,30.0,18.0,0.0,0.0
2016-17,154458,Isma López,0,0.0,3.0,27.0,19.0,0.0,0.0
2016-17,214751,Iu Ranera,0,0.0,0.0,0.0,0.0,0.0,0.0
2016-17,102251,Ivan Rakitić,0,8.0,5.0,32.0,26.0,0.0,0.0
2016-17,32501,Iván Cuéllar,0,0.0,0.0,36.0,36.0,0.0,0.0
2016-17,250659,Iván Márquez,0,0.0,1.0,4.0,4.0,0.0,0.0
2016-17,40546,Iván Ramis,0,3.0,0.0,22.0,20.0,0.0,0.0
2016-17,242580,Iván Villar,0,0.0,0.0,1.0,1.0,0.0,0.0
2016-17,214412,Iñaki Williams,0,5.0,6.0,38.0,31.0,0.0,0.0
2016-17,222369,Iñigo Lekue,0,2.0,1.0,25.0,17.0,0.0,0.0
2016-17,165562,Iñigo Martínez,0,3.0,2.0,34.0,34.0,0.0,0.0
2016-17,125380,Jaime Romero,0,0.0,4.0,19.0,8.0,0.0,0.0
2016-17,82816,James Rodríguez,0,8.0,6.0,22.0,13.0,0.0,0.0
2016-17,149622,Jan Oblak,0,0.0,0.0,30.0,30.0,0.0,0.0
2016-17,137783,Jasper Cillessen,0,0.0,0.0,1.0,1.0,0.0,0.0
2016-17,103897,Jaume Costa,0,1.0,3.0,31.0,30.0,0.0,0.0
2016-17,173750,Jaume Doménech,0,0.0,0.0,3.0,3.0,0.0,0.0
2016-17,119404,Javi Castellano,0,0.0,0.0,5.0,0.0,0.0,0.0
2016-17,68438,Javi Fuego,0,1.0,0.0,31.0,29.0,0.0,0.0
2016-17,251139,Javi Jiménez,0,0.0,0.0,0.0,0.0,0.0,0.0
2016-17,141656,Javi López,0,0.0,1.0,19.0,17.0,0.0,0.0
