Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Season
Ligue 1,2016-08-12,AS Monaco,Guingamp,2,2,D,2016-17
Ligue 1,2016-08-12,Bastia,Paris Saint-Germain,0,1,A,2016-17
Ligue 1,2016-08-13,Bordeaux,Saint-Étienne,3,2,H,2016-17
Ligue 1,2016-08-13,Caen,Lorient,3,2,H,2016-17
Ligue 1,2016-08-13,Dijon FCO,Nantes,0,1,A,2016-17
Ligue 1,2016-08-13,Metz,Lille,3,2,H,2016-17
Ligue 1,2016-08-13,Montpellier,Angers,1,0,H,2016-17
Ligue 1,2016-08-14,AS Nancy Lorraine,Lyon,0,3,A,2016-17
Ligue 1,2016-08-14,Marseille,Toulouse,0,0,D,2016-17
Ligue 1,2016-08-14,Nice,Stade Rennais,1,0,H,2016-17
Ligue 1,2016-08-19,Lyon,Caen,2,0,H,2016-17
Ligue 1,2016-08-20,Angers,Nice,0,1,A,2016-17
Ligue 1,2016-08-20,Lille,Dijon FCO,1,0,H,2016-17
Ligue 1,2016-08-20,Lorient,Bastia,0,3,A,2016-17
Ligue 1,2016-08-20,Nantes,AS Monaco,0,1,A,2016-17
Ligue 1,2016-08-20,Stade Rennais,AS Nancy Lorraine,2,0,H,2016-17
Ligue 1,2016-08-20,Toulouse,Bordeaux,4,1,H,2016-17
Ligue 1,2016-08-21,Guingamp,Marseille,2,1,H,2016-17
Ligue 1,2016-08-21,Paris Saint-Germain,Metz,3,0,H,2016-17
Ligue 1,2016-08-21,Saint-Étienne,Montpellier,3,1,H,2016-17
Ligue 1,2016-08-26,Marseille,Lorient,2,0,H,2016-17
Ligue 1,2016-08-27,AS Nancy Lorraine,Guingamp,0,2,A,2016-17
Ligue 1,2016-08-27,Caen,Bastia,2,0,H,2016-17
Ligue 1,2016-08-27,Dijon FCO,Lyon,4,2,H,2016-17
Ligue 1,2016-08-27,Metz,Angers,2,0,H,2016-17
Ligue 1,2016-08-27,Montpellier,Stade Rennais,1,1,D,2016-17
Ligue 1,2016-08-27,Nice,Lille,1,1,D,2016-17
Ligue 1,2016-08-28,AS Monaco,Paris Saint-Germain,3,1,H,2016-17
Ligue 1,2016-08-28,Bordeaux,Nantes,1,0,H,2016-17
Ligue 1,2016-08-28,Saint-Étienne,Toulouse,0,0,D,2016-17
Ligue 1,2016-09-09,Paris Saint-Germain,Saint-Étienne,1,1,D,2016-17
Ligue 1,2016-09-10,Angers,Dijon FCO,3,1,H,2016-17
Ligue 1,2016-09-10,Bastia,Toulouse,2,1,H,2016-17
Ligue 1,2016-09-10,Guingamp,Montpellier,1,1,D,2016-17
Ligue 1,2016-09-10,Lille,AS Monaco,1,4,A,2016-17
Ligue 1,2016-09-10,Lorient,AS Nancy Lorraine,0,2,A,2016-17
Ligue 1,2016-09-10,Lyon,Bordeaux,1,3,A,2016-17
Ligue 1,2016-09-11,Nantes,Metz,0,3,A,2016-17
Ligue 1,2016-09-11,Nice,Marseille,3,2,H,2016-17
Ligue 1,2016-09-11,Stade Rennais,Caen,2,0,H,2016-17
Ligue 1,2016-09-16,Caen,Paris Saint-Germain,0,6,A,2016-17
Ligue 1,2016-09-17,AS Monaco,Stade Rennais,3,0,H,2016-17
Ligue 1,2016-09-17,AS Nancy Lorraine,Nantes,1,1,D,2016-17
Ligue 1,2016-09-17,Bordeaux,Angers,0,1,A,2016-17
Ligue 1,2016-09-17,Dijon FCO,Metz,0,0,D,2016-17
Ligue 1,2016-09-17,Lorient,Lille,1,0,H,2016-17
Ligue 1,2016-09-17,Toulouse,Guingamp,2,1,H,2016-17
Ligue 1,2016-09-18,Marseille,Lyon,0,0,D,2016-17
Ligue 1,2016-09-18,Montpellier,Nice,1,1,D,2016-17
Ligue 1,2016-09-18,Saint-Étienne,Bastia,1,0,H,2016-17
Ligue 1,2016-09-20,Lille,Toulouse,1,2,A,2016-17
Ligue 1,2016-09-20,Paris Saint-Germain,Dijon FCO,3,0,H,2016-17
Ligue 1,2016-09-21,Angers,Caen,2,1,H,2016-17
Ligue 1,2016-09-21,Bastia,AS Nancy Lorraine,0,0,D,2016-17
Ligue 1,2016-09-21,Guingamp,Lorient,1,0,H,2016-17
Ligue 1,2016-09-21,Lyon,Montpellier,5,1,H,2016-17
Ligue 1,2016-09-21,Metz,Bordeaux,0,3,A,2016-17
Ligue 1,2016-09-21,Nantes,Saint-Étienne,0,0,D,2016-17
Ligue 1,2016-09-21,Nice,AS Monaco,4,0,H,2016-17
Ligue 1,2016-09-21,Stade Rennais,Marseille,3,2,H,2016-17
Ligue 1,2016-09-23,Toulouse,Paris Saint-Germain,2,0,H,2016-17
Ligue 1,2016-09-24,AS Monaco,Angers,2,1,H,2016-17
Ligue 1,2016-09-24,Bastia,Guingamp,1,0,H,2016-17
Ligue 1,2016-09-24,Bordeaux,Caen,0,0,D,2016-17
Ligue 1,2016-09-24,Dijon FCO,Stade Rennais,3,0,H,2016-17
Ligue 1,2016-09-24,Lorient,Lyon,1,0,H,2016-17
Ligue 1,2016-09-24,Montpellier,Metz,0,1,A,2016-17
Ligue 1,2016-09-25,AS Nancy Lorraine,Nice,0,1,A,2016-17
Ligue 1,2016-09-25,Marseille,Nantes,2,1,H,2016-17
Ligue 1,2016-09-25,Saint-Étienne,Lille,3,1,H,2016-17
Ligue 1,2016-09-30,Stade Rennais,Guingamp,1,0,H,2016-17
Ligue 1,2016-10-01,Caen,Toulouse,1,0,H,2016-17
Ligue 1,2016-10-01,Dijon FCO,Montpellier,3,3,D,2016-17
Ligue 1,2016-10-01,Lille,AS Nancy Lorraine,1,0,H,2016-17
Ligue 1,2016-10-01,Metz,AS Monaco,0,7,A,2016-17
Ligue 1,2016-10-01,Nantes,Bastia,1,0,H,2016-17
Ligue 1,2016-10-01,Paris Saint-Germain,Bordeaux,2,0,H,2016-17
Ligue 1,2016-10-02,Angers,Marseille,1,1,D,2016-17
Ligue 1,2016-10-02,Lyon,Saint-Étienne,2,0,H,2016-17
Ligue 1,2016-10-02,Nice,Lorient,2,1,H,2016-17
Ligue 1,2016-10-14,Nice,Lyon,2,0,H,2016-17
Ligue 1,2016-10-14,Toulouse,AS Monaco,3,1,H,2016-17
Ligue 1,2016-10-15,AS Nancy Lorraine,Paris Saint-Germain,1,2,A,2016-17
Ligue 1,2016-10-15,Bastia,Angers,1,2,A,2016-17
Ligue 1,2016-10-15,Guingamp,Lille,1,0,H,2016-17
Ligue 1,2016-10-15,Lorient,Nantes,1,2,A,2016-17
Ligue 1,2016-10-15,Montpellier,Caen,3,2,H,2016-17
Ligue 1,2016-10-16,Marseille,Metz,1,0,H,2016-17
Ligue 1,2016-10-16,Saint-Étienne,Dijon FCO,1,1,D,2016-17
Ligue 1,2016-10-16,Stade Rennais,Bordeaux,1,1,D,2016-17
Ligue 1,2016-10-21,AS Monaco,Montpellier,6,2,H,2016-17
Ligue 1,2016-10-22,Angers,Toulouse,0,0,D,2016-17
Ligue 1,2016-10-22,Bordeaux,AS Nancy Lorraine,1,1,D,2016-17
Ligue 1,2016-10-22,Dijon FCO,Lorient,1,0,H,2016-17
Ligue 1,2016-10-22,Lille,Bastia,2,1,H,2016-17
Ligue 1,2016-10-22,Lyon,Guingamp,1,3,A,2016-17
Ligue 1,2016-10-22,Nantes,Stade Rennais,1,2,A,2016-17
Ligue 1,2016-10-23,Caen,Saint-Étienne,0,2,A,2016-17
Ligue 1,2016-10-23,Metz,Nice,2,4,A,2016-17
Ligue 1,2016-10-23,Paris Saint-Germain,Marseille,0,0,D,2016-17
Ligue 1,2016-10-28,Lille,Paris Saint-Germain,0,1,A,2016-17
Ligue 1,2016-10-29,AS Nancy Lorraine,Caen,2,0,H,2016-17
Ligue 1,2016-10-29,Bastia,Dijon FCO,0,0,D,2016-17
Ligue 1,2016-10-29,Guingamp,Angers,1,0,H,2016-17
Ligue 1,2016-10-29,Lorient,Montpellier,2,2,D,2016-17
Ligue 1,2016-10-29,Saint-Étienne,AS Monaco,1,1,D,2016-17
Ligue 1,2016-10-29,Toulouse,Lyon,1,2,A,2016-17
Ligue 1,2016-10-30,Marseille,Bordeaux,0,0,D,2016-17
Ligue 1,2016-10-30,Nice,Nantes,4,1,H,2016-17
Ligue 1,2016-10-30,Stade Rennais,Metz,1,0,H,2016-17
Ligue 1,2016-11-04,Montpellier,Marseille,3,1,H,2016-17
Ligue 1,2016-11-05,AS Monaco,AS Nancy Lorraine,6,0,H,2016-17
Ligue 1,2016-11-05,Angers,Lille,1,0,H,2016-17
Ligue 1,2016-11-05,Bordeaux,Lorient,2,1,H,2016-17
Ligue 1,2016-11-05,Dijon FCO,Guingamp,3,3,D,2016-17
Ligue 1,2016-11-05,Lyon,Bastia,2,1,H,2016-17
Ligue 1,2016-11-05,Nantes,Toulouse,1,1,D,2016-17
Ligue 1,2016-11-06,Caen,Nice,1,0,H,2016-17
Ligue 1,2016-11-06,Metz,Saint-Étienne,0,0,D,2016-17
Ligue 1,2016-11-06,Paris Saint-Germain,Stade Rennais,4,0,H,2016-17
Ligue 1,2016-11-18,Lille,Lyon,0,1,A,2016-17
Ligue 1,2016-11-18,Lorient,AS Monaco,0,3,A,2016-17
Ligue 1,2016-11-19,AS Nancy Lorraine,Dijon FCO,1,0,H,2016-17
Ligue 1,2016-11-19,Bastia,Montpellier,1,1,D,2016-17
Ligue 1,2016-11-19,Paris Saint-Germain,Nantes,2,0,H,2016-17
Ligue 1,2016-11-19,Stade Rennais,Angers,1,1,D,2016-17
Ligue 1,2016-11-19,Toulouse,Metz,1,2,A,2016-17
Ligue 1,2016-11-20,Guingamp,Bordeaux,1,1,D,2016-17
Ligue 1,2016-11-20,Marseille,Caen,1,0,H,2016-17
Ligue 1,2016-11-20,Saint-Étienne,Nice,0,1,A,2016-17
Ligue 1,2016-11-25,Stade Rennais,Toulouse,1,0,H,2016-17
Ligue 1,2016-11-26,AS Monaco,Marseille,4,0,H,2016-17
Ligue 1,2016-11-26,Bordeaux,Dijon FCO,3,2,H,2016-17
Ligue 1,2016-11-26,Caen,Guingamp,1,1,D,2016-17
Ligue 1,2016-11-26,Metz,Lorient,3,3,D,2016-17
Ligue 1,2016-11-26,Montpellier,AS Nancy Lorraine,0,0,D,2016-17
Ligue 1,2016-11-26,Nantes,Lille,0,0,D,2016-17
Ligue 1,2016-11-27,Angers,Saint-Étienne,1,2,A,2016-17
Ligue 1,2016-11-27,Lyon,Paris Saint-Germain,1,2,A,2016-17
Ligue 1,2016-11-27,Nice,Bastia,1,1,D,2016-17
Ligue 1,2016-11-29,Dijon FCO,AS Monaco,1,1,D,2016-17
Ligue 1,2016-11-29,Lille,Caen,4,2,H,2016-17
Ligue 1,2016-11-29,Lorient,Stade Rennais,2,1,H,2016-17
Ligue 1,2016-11-30,AS Nancy Lorraine,Metz,4,0,H,2016-17
Ligue 1,2016-11-30,Bastia,Bordeaux,1,1,D,2016-17
Ligue 1,2016-11-30,Guingamp,Nice,0,1,A,2016-17
Ligue 1,2016-11-30,Nantes,Lyon,0,6,A,2016-17
Ligue 1,2016-11-30,Paris Saint-Germain,Angers,2,0,H,2016-17
Ligue 1,2016-11-30,Saint-Étienne,Marseille,0,0,D,2016-17
Ligue 1,2016-11-30,Toulouse,Montpellier,1,0,H,2016-17
Ligue 1,2016-12-02,Caen,Dijon FCO,3,3,D,2016-17
Ligue 1,2016-12-03,AS Monaco,Bastia,5,0,H,2016-17
Ligue 1,2016-12-03,Angers,Lorient,2,2,D,2016-17
Ligue 1,2016-12-03,Bordeaux,Lille,0,1,A,2016-17
Ligue 1,2016-12-03,Guingamp,Nantes,2,0,H,2016-17
Ligue 1,2016-12-03,Montpellier,Paris Saint-Germain,3,0,H,2016-17
Ligue 1,2016-12-04,Marseille,AS Nancy Lorraine,3,0,H,2016-17
Ligue 1,2016-12-04,Nice,Toulouse,3,0,H,2016-17
Ligue 1,2016-12-04,Stade Rennais,Saint-Étienne,2,0,H,2016-17
Ligue 1,2016-12-10,AS Nancy Lorraine,Angers,2,0,H,2016-17
Ligue 1,2016-12-10,Bastia,Metz,2,0,H,2016-17
Ligue 1,2016-12-10,Bordeaux,AS Monaco,0,4,A,2016-17
Ligue 1,2016-12-10,Dijon FCO,Marseille,1,2,A,2016-17
Ligue 1,2016-12-10,Lille,Montpellier,2,1,H,2016-17
Ligue 1,2016-12-10,Toulouse,Lorient,3,2,H,2016-17
Ligue 1,2016-12-11,Lyon,Stade Rennais,1,0,H,2016-17
Ligue 1,2016-12-11,Paris Saint-Germain,Nice,2,2,D,2016-17
Ligue 1,2016-12-11,Saint-Étienne,Guingamp,1,0,H,2016-17
Ligue 1,2016-12-16,Angers,Nantes,0,2,A,2016-17
Ligue 1,2016-12-17,Guingamp,Paris Saint-Germain,2,1,H,2016-17
Ligue 1,2016-12-17,Lorient,Saint-Étienne,2,1,H,2016-17
Ligue 1,2016-12-17,Montpellier,Bordeaux,4,0,H,2016-17
Ligue 1,2016-12-17,Stade Rennais,Bastia,1,2,A,2016-17
Ligue 1,2016-12-17,Toulouse,AS Nancy Lorraine,1,1,D,2016-17
Ligue 1,2016-12-18,AS Monaco,Lyon,1,3,A,2016-17
Ligue 1,2016-12-18,Caen,Metz,3,0,H,2016-17
Ligue 1,2016-12-18,Marseille,Lille,2,0,H,2016-17
Ligue 1,2016-12-18,Nice,Dijon FCO,2,1,H,2016-17
Ligue 1,2016-12-21,AS Monaco,Caen,2,1,H,2016-17
Ligue 1,2016-12-21,Bastia,Marseille,1,2,A,2016-17
Ligue 1,2016-12-21,Bordeaux,Nice,0,0,D,2016-17
Ligue 1,2016-12-21,Dijon FCO,Toulouse,2,0,H,2016-17
Ligue 1,2016-12-21,Lille,Stade Rennais,1,1,D,2016-17
Ligue 1,2016-12-21,Lyon,Angers,2,0,H,2016-17
Ligue 1,2016-12-21,Metz,Guingamp,2,2,D,2016-17
Ligue 1,2016-12-21,Nantes,Montpellier,1,0,H,2016-17
Ligue 1,2016-12-21,Paris Saint-Germain,Lorient,5,0,H,2016-17
Ligue 1,2016-12-21,Saint-Étienne,AS Nancy Lorraine,0,0,D,2016-17
Ligue 1,2017-01-13,Lille,Saint-Étienne,1,1,D,2016-17
Ligue 1,2017-01-14,AS Nancy Lorraine,Bastia,1,0,H,2016-17
Ligue 1,2017-01-14,Angers,Bordeaux,1,1,D,2016-17
Ligue 1,2017-01-14,Lorient,Guingamp,3,1,H,2016-17
Ligue 1,2017-01-14,Montpellier,Dijon FCO,1,1,D,2016-17
Ligue 1,2017-01-14,Stade Rennais,Paris Saint-Germain,0,1,A,2016-17
Ligue 1,2017-01-14,Toulouse,Nantes,0,1,A,2016-17
Ligue 1,2017-01-15,Caen,Lyon,3,2,H,2016-17
Ligue 1,2017-01-15,Marseille,AS Monaco,1,4,A,2016-17
Ligue 1,2017-01-15,Nice,Metz,0,0,D,2016-17
Ligue 1,2017-01-18,Nantes,Caen,1,0,H,2016-17
Ligue 1,2017-01-20,Bastia,Nice,1,1,D,2016-17
Ligue 1,2017-01-21,Bordeaux,Toulouse,1,0,H,2016-17
Ligue 1,2017-01-21,Dijon FCO,Lille,0,0,D,2016-17
Ligue 1,2017-01-21,Guingamp,Stade Rennais,1,1,D,2016-17
Ligue 1,2017-01-21,Metz,Montpellier,2,0,H,2016-17
Ligue 1,2017-01-21,Nantes,Paris Saint-Germain,0,2,A,2016-17
Ligue 1,2017-01-22,AS Monaco,Lorient,4,0,H,2016-17
Ligue 1,2017-01-22,Lyon,Marseille,3,1,H,2016-17
Ligue 1,2017-01-22,Saint-Étienne,Angers,2,1,H,2016-17
Ligue 1,2017-01-27,Marseille,Montpellier,5,1,H,2016-17
Ligue 1,2017-01-28,AS Nancy Lorraine,Bordeaux,0,2,A,2016-17
Ligue 1,2017-01-28,Angers,Metz,2,1,H,2016-17
Ligue 1,2017-01-28,Bastia,Caen,1,1,D,2016-17
Ligue 1,2017-01-28,Lorient,Dijon FCO,2,3,A,2016-17
Ligue 1,2017-01-28,Lyon,Lille,1,2,A,2016-17
Ligue 1,2017-01-28,Stade Rennais,Nantes,1,1,D,2016-17
Ligue 1,2017-01-29,Nice,Guingamp,3,1,H,2016-17
Ligue 1,2017-01-29,Paris Saint-Germain,AS Monaco,1,1,D,2016-17
Ligue 1,2017-01-29,Toulouse,Saint-Étienne,0,3,A,2016-17
Ligue 1,2017-02-03,Metz,Marseille,1,0,H,2016-17
Ligue 1,2017-02-04,AS Monaco,Nice,3,0,H,2016-17
Ligue 1,2017-02-04,Bordeaux,Stade Rennais,1,1,D,2016-17
Ligue 1,2017-02-04,Dijon FCO,Paris Saint-Germain,1,3,A,2016-17
Ligue 1,2017-02-04,Guingamp,Caen,0,1,A,2016-17
Ligue 1,2017-02-04,Lille,Lorient,0,1,A,2016-17
Ligue 1,2017-02-04,Montpellier,Bastia,2,1,H,2016-17
Ligue 1,2017-02-05,Nantes,AS Nancy Lorraine,0,2,A,2016-17
Ligue 1,2017-02-05,Saint-Étienne,Lyon,2,0,H,2016-17
Ligue 1,2017-02-05,Toulouse,Angers,4,0,H,2016-17
Ligue 1,2017-02-07,Caen,Bordeaux,0,4,A,2016-17
Ligue 1,2017-02-07,Montpellier,AS Monaco,1,2,A,2016-17
Ligue 1,2017-02-07,Paris Saint-Germain,Lille,2,1,H,2016-17
Ligue 1,2017-02-08,Angers,Stade Rennais,0,0,D,2016-17
Ligue 1,2017-02-08,Lorient,Toulouse,1,1,D,2016-17
Ligue 1,2017-02-08,Lyon,AS Nancy Lorraine,4,0,H,2016-17
Ligue 1,2017-02-08,Marseille,Guingamp,2,0,H,2016-17
Ligue 1,2017-02-08,Metz,Dijon FCO,2,1,H,2016-17
Ligue 1,2017-02-08,Nice,Saint-Étienne,1,0,H,2016-17
Ligue 1,2017-02-10,Bordeaux,Paris Saint-Germain,0,3,A,2016-17
Ligue 1,2017-02-11,AS Monaco,Metz,5,0,H,2016-17
Ligue 1,2017-02-11,AS Nancy Lorraine,Montpellier,0,3,A,2016-17
Ligue 1,2017-02-11,Dijon FCO,Caen,2,0,H,2016-17
Ligue 1,2017-02-11,Guingamp,Lyon,2,1,H,2016-17
Ligue 1,2017-02-11,Lille,Angers,1,2,A,2016-17
Ligue 1,2017-02-11,Toulouse,Bastia,4,1,H,2016-17
Ligue 1,2017-02-12,Nantes,Marseille,3,2,H,2016-17
Ligue 1,2017-02-12,Saint-Étienne,Lorient,4,0,H,2016-17
Ligue 1,2017-02-12,Stade Rennais,Nice,2,2,D,2016-17
Ligue 1,2017-02-17,Bastia,AS Monaco,1,1,D,2016-17
Ligue 1,2017-02-18,Angers,AS Nancy Lorraine,1,0,H,2016-17
Ligue 1,2017-02-18,Caen,Lille,0,1,A,2016-17
Ligue 1,2017-02-18,Lorient,Nice,0,1,A,2016-17
Ligue 1,2017-02-18,Marseille,Stade Rennais,2,0,H,2016-17
Ligue 1,2017-02-18,Metz,Nantes,1,1,D,2016-17
Ligue 1,2017-02-19,Bordeaux,Guingamp,3,0,H,2016-17
Ligue 1,2017-02-19,Lyon,Dijon FCO,4,2,H,2016-17
Ligue 1,2017-02-19,Montpellier,Saint-Étienne,2,1,H,2016-17
Ligue 1,2017-02-19,Paris Saint-Germain,Toulouse,0,0,D,2016-17
Ligue 1,2017-02-21,Caen,AS Nancy Lorraine,1,0,H,2016-17
Ligue 1,2017-02-24,Nantes,Dijon FCO,3,1,H,2016-17
Ligue 1,2017-02-24,Nice,Montpellier,2,1,H,2016-17
Ligue 1,2017-02-25,AS Nancy Lorraine,Toulouse,0,0,D,2016-17
Ligue 1,2017-02-25,Angers,Bastia,3,0,H,2016-17
Ligue 1,2017-02-25,Guingamp,AS Monaco,1,2,A,2016-17
Ligue 1,2017-02-25,Lille,Bordeaux,2,3,A,2016-17
Ligue 1,2017-02-25,Stade Rennais,Lorient,1,0,H,2016-17
Ligue 1,2017-02-26,Lyon,Metz,5,0,H,2016-17
Ligue 1,2017-02-26,Marseille,Paris Saint-Germain,1,5,A,2016-17
Ligue 1,2017-02-26,Saint-Étienne,Caen,0,1,A,2016-17
Ligue 1,2017-03-01,Bastia,Nantes,2,2,D,2016-17
Ligue 1,2017-03-03,Bordeaux,Lyon,1,1,D,2016-17
Ligue 1,2017-03-04,Bastia,Saint-Étienne,0,0,D,2016-17
Ligue 1,2017-03-04,Caen,Angers,2,3,A,2016-17
Ligue 1,2017-03-04,Dijon FCO,Nice,0,1,A,2016-17
Ligue 1,2017-03-04,Metz,Stade Rennais,1,1,D,2016-17
Ligue 1,2017-03-04,Montpellier,Guingamp,1,1,D,2016-17
Ligue 1,2017-03-04,Paris Saint-Germain,AS Nancy Lorraine,1,0,H,2016-17
Ligue 1,2017-03-05,AS Monaco,Nantes,4,0,H,2016-17
Ligue 1,2017-03-05,Lorient,Marseille,1,4,A,2016-17
Ligue 1,2017-03-05,Toulouse,Lille,1,1,D,2016-17
Ligue 1,2017-03-10,Marseille,Angers,3,0,H,2016-17
Ligue 1,2017-03-10,Nice,Caen,2,2,D,2016-17
Ligue 1,2017-03-11,AS Monaco,Bordeaux,2,1,H,2016-17
Ligue 1,2017-03-11,AS Nancy Lorraine,Lille,1,2,A,2016-17
Ligue 1,2017-03-11,Guingamp,Bastia,5,0,H,2016-17
Ligue 1,2017-03-11,Montpellier,Nantes,2,3,A,2016-17
Ligue 1,2017-03-11,Stade Rennais,Dijon FCO,1,1,D,2016-17
Ligue 1,2017-03-12,Lorient,Paris Saint-Germain,1,2,A,2016-17
Ligue 1,2017-03-12,Lyon,Toulouse,4,0,H,2016-17
Ligue 1,2017-03-12,Saint-Étienne,Metz,2,2,D,2016-17
Ligue 1,2017-03-17,Lille,Marseille,0,0,D,2016-17
Ligue 1,2017-03-17,Metz,Bastia,1,0,H,2016-17
Ligue 1,2017-03-18,AS Nancy Lorraine,Lorient,2,3,A,2016-17
Ligue 1,2017-03-18,Angers,Guingamp,3,0,H,2016-17
Ligue 1,2017-03-18,Bordeaux,Montpellier,5,1,H,2016-17
Ligue 1,2017-03-18,Nantes,Nice,1,1,D,2016-17
Ligue 1,2017-03-18,Toulouse,Stade Rennais,0,0,D,2016-17
Ligue 1,2017-03-19,Caen,AS Monaco,0,3,A,2016-17
Ligue 1,2017-03-19,Dijon FCO,Saint-Étienne,0,1,A,2016-17
Ligue 1,2017-03-19,Paris Saint-Germain,Lyon,2,1,H,2016-17
Ligue 1,2017-03-31,Guingamp,AS Nancy Lorraine,1,0,H,2016-17
Ligue 1,2017-04-01,Bastia,Lille,0,1,A,2016-17
Ligue 1,2017-04-01,Marseille,Dijon FCO,1,1,D,2016-17
Ligue 1,2017-04-02,Lorient,Caen,1,0,H,2016-17
Ligue 1,2017-04-02,Montpellier,Toulouse,0,1,A,2016-17
Ligue 1,2017-04-02,Nantes,Angers,2,1,H,2016-17
Ligue 1,2017-04-02,Nice,Bordeaux,2,1,H,2016-17
Ligue 1,2017-04-02,Stade Rennais,Lyon,1,1,D,2016-17
Ligue 1,2017-04-05,Metz,Lyon,0,3,A,2016-17
Ligue 1,2017-04-07,Lille,Nice,1,2,A,2016-17
Ligue 1,2017-04-08,AS Nancy Lorraine,Stade Rennais,3,0,H,2016-17
Ligue 1,2017-04-08,Angers,AS Monaco,0,1,A,2016-17
Ligue 1,2017-04-08,Bordeaux,Metz,3,0,H,2016-17
Ligue 1,2017-04-08,Caen,Montpellier,0,2,A,2016-17
Ligue 1,2017-04-08,Dijon FCO,Bastia,1,2,A,2016-17
Ligue 1,2017-04-08,Lyon,Lorient,1,4,A,2016-17
Ligue 1,2017-04-09,Paris Saint-Germain,Guingamp,4,0,H,2016-17
Ligue 1,2017-04-09,Saint-Étienne,Nantes,1,1,D,2016-17
Ligue 1,2017-04-09,Toulouse,Marseille,0,0,D,2016-17
Ligue 1,2017-04-14,Angers,Paris Saint-Germain,0,2,A,2016-17
Ligue 1,2017-04-15,AS Monaco,Dijon FCO,2,1,H,2016-17
Ligue 1,2017-04-15,Guingamp,Toulouse,2,1,H,2016-17
Ligue 1,2017-04-15,Metz,Caen,2,2,D,2016-17
Ligue 1,2017-04-15,Montpellier,Lorient,2,0,H,2016-17
Ligue 1,2017-04-15,Nice,AS Nancy Lorraine,3,1,H,2016-17
Ligue 1,2017-04-15,Stade Rennais,Lille,2,0,H,2016-17
Ligue 1,2017-04-16,Marseille,Saint-Étienne,4,0,H,2016-17
Ligue 1,2017-04-16,Nantes,Bordeaux,0,1,A,2016-17
Ligue 1,2017-04-18,Metz,Paris Saint-Germain,2,3,A,2016-17
Ligue 1,2017-04-21,AS Nancy Lorraine,Marseille,0,0,D,2016-17
Ligue 1,2017-04-22,Bordeaux,Bastia,2,0,H,2016-17
Ligue 1,2017-04-22,Caen,Nantes,0,2,A,2016-17
Ligue 1,2017-04-22,Dijon FCO,Angers,3,2,H,2016-17
Ligue 1,2017-04-22,Lille,Guingamp,3,0,H,2016-17
Ligue 1,2017-04-22,Lorient,Metz,5,1,H,2016-17
Ligue 1,2017-04-22,Paris Saint-Germain,Montpellier,2,0,H,2016-17
Ligue 1,2017-04-23,Lyon,AS Monaco,1,2,A,2016-17
Ligue 1,2017-04-23,Saint-Étienne,Stade Rennais,1,1,D,2016-17
Ligue 1,2017-04-23,Toulouse,Nice,1,1,D,2016-17
Ligue 1,2017-04-28,Angers,Lyon,1,2,A,2016-17
Ligue 1,2017-04-29,AS Monaco,Toulouse,3,1,H,2016-17
Ligue 1,2017-04-29,Bastia,Stade Rennais,1,0,H,2016-17
Ligue 1,2017-04-29,Guingamp,Saint-Étienne,0,2,A,2016-17
Ligue 1,2017-04-29,Metz,AS Nancy Lorraine,2,1,H,2016-17
Ligue 1,2017-04-29,Montpellier,Lille,0,3,A,2016-17
Ligue 1,2017-04-29,Nantes,Lorient,1,0,H,2016-17
Ligue 1,2017-04-30,Caen,Marseille,1,5,A,2016-17
Ligue 1,2017-04-30,Dijon FCO,Bordeaux,0,0,D,2016-17
Ligue 1,2017-04-30,Nice,Paris Saint-Germain,3,1,H,2016-17
Ligue 1,2017-05-05,Saint-Étienne,Bordeaux,2,2,D,2016-17
Ligue 1,2017-05-06,AS Nancy Lorraine,AS Monaco,0,3,A,2016-17
Ligue 1,2017-05-06,Guingamp,Dijon FCO,4,0,H,2016-17
Ligue 1,2017-05-06,Lille,Metz,0,2,A,2016-17
Ligue 1,2017-05-06,Lorient,Angers,1,1,D,2016-17
Ligue 1,2017-05-06,Paris Saint-Germain,Bastia,5,0,H,2016-17
Ligue 1,2017-05-06,Toulouse,Caen,0,1,A,2016-17
Ligue 1,2017-05-07,Lyon,Nantes,3,2,H,2016-17
Ligue 1,2017-05-07,Marseille,Nice,2,1,H,2016-17
Ligue 1,2017-05-07,Stade Rennais,Montpellier,1,0,H,2016-17
Ligue 1,2017-05-14,AS Monaco,Lille,4,0,H,2016-17
Ligue 1,2017-05-14,Bastia,Lorient,2,0,H,2016-17
Ligue 1,2017-05-14,Bordeaux,Marseille,1,1,D,2016-17
Ligue 1,2017-05-14,Caen,Stade Rennais,0,1,A,2016-17
Ligue 1,2017-05-14,Dijon FCO,AS Nancy Lorraine,2,0,H,2016-17
Ligue 1,2017-05-14,Metz,Toulouse,1,1,D,2016-17
Ligue 1,2017-05-14,Montpellier,Lyon,1,3,A,2016-17
Ligue 1,2017-05-14,Nantes,Guingamp,4,1,H,2016-17
Ligue 1,2017-05-14,Nice,Angers,0,2,A,2016-17
Ligue 1,2017-05-14,Saint-Étienne,Paris Saint-Germain,0,5,A,2016-17
Ligue 1,2017-05-17,AS Monaco,Saint-Étienne,2,0,H,2016-17
Ligue 1,2017-05-20,AS Nancy Lorraine,Saint-Étienne,3,1,H,2016-17
Ligue 1,2017-05-20,Angers,Montpellier,2,0,H,2016-17
Ligue 1,2017-05-20,Guingamp,Metz,1,0,H,2016-17
