Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Season
Serie A,2021-09-12,Spezia,Udinese,0,1,A,2021-22
Serie A,2021-09-12,Torino,Salernitana,4,0,H,2021-22
Serie A,2021-09-13,Bologna,Hellas Verona,1,0,H,2021-22
Serie A,2021-09-17,Sassuolo,Torino,0,1,A,2021-22
Serie A,2021-09-18,Genoa,Fiorentina,1,2,A,2021-22
Serie A,2021-09-18,Internazionale,Bologna,6,1,H,2021-22
Serie A,2021-09-18,Salernitana,Atalanta,0,1,A,2021-22
Serie A,2021-09-19,Empoli,Sampdoria,0,3,A,2021-22
Serie A,2021-09-19,Hellas Verona,AS Roma,3,2,H,2021-22
Serie A,2021-09-19,Juventus,AC Milan,1,1,D,2021-22
Serie A,2021-09-19,Lazio,Cagliari,2,2,D,2021-22
Serie A,2021-09-19,Venezia,Spezia,1,2,A,2021-22
Serie A,2021-09-20,Udinese,Napoli,0,4,A,2021-22
Serie A,2021-09-21,Atalanta,Sassuolo,2,1,H,2021-22
Serie A,2021-09-21,Bologna,Genoa,2,2,D,2021-22
Serie A,2021-09-21,Fiorentina,Internazionale,1,3,A,2021-22
Serie A,2021-09-22,AC Milan,Venezia,2,0,H,2021-22
Serie A,2021-09-22,Cagliari,Empoli,0,2,A,2021-22
Serie A,2021-09-22,Salernitana,Hellas Verona,2,2,D,2021-22
Serie A,2021-09-22,Spezia,Juventus,2,3,A,2021-22
Serie A,2021-09-23,AS Roma,Udinese,1,0,H,2021-22
Serie A,2021-09-23,Sampdoria,Napoli,0,4,A,2021-22
Serie A,2021-09-23,Torino,Lazio,1,1,D,2021-22
Serie A,2021-09-25,Genoa,Hellas Verona,3,3,D,2021-22
Serie A,2021-09-25,Internazionale,Atalanta,2,2,D,2021-22
Serie A,2021-09-25,Spezia,AC Milan,1,2,A,2021-22
Serie A,2021-09-26,Empoli,Bologna,4,2,H,2021-22
Serie A,2021-09-26,Juventus,Sampdoria,3,2,H,2021-22
Serie A,2021-09-26,Lazio,AS Roma,3,2,H,2021-22
Serie A,2021-09-26,Napoli,Cagliari,2,0,H,2021-22
Serie A,2021-09-26,Sassuolo,Salernitana,1,0,H,2021-22
Serie A,2021-09-26,Udinese,Fiorentina,0,1,A,2021-22
Serie A,2021-09-27,Venezia,Torino,1,1,D,2021-22
Serie A,2021-10-01,Cagliari,Venezia,1,1,D,2021-22
Serie A,2021-10-02,Salernitana,Genoa,1,0,H,2021-22
Serie A,2021-10-02,Sassuolo,Internazionale,1,2,A,2021-22
Serie A,2021-10-02,Torino,Juventus,0,1,A,2021-22
Serie A,2021-10-03,AS Roma,Empoli,2,0,H,2021-22
Serie A,2021-10-03,Atalanta,AC Milan,2,3,A,2021-22
Serie A,2021-10-03,Bologna,Lazio,3,0,H,2021-22
Serie A,2021-10-03,Fiorentina,Napoli,1,2,A,2021-22
Serie A,2021-10-03,Hellas Verona,Spezia,4,0,H,2021-22
Serie A,2021-10-03,Sampdoria,Udinese,3,3,D,2021-22
Serie A,2021-10-16,AC Milan,Hellas Verona,3,2,H,2021-22
Serie A,2021-10-16,Lazio,Internazionale,3,1,H,2021-22
Serie A,2021-10-16,Spezia,Salernitana,2,1,H,2021-22
Serie A,2021-10-17,Cagliari,Sampdoria,3,1,H,2021-22
Serie A,2021-10-17,Empoli,Atalanta,1,4,A,2021-22
Serie A,2021-10-17,Genoa,Sassuolo,2,2,D,2021-22
Serie A,2021-10-17,Juventus,AS Roma,1,0,H,2021-22
Serie A,2021-10-17,Napoli,Torino,1,0,H,2021-22
Serie A,2021-10-17,Udinese,Bologna,1,1,D,2021-22
Serie A,2021-10-18,Venezia,Fiorentina,1,0,H,2021-22
Serie A,2021-10-22,Sampdoria,Spezia,2,1,H,2021-22
Serie A,2021-10-22,Torino,Genoa,3,2,H,2021-22
Serie A,2021-10-23,Bologna,AC Milan,2,4,A,2021-22
Serie A,2021-10-23,Salernitana,Empoli,2,4,A,2021-22
Serie A,2021-10-23,Sassuolo,Venezia,3,1,H,2021-22
Serie A,2021-10-24,AS Roma,Napoli,0,0,D,2021-22
Serie A,2021-10-24,Atalanta,Udinese,1,1,D,2021-22
Serie A,2021-10-24,Fiorentina,Cagliari,3,0,H,2021-22
Serie A,2021-10-24,Hellas Verona,Lazio,4,1,H,2021-22
Serie A,2021-10-24,Internazionale,Juventus,1,1,D,2021-22
Serie A,2021-10-26,AC Milan,Torino,1,0,H,2021-22
Serie A,2021-10-26,Spezia,Genoa,1,1,D,2021-22
Serie A,2021-10-26,Venezia,Salernitana,1,2,A,2021-22
Serie A,2021-10-27,Cagliari,AS Roma,1,2,A,2021-22
Serie A,2021-10-27,Empoli,Internazionale,0,2,A,2021-22
Serie A,2021-10-27,Juventus,Sassuolo,1,2,A,2021-22
Serie A,2021-10-27,Lazio,Fiorentina,1,0,H,2021-22
Serie A,2021-10-27,Sampdoria,Atalanta,1,3,A,2021-22
Serie A,2021-10-27,Udinese,Hellas Verona,1,1,D,2021-22
Serie A,2021-10-28,Napoli,Bologna,3,0,H,2021-22
Serie A,2021-10-30,Atalanta,Lazio,2,2,D,2021-22
Serie A,2021-10-30,Hellas Verona,Juventus,2,1,H,2021-22
Serie A,2021-10-30,Torino,Sampdoria,3,0,H,2021-22
Serie A,2021-10-31,AS Roma,AC Milan,1,2,A,2021-22
Serie A,2021-10-31,Fiorentina,Spezia,3,0,H,2021-22
Serie A,2021-10-31,Genoa,Venezia,0,0,D,2021-22
Serie A,2021-10-31,Internazionale,Udinese,2,0,H,2021-22
Serie A,2021-10-31,Salernitana,Napoli,0,1,A,2021-22
Serie A,2021-10-31,Sassuolo,Empoli,1,2,A,2021-22
Serie A,2021-11-01,Bologna,Cagliari,2,0,H,2021-22
Serie A,2021-11-05,Empoli,Genoa,2,2,D,2021-22
Serie A,2021-11-06,Cagliari,Atalanta,1,2,A,2021-22
Serie A,2021-11-06,Juventus,Fiorentina,1,0,H,2021-22
Serie A,2021-11-06,Spezia,Torino,1,0,H,2021-22
Serie A,2021-11-07,AC Milan,Internazionale,1,1,D,2021-22
Serie A,2021-11-07,Lazio,Salernitana,3,0,H,2021-22
Serie A,2021-11-07,Napoli,Hellas Verona,1,1,D,2021-22
Serie A,2021-11-07,Sampdoria,Bologna,1,2,A,2021-22
Serie A,2021-11-07,Udinese,Sassuolo,3,2,H,2021-22
Serie A,2021-11-07,Venezia,AS Roma,3,2,H,2021-22
Serie A,2021-11-20,Atalanta,Spezia,5,2,H,2021-22
Serie A,2021-11-20,Fiorentina,AC Milan,4,3,H,2021-22
Serie A,2021-11-20,Lazio,Juventus,0,2,A,2021-22
Serie A,2021-11-21,Bologna,Venezia,0,1,A,2021-22
Serie A,2021-11-21,Genoa,AS Roma,0,2,A,2021-22
Serie A,2021-11-21,Internazionale,Napoli,3,2,H,2021-22
Serie A,2021-11-21,Salernitana,Sampdoria,0,2,A,2021-22
Serie A,2021-11-21,Sassuolo,Cagliari,2,2,D,2021-22
Serie A,2021-11-22,Hellas Verona,Empoli,2,1,H,2021-22
Serie A,2021-11-22,Torino,Udinese,2,1,H,2021-22
Serie A,2021-11-26,Cagliari,Salernitana,1,1,D,2021-22
Serie A,2021-11-27,Empoli,Fiorentina,2,1,H,2021-22
Serie A,2021-11-27,Juventus,Atalanta,0,1,A,2021-22
Serie A,2021-11-27,Sampdoria,Hellas Verona,3,1,H,2021-22
Serie A,2021-11-27,Venezia,Internazionale,0,2,A,2021-22
Serie A,2021-11-28,AC Milan,Sassuolo,1,3,A,2021-22
Serie A,2021-11-28,AS Roma,Torino,1,0,H,2021-22
Serie A,2021-11-28,Napoli,Lazio,4,0,H,2021-22
Serie A,2021-11-28,Spezia,Bologna,0,1,A,2021-22
Serie A,2021-11-28,Udinese,Genoa,0,0,D,2021-22
Serie A,2021-11-30,Atalanta,Venezia,4,0,H,2021-22
Serie A,2021-11-30,Fiorentina,Sampdoria,3,1,H,2021-22
Serie A,2021-11-30,Hellas Verona,Cagliari,0,0,D,2021-22
Serie A,2021-11-30,Salernitana,Juventus,0,2,A,2021-22
Serie A,2021-12-01,Bologna,AS Roma,1,0,H,2021-22
Serie A,2021-12-01,Genoa,AC Milan,0,3,A,2021-22
Serie A,2021-12-01,Internazionale,Spezia,2,0,H,2021-22
Serie A,2021-12-01,Sassuolo,Napoli,2,2,D,2021-22
Serie A,2021-12-02,Lazio,Udinese,4,4,D,2021-22
Serie A,2021-12-02,Torino,Empoli,2,2,D,2021-22
Serie A,2021-12-04,AC Milan,Salernitana,2,0,H,2021-22
Serie A,2021-12-04,AS Roma,Internazionale,0,3,A,2021-22
Serie A,2021-12-04,Napoli,Atalanta,2,3,A,2021-22
Serie A,2021-12-05,Bologna,Fiorentina,2,3,A,2021-22
Serie A,2021-12-05,Juventus,Genoa,2,0,H,2021-22
Serie A,2021-12-05,Sampdoria,Lazio,1,3,A,2021-22
Serie A,2021-12-05,Spezia,Sassuolo,2,2,D,2021-22
Serie A,2021-12-05,Venezia,Hellas Verona,3,4,A,2021-22
Serie A,2021-12-06,Cagliari,Torino,1,1,D,2021-22
Serie A,2021-12-06,Empoli,Udinese,3,1,H,2021-22
Serie A,2021-12-10,Genoa,Sampdoria,1,3,A,2021-22
Serie A,2021-12-11,Fiorentina,Salernitana,4,0,H,2021-22
Serie A,2021-12-11,Udinese,AC Milan,1,1,D,2021-22
Serie A,2021-12-11,Venezia,Juventus,1,1,D,2021-22
Serie A,2021-12-12,Hellas Verona,Atalanta,1,2,A,2021-22
Serie A,2021-12-12,Internazionale,Cagliari,4,0,H,2021-22
Serie A,2021-12-12,Napoli,Empoli,0,1,A,2021-22
Serie A,2021-12-12,Sassuolo,Lazio,2,1,H,2021-22
Serie A,2021-12-12,Torino,Bologna,2,1,H,2021-22
Serie A,2021-12-13,AS Roma,Spezia,2,0,H,2021-22
Serie A,2021-12-17,Lazio,Genoa,3,1,H,2021-22
Serie A,2021-12-17,Salernitana,Internazionale,0,5,A,2021-22
Serie A,2021-12-18,Atalanta,AS Roma,1,4,A,2021-22
Serie A,2021-12-18,Bologna,Juventus,0,2,A,2021-22
Serie A,2021-12-18,Cagliari,Udinese,0,4,A,2021-22
Serie A,2021-12-19,AC Milan,Napoli,0,1,A,2021-22
Serie A,2021-12-19,Fiorentina,Sassuolo,2,2,D,2021-22
Serie A,2021-12-19,Sampdoria,Venezia,1,1,D,2021-22
Serie A,2021-12-19,Spezia,Empoli,1,1,D,2021-22
Serie A,2021-12-19,Torino,Hellas Verona,1,0,H,2021-22
Serie A,2021-12-21,Genoa,Atalanta,0,0,D,2021-22
Serie A,2021-12-21,Juventus,Cagliari,2,0,H,2021-22
Serie A,2021-12-22,AS Roma,Sampdoria,1,1,D,2021-22
Serie A,2021-12-22,Empoli,AC Milan,2,4,A,2021-22
Serie A,2021-12-22,Hellas Verona,Fiorentina,1,1,D,2021-22
Serie A,2021-12-22,Internazionale,Torino,1,0,H,2021-22
Serie A,2021-12-22,Napoli,Spezia,0,1,A,2021-22
Serie A,2021-12-22,Sassuolo,Bologna,0,3,A,2021-22
Serie A,2021-12-22,Venezia,Lazio,1,3,A,2021-22
Serie A,2022-01-06,AC Milan,AS Roma,3,1,H,2021-22
Serie A,2022-01-06,Juventus,Napoli,1,1,D,2021-22
Serie A,2022-01-06,Lazio,Empoli,3,3,D,2021-22
Serie A,2022-01-06,Sampdoria,Cagliari,1,2,A,2021-22
Serie A,2022-01-06,Sassuolo,Genoa,1,1,D,2021-22
Serie A,2022-01-06,Spezia,Hellas Verona,1,2,A,2021-22
Serie A,2022-01-09,AS Roma,Juventus,3,4,A,2021-22
Serie A,2022-01-09,Empoli,Sassuolo,1,5,A,2021-22
Serie A,2022-01-09,Genoa,Spezia,0,1,A,2021-22
Serie A,2022-01-09,Hellas Verona,Salernitana,1,2,A,2021-22
Serie A,2022-01-09,Internazionale,Lazio,2,1,H,2021-22
Serie A,2022-01-09,Napoli,Sampdoria,1,0,H,2021-22
Serie A,2022-01-09,Udinese,Atalanta,2,6,A,2021-22
Serie A,2022-01-09,Venezia,AC Milan,0,3,A,2021-22
Serie A,2022-01-10,Torino,Fiorentina,4,0,H,2021-22
Serie A,2022-01-11,Cagliari,Bologna,2,1,H,2021-22
Serie A,2022-01-15,Juventus,Udinese,2,0,H,2021-22
Serie A,2022-01-15,Salernitana,Lazio,0,3,A,2021-22
Serie A,2022-01-15,Sampdoria,Torino,1,2,A,2021-22
Serie A,2022-01-16,AS Roma,Cagliari,1,0,H,2021-22
Serie A,2022-01-16,Atalanta,Internazionale,0,0,D,2021-22
Serie A,2022-01-16,Sassuolo,Hellas Verona,2,4,A,2021-22
Serie A,2022-01-16,Venezia,Empoli,1,1,D,2021-22
Serie A,2022-01-17,AC Milan,Spezia,1,2,A,2021-22
Serie A,2022-01-17,Bologna,Napoli,0,2,A,2021-22
Serie A,2022-01-17,Fiorentina,Genoa,6,0,H,2021-22
Serie A,2022-01-21,Hellas Verona,Bologna,2,1,H,2021-22
Serie A,2022-01-22,Genoa,Udinese,0,0,D,2021-22
Serie A,2022-01-22,Internazionale,Venezia,2,1,H,2021-22
Serie A,2022-01-22,Lazio,Atalanta,0,0,D,2021-22
Serie A,2022-01-23,AC Milan,Juventus,0,0,D,2021-22
Serie A,2022-01-23,Cagliari,Fiorentina,1,1,D,2021-22
Serie A,2022-01-23,Empoli,AS Roma,2,4,A,2021-22
Serie A,2022-01-23,Napoli,Salernitana,4,1,H,2021-22
Serie A,2022-01-23,Spezia,Sampdoria,1,0,H,2021-22
Serie A,2022-01-23,Torino,Sassuolo,1,1,D,2021-22
Serie A,2022-02-05,AS Roma,Genoa,0,0,D,2021-22
Serie A,2022-02-05,Fiorentina,Lazio,0,3,A,2021-22
Serie A,2022-02-05,Internazionale,AC Milan,1,2,A,2021-22
Serie A,2022-02-06,Atalanta,Cagliari,1,2,A,2021-22
Serie A,2022-02-06,Bologna,Empoli,0,0,D,2021-22
Serie A,2022-02-06,Juventus,Hellas Verona,2,0,H,2021-22
Serie A,2022-02-06,Sampdoria,Sassuolo,4,0,H,2021-22
Serie A,2022-02-06,Udinese,Torino,2,0,H,2021-22
Serie A,2022-02-06,Venezia,Napoli,0,2,A,2021-22
Serie A,2022-02-07,Salernitana,Spezia,2,2,D,2021-22
Serie A,2022-02-12,Lazio,Bologna,3,0,H,2021-22
Serie A,2022-02-12,Napoli,Internazionale,1,1,D,2021-22
Serie A,2022-02-12,Torino,Venezia,1,2,A,2021-22
Serie A,2022-02-13,AC Milan,Sampdoria,1,0,H,2021-22
Serie A,2022-02-13,Atalanta,Juventus,1,1,D,2021-22
Serie A,2022-02-13,Empoli,Cagliari,1,1,D,2021-22
Serie A,2022-02-13,Genoa,Salernitana,1,1,D,2021-22
Serie A,2022-02-13,Hellas Verona,Udinese,4,0,H,2021-22
Serie A,2022-02-13,Sassuolo,AS Roma,2,2,D,2021-22
Serie A,2022-02-14,Spezia,Fiorentina,1,2,A,2021-22
Serie A,2022-02-18,Juventus,Torino,1,1,D,2021-22
Serie A,2022-02-19,AS Roma,Hellas Verona,2,2,D,2021-22
Serie A,2022-02-19,Salernitana,AC Milan,2,2,D,2021-22
Serie A,2022-02-19,Sampdoria,Empoli,2,0,H,2021-22
Serie A,2022-02-20,Fiorentina,Atalanta,1,0,H,2021-22
Serie A,2022-02-20,Internazionale,Sassuolo,0,2,A,2021-22
Serie A,2022-02-20,Udinese,Lazio,1,1,D,2021-22
Serie A,2022-02-20,Venezia,Genoa,1,1,D,2021-22
Serie A,2022-02-21,Bologna,Spezia,2,1,H,2021-22
Serie A,2022-02-21,Cagliari,Napoli,1,1,D,2021-22
Serie A,2022-02-25,AC Milan,Udinese,1,1,D,2021-22
Serie A,2022-02-25,Genoa,Internazionale,0,0,D,2021-22
Serie A,2022-02-26,Empoli,Juventus,2,3,A,2021-22
Serie A,2022-02-26,Salernitana,Bologna,1,1,D,2021-22
Serie A,2022-02-26,Sassuolo,Fiorentina,2,1,H,2021-22
Serie A,2022-02-27,Hellas Verona,Venezia,3,1,H,2021-22
Serie A,2022-02-27,Lazio,Napoli,1,2,A,2021-22
Serie A,2022-02-27,Spezia,AS Roma,0,1,A,2021-22
Serie A,2022-02-27,Torino,Cagliari,1,2,A,2021-22
Serie A,2022-02-28,Atalanta,Sampdoria,4,0,H,2021-22
Serie A,2022-03-04,Internazionale,Salernitana,5,0,H,2021-22
Serie A,2022-03-05,AS Roma,Atalanta,1,0,H,2021-22
Serie A,2022-03-05,Cagliari,Lazio,0,3,A,2021-22
Serie A,2022-03-05,Udinese,Sampdoria,2,1,H,2021-22
Serie A,2022-03-06,Bologna,Torino,0,0,D,2021-22
Serie A,2022-03-06,Fiorentina,Hellas Verona,1,1,D,2021-22
Serie A,2022-03-06,Genoa,Empoli,0,0,D,2021-22
Serie A,2022-03-06,Juventus,Spezia,1,0,H,2021-22
Serie A,2022-03-06,Napoli,AC Milan,0,1,A,2021-22
Serie A,2022-03-06,Venezia,Sassuolo,1,4,A,2021-22
Serie A,2022-03-12,AC Milan,Empoli,1,0,H,2021-22
Serie A,2022-03-12,Salernitana,Sassuolo,2,2,D,2021-22
Serie A,2022-03-12,Sampdoria,Juventus,1,3,A,2021-22
Serie A,2022-03-12,Spezia,Cagliari,2,0,H,2021-22
Serie A,2022-03-13,Atalanta,Genoa,0,0,D,2021-22
Serie A,2022-03-13,Fiorentina,Bologna,1,0,H,2021-22
Serie A,2022-03-13,Hellas Verona,Napoli,1,2,A,2021-22
Serie A,2022-03-13,Torino,Internazionale,1,1,D,2021-22
Serie A,2022-03-13,Udinese,AS Roma,1,1,D,2021-22
Serie A,2022-03-14,Lazio,Venezia,1,0,H,2021-22
Serie A,2022-03-18,Genoa,Torino,1,0,H,2021-22
Serie A,2022-03-18,Sassuolo,Spezia,4,1,H,2021-22
Serie A,2022-03-19,Cagliari,AC Milan,0,1,A,2021-22
Serie A,2022-03-19,Internazionale,Fiorentina,1,1,D,2021-22
Serie A,2022-03-19,Napoli,Udinese,2,1,H,2021-22
Serie A,2022-03-20,AS Roma,Lazio,3,0,H,2021-22
Serie A,2022-03-20,Bologna,Atalanta,0,1,A,2021-22
Serie A,2022-03-20,Empoli,Hellas Verona,1,1,D,2021-22
Serie A,2022-03-20,Juventus,Salernitana,2,0,H,2021-22
Serie A,2022-03-20,Venezia,Sampdoria,0,2,A,2021-22
Serie A,2022-04-02,Lazio,Sassuolo,2,1,H,2021-22
Serie A,2022-04-02,Salernitana,Torino,0,1,A,2021-22
Serie A,2022-04-02,Spezia,Venezia,1,0,H,2021-22
Serie A,2022-04-03,Atalanta,Napoli,1,3,A,2021-22
Serie A,2022-04-03,Fiorentina,Empoli,1,0,H,2021-22
Serie A,2022-04-03,Juventus,Internazionale,0,1,A,2021-22
Serie A,2022-04-03,Sampdoria,AS Roma,0,1,A,2021-22
Serie A,2022-04-03,Udinese,Cagliari,5,1,H,2021-22
Serie A,2022-04-04,AC Milan,Bologna,0,0,D,2021-22
Serie A,2022-04-04,Hellas Verona,Genoa,1,0,H,2021-22
Serie A,2022-04-09,Cagliari,Juventus,1,2,A,2021-22
Serie A,2022-04-09,Empoli,Spezia,0,0,D,2021-22
Serie A,2022-04-09,Internazionale,Hellas Verona,2,0,H,2021-22
Serie A,2022-04-10,AS Roma,Salernitana,2,1,H,2021-22
Serie A,2022-04-10,Genoa,Lazio,1,4,A,2021-22
Serie A,2022-04-10,Napoli,Fiorentina,2,3,A,2021-22
Serie A,2022-04-10,Sassuolo,Atalanta,2,1,H,2021-22
Serie A,2022-04-10,Torino,AC Milan,0,0,D,2021-22
Serie A,2022-04-10,Venezia,Udinese,1,2,A,2021-22
Serie A,2022-04-11,Bologna,Sampdoria,2,0,H,2021-22
Serie A,2022-04-15,AC Milan,Genoa,2,0,H,2021-22
Serie A,2022-04-15,Spezia,Internazionale,1,3,A,2021-22
Serie A,2022-04-16,Cagliari,Sassuolo,1,0,H,2021-22
Serie A,2022-04-16,Fiorentina,Venezia,1,0,H,2021-22
Serie A,2022-04-16,Juventus,Bologna,1,1,D,2021-22
Serie A,2022-04-16,Lazio,Torino,1,1,D,2021-22
Serie A,2022-04-16,Sampdoria,Salernitana,1,2,A,2021-22
Serie A,2022-04-16,Udinese,Empoli,4,1,H,2021-22
Serie A,2022-04-18,Atalanta,Hellas Verona,1,2,A,2021-22
Serie A,2022-04-18,Napoli,AS Roma,1,1,D,2021-22
Serie A,2022-04-20,Udinese,Salernitana,0,1,A,2021-22
Serie A,2022-04-23,Hellas Verona,Sampdoria,1,1,D,2021-22
Serie A,2022-04-23,Internazionale,AS Roma,3,1,H,2021-22
Serie A,2022-04-23,Torino,Spezia,2,1,H,2021-22
Serie A,2022-04-23,Venezia,Atalanta,1,3,A,2021-22
Serie A,2022-04-24,Bologna,Udinese,2,2,D,2021-22
Serie A,2022-04-24,Empoli,Napoli,3,2,H,2021-22
Serie A,2022-04-24,Genoa,Cagliari,1,0,H,2021-22
Serie A,2022-04-24,Lazio,AC Milan,1,2,A,2021-22
Serie A,2022-04-24,Salernitana,Fiorentina,2,1,H,2021-22
Serie A,2022-04-25,Sassuolo,Juventus,1,2,A,2021-22
Serie A,2022-04-27,Atalanta,Torino,4,4,D,2021-22
Serie A,2022-04-27,Bologna,Internazionale,2,1,H,2021-22
Serie A,2022-04-27,Fiorentina,Udinese,0,4,A,2021-22
Serie A,2022-04-30,Cagliari,Hellas Verona,1,2,A,2021-22
Serie A,2022-04-30,Napoli,Sassuolo,6,1,H,2021-22
Serie A,2022-04-30,Sampdoria,Genoa,1,0,H,2021-22
Serie A,2022-04-30,Spezia,Lazio,3,4,A,2021-22
Serie A,2022-05-01,AC Milan,Fiorentina,1,0,H,2021-22
Serie A,2022-05-01,AS Roma,Bologna,0,0,D,2021-22
Serie A,2022-05-01,Empoli,Torino,1,3,A,2021-22
Serie A,2022-05-01,Juventus,Venezia,2,1,H,2021-22
Serie A,2022-05-01,Udinese,Internazionale,1,2,A,2021-22
Serie A,2022-05-02,Atalanta,Salernitana,1,1,D,2021-22
Serie A,2022-05-05,Salernitana,Venezia,2,1,H,2021-22
Serie A,2022-05-06,Genoa,Juventus,2,1,H,2021-22
Serie A,2022-05-06,Internazionale,Empoli,4,2,H,2021-22
Serie A,2022-05-07,Lazio,Sampdoria,2,0,H,2021-22
Serie A,2022-05-07,Sassuolo,Udinese,1,1,D,2021-22
Serie A,2022-05-07,Torino,Napoli,0,1,A,2021-22
Serie A,2022-05-08,Hellas Verona,AC Milan,1,3,A,2021-22
Serie A,2022-05-08,Salernitana,Cagliari,1,1,D,2021-22
Serie A,2022-05-08,Spezia,Atalanta,1,3,A,2021-22
Serie A,2022-05-08,Venezia,Bologna,4,3,H,2021-22
Serie A,2022-05-09,Fiorentina,AS Roma,2,0,H,2021-22
Serie A,2022-05-14,AS Roma,Venezia,1,1,D,2021-22
Serie A,2022-05-14,Empoli,Salernitana,1,1,D,2021-22
Serie A,2022-05-14,Hellas Verona,Torino,0,1,A,2021-22
Serie A,2022-05-14,Udinese,Spezia,2,3,A,2021-22
Serie A,2022-05-15,AC Milan,Atalanta,2,0,H,2021-22
Serie A,2022-05-15,Bologna,Sassuolo,1,3,A,2021-22
Serie A,2022-05-15,Cagliari,Internazionale,1,3,A,2021-22
Serie A,2022-05-15,Napoli,Genoa,3,0,H,2021-22
Serie A,2022-05-16,Juventus,Lazio,2,2,D,2021-22
Serie A,2022-05-16,Sampdoria,Fiorentina,4,1,H,2021-22
Serie A,2022-05-20,Torino,AS Roma,0,3,A,2021-22
Serie A,2022-05-21,Atalanta,Empoli,0,1,A,2021-22
Serie A,2022-05-21,Fiorentina,Juventus,2,0,H,2021-22
Serie A,2022-05-21,Genoa,Bologna,0,1,A,2021-22
Serie A,2022-05-21,Lazio,Hellas Verona,3,3,D,2021-22
Serie A,2022-05-22,Internazionale,Sampdoria,3,0,H,2021-22
Serie A,2022-05-22,Salernitana,Udinese,0,4,A,2021-22
Serie A,2022-05-22,Sassuolo,AC Milan,0,3,A,2021-22
Serie A,2022-05-22,Spezia,Napoli,0,3,A,2021-22
Serie A,2022-05-22,Venezia,Cagliari,0,0,D,2021-22
Serie A,2022-08-13,AC Milan,Udinese,4,2,H,2022-23
Serie A,2022-08-13,Lecce,Internazionale,1,2,A,2022-23
Serie A,2022-08-13,Monza,Torino,1,2,A,2022-23
Serie A,2022-08-13,Sampdoria,Atalanta,0,2,A,2022-23
Serie A,2022-08-14,Fiorentina,Cremonese,3,2,H,2022-23
Serie A,2022-08-14,Lazio,Bologna,2,1,H,2022-23
Serie A,2022-08-14,Salernitana,AS Roma,0,1,A,2022-23
Serie A,2022-08-14,Spezia,Empoli,1,0,H,2022-23
Serie A,2022-08-15,Hellas Verona,Napoli,2,5,A,2022-23
Serie A,2022-08-15,Juventus,Sassuolo,3,0,H,2022-23
Serie A,2022-08-20,Internazionale,Spezia,3,0,H,2022-23
Serie A,2022-08-20,Sassuolo,Lecce,1,0,H,2022-23
Serie A,2022-08-20,Torino,Lazio,0,0,D,2022-23
Serie A,2022-08-20,Udinese,Salernitana,0,0,D,2022-23
Serie A,2022-08-21,Atalanta,AC Milan,1,1,D,2022-23
Serie A,2022-08-21,Bologna,Hellas Verona,1,1,D,2022-23
Serie A,2022-08-21,Empoli,Fiorentina,0,0,D,2022-23
Serie A,2022-08-21,Napoli,Monza,4,0,H,2022-23
Serie A,2022-08-22,AS Roma,Cremonese,1,0,H,2022-23
Serie A,2022-08-22,Sampdoria,Juventus,0,0,D,2022-23
Serie A,2022-08-26,Lazio,Internazionale,3,1,H,2022-23
Serie A,2022-08-26,Monza,Udinese,1,2,A,2022-23
Serie A,2022-08-27,AC Milan,Bologna,2,0,H,2022-23
Serie A,2022-08-27,Cremonese,Torino,1,2,A,2022-23
Serie A,2022-08-27,Juventus,AS Roma,1,1,D,2022-23
Serie A,2022-08-27,Spezia,Sassuolo,2,2,D,2022-23
Serie A,2022-08-28,Fiorentina,Napoli,0,0,D,2022-23
Serie A,2022-08-28,Hellas Verona,Atalanta,0,1,A,2022-23
Serie A,2022-08-28,Lecce,Empoli,1,1,D,2022-23
Serie A,2022-08-28,Salernitana,Sampdoria,4,0,H,2022-23
Serie A,2022-08-30,AS Roma,Monza,3,0,H,2022-23
Serie A,2022-08-30,Internazionale,Cremonese,3,1,H,2022-23
Serie A,2022-08-30,Sassuolo,AC Milan,0,0,D,2022-23
Serie A,2022-08-31,Empoli,Hellas Verona,1,1,D,2022-23
Serie A,2022-08-31,Juventus,Spezia,2,0,H,2022-23
Serie A,2022-08-31,Napoli,Lecce,1,1,D,2022-23
Serie A,2022-08-31,Sampdoria,Lazio,1,1,D,2022-23
Serie A,2022-08-31,Udinese,Fiorentina,1,0,H,2022-23
Serie A,2022-09-01,Atalanta,Torino,3,1,H,2022-23
Serie A,2022-09-01,Bologna,Salernitana,1,1,D,2022-23
Serie A,2022-09-03,AC Milan,Internazionale,3,2,H,2022-23
Serie A,2022-09-03,Fiorentina,Juventus,1,1,D,2022-23
Serie A,2022-09-03,Lazio,Napoli,1,2,A,2022-23
Serie A,2022-09-04,Cremonese,Sassuolo,0,0,D,2022-23
Serie A,2022-09-04,Hellas Verona,Sampdoria,2,1,H,2022-23
Serie A,2022-09-04,Spezia,Bologna,2,2,D,2022-23
Serie A,2022-09-04,Udinese,AS Roma,4,0,H,2022-23
Serie A,2022-09-05,Monza,Atalanta,0,2,A,2022-23
Serie A,2022-09-05,Salernitana,Empoli,2,2,D,2022-23
Serie A,2022-09-05,Torino,Lecce,1,0,H,2022-23
Serie A,2022-09-10,Internazionale,Torino,1,0,H,2022-23
Serie A,2022-09-10,Napoli,Spezia,1,0,H,2022-23
Serie A,2022-09-10,Sampdoria,AC Milan,1,2,A,2022-23
