Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Season
Serie A,2018-12-09,AC Milan,Torino,0,0,D,2018-19
Serie A,2018-12-09,Empoli,Bologna,2,1,H,2018-19
Serie A,2018-12-09,Genoa,SPAL,1,1,D,2018-19
Serie A,2018-12-09,Parma,Chievo Verona,1,1,D,2018-19
Serie A,2018-12-09,Sassuolo,Fiorentina,3,3,D,2018-19
Serie A,2018-12-09,Udinese,Atalanta,1,3,A,2018-19
Serie A,2018-12-15,Internazionale,Udinese,1,0,H,2018-19
Serie A,2018-12-15,Torino,Juventus,0,1,A,2018-19
Serie A,2018-12-16,AS Roma,Genoa,3,2,H,2018-19
Serie A,2018-12-16,Cagliari,Napoli,0,1,A,2018-19
Serie A,2018-12-16,Fiorentina,Empoli,3,1,H,2018-19
Serie A,2018-12-16,Frosinone,Sassuolo,0,2,A,2018-19
Serie A,2018-12-16,SPAL,Chievo Verona,0,0,D,2018-19
Serie A,2018-12-16,Sampdoria,Parma,2,0,H,2018-19
Serie A,2018-12-17,Atalanta,Lazio,1,0,H,2018-19
Serie A,2018-12-18,Bologna,AC Milan,0,0,D,2018-19
Serie A,2018-12-22,AC Milan,Fiorentina,0,1,A,2018-19
Serie A,2018-12-22,Chievo Verona,Internazionale,1,1,D,2018-19
Serie A,2018-12-22,Empoli,Sampdoria,2,4,A,2018-19
Serie A,2018-12-22,Genoa,Atalanta,3,1,H,2018-19
Serie A,2018-12-22,Juventus,AS Roma,1,0,H,2018-19
Serie A,2018-12-22,Lazio,Cagliari,3,1,H,2018-19
Serie A,2018-12-22,Napoli,SPAL,1,0,H,2018-19
Serie A,2018-12-22,Parma,Bologna,0,0,D,2018-19
Serie A,2018-12-22,Sassuolo,Torino,1,1,D,2018-19
Serie A,2018-12-22,Udinese,Frosinone,1,1,D,2018-19
Serie A,2018-12-26,AS Roma,Sassuolo,3,1,H,2018-19
Serie A,2018-12-26,Atalanta,Juventus,2,2,D,2018-19
Serie A,2018-12-26,Bologna,Lazio,0,2,A,2018-19
Serie A,2018-12-26,Cagliari,Genoa,1,0,H,2018-19
Serie A,2018-12-26,Fiorentina,Parma,0,1,A,2018-19
Serie A,2018-12-26,Frosinone,AC Milan,0,0,D,2018-19
Serie A,2018-12-26,Internazionale,Napoli,1,0,H,2018-19
Serie A,2018-12-26,SPAL,Udinese,0,0,D,2018-19
Serie A,2018-12-26,Sampdoria,Chievo Verona,2,0,H,2018-19
Serie A,2018-12-26,Torino,Empoli,3,0,H,2018-19
Serie A,2018-12-29,AC Milan,SPAL,2,1,H,2018-19
Serie A,2018-12-29,Chievo Verona,Frosinone,1,0,H,2018-19
Serie A,2018-12-29,Empoli,Internazionale,0,1,A,2018-19
Serie A,2018-12-29,Genoa,Fiorentina,0,0,D,2018-19
Serie A,2018-12-29,Juventus,Sampdoria,2,1,H,2018-19
Serie A,2018-12-29,Lazio,Torino,1,1,D,2018-19
Serie A,2018-12-29,Napoli,Bologna,3,2,H,2018-19
Serie A,2018-12-29,Parma,AS Roma,0,2,A,2018-19
Serie A,2018-12-29,Sassuolo,Atalanta,2,6,A,2018-19
Serie A,2018-12-29,Udinese,Cagliari,2,0,H,2018-19
Serie A,2019-01-19,AS Roma,Torino,3,2,H,2018-19
Serie A,2019-01-19,Internazionale,Sassuolo,0,0,D,2018-19
Serie A,2019-01-19,Udinese,Parma,1,2,A,2018-19
Serie A,2019-01-20,Cagliari,Empoli,2,2,D,2018-19
Serie A,2019-01-20,Fiorentina,Sampdoria,3,3,D,2018-19
Serie A,2019-01-20,Frosinone,Atalanta,0,5,A,2018-19
Serie A,2019-01-20,Napoli,Lazio,2,1,H,2018-19
Serie A,2019-01-20,SPAL,Bologna,1,1,D,2018-19
Serie A,2019-01-21,Genoa,AC Milan,0,2,A,2018-19
Serie A,2019-01-21,Juventus,Chievo Verona,3,0,H,2018-19
Serie A,2019-01-26,AC Milan,Napoli,0,0,D,2018-19
Serie A,2019-01-26,Sampdoria,Udinese,4,0,H,2018-19
Serie A,2019-01-26,Sassuolo,Cagliari,3,0,H,2018-19
Serie A,2019-01-27,Atalanta,AS Roma,3,3,D,2018-19
Serie A,2019-01-27,Bologna,Frosinone,0,4,A,2018-19
Serie A,2019-01-27,Chievo Verona,Fiorentina,3,4,A,2018-19
Serie A,2019-01-27,Lazio,Juventus,1,2,A,2018-19
Serie A,2019-01-27,Parma,SPAL,2,3,A,2018-19
Serie A,2019-01-27,Torino,Internazionale,1,0,H,2018-19
Serie A,2019-01-28,Empoli,Genoa,1,3,A,2018-19
Serie A,2019-02-02,Empoli,Chievo Verona,2,2,D,2018-19
Serie A,2019-02-02,Juventus,Parma,3,3,D,2018-19
Serie A,2019-02-02,Napoli,Sampdoria,3,0,H,2018-19
Serie A,2019-02-03,AS Roma,AC Milan,1,1,D,2018-19
Serie A,2019-02-03,Genoa,Sassuolo,1,1,D,2018-19
Serie A,2019-02-03,Internazionale,Bologna,0,1,A,2018-19
Serie A,2019-02-03,SPAL,Torino,0,0,D,2018-19
Serie A,2019-02-03,Udinese,Fiorentina,1,1,D,2018-19
Serie A,2019-02-04,Cagliari,Atalanta,0,1,A,2018-19
Serie A,2019-02-04,Frosinone,Lazio,0,1,A,2018-19
Serie A,2019-02-07,Lazio,Empoli,1,0,H,2018-19
Serie A,2019-02-08,Chievo Verona,AS Roma,0,3,A,2018-19
Serie A,2019-02-09,Fiorentina,Napoli,0,0,D,2018-19
Serie A,2019-02-09,Parma,Internazionale,0,1,A,2018-19
Serie A,2019-02-10,AC Milan,Cagliari,3,0,H,2018-19
Serie A,2019-02-10,Atalanta,SPAL,2,1,H,2018-19
Serie A,2019-02-10,Bologna,Genoa,1,1,D,2018-19
Serie A,2019-02-10,Sampdoria,Frosinone,0,1,A,2018-19
Serie A,2019-02-10,Sassuolo,Juventus,0,3,A,2018-19
Serie A,2019-02-10,Torino,Udinese,1,0,H,2018-19
Serie A,2019-02-15,Juventus,Frosinone,3,0,H,2018-19
Serie A,2019-02-16,Atalanta,AC Milan,1,3,A,2018-19
Serie A,2019-02-16,Cagliari,Parma,2,1,H,2018-19
Serie A,2019-02-17,Empoli,Sassuolo,3,0,H,2018-19
Serie A,2019-02-17,Genoa,Lazio,2,1,H,2018-19
Serie A,2019-02-17,Internazionale,Sampdoria,2,1,H,2018-19
Serie A,2019-02-17,Napoli,Torino,0,0,D,2018-19
Serie A,2019-02-17,SPAL,Fiorentina,1,4,A,2018-19
Serie A,2019-02-17,Udinese,Chievo Verona,1,0,H,2018-19
Serie A,2019-02-18,AS Roma,Bologna,2,1,H,2018-19
Serie A,2019-02-22,AC Milan,Empoli,3,0,H,2018-19
Serie A,2019-02-23,Frosinone,AS Roma,2,3,A,2018-19
Serie A,2019-02-23,Torino,Atalanta,2,0,H,2018-19
Serie A,2019-02-24,Bologna,Juventus,0,1,A,2018-19
Serie A,2019-02-24,Chievo Verona,Genoa,0,0,D,2018-19
Serie A,2019-02-24,Fiorentina,Internazionale,3,3,D,2018-19
Serie A,2019-02-24,Parma,Napoli,0,4,A,2018-19
Serie A,2019-02-24,Sampdoria,Cagliari,1,0,H,2018-19
Serie A,2019-02-24,Sassuolo,SPAL,1,1,D,2018-19
Serie A,2019-03-01,Cagliari,Internazionale,2,1,H,2018-19
Serie A,2019-03-02,AC Milan,Sassuolo,1,0,H,2018-19
Serie A,2019-03-02,Empoli,Parma,3,3,D,2018-19
Serie A,2019-03-02,Lazio,AS Roma,3,0,H,2018-19
Serie A,2019-03-03,Atalanta,Fiorentina,3,1,H,2018-19
Serie A,2019-03-03,Genoa,Frosinone,0,0,D,2018-19
Serie A,2019-03-03,Napoli,Juventus,1,2,A,2018-19
Serie A,2019-03-03,SPAL,Sampdoria,1,2,A,2018-19
Serie A,2019-03-03,Torino,Chievo Verona,3,0,H,2018-19
Serie A,2019-03-03,Udinese,Bologna,2,1,H,2018-19
Serie A,2019-03-08,Juventus,Udinese,4,1,H,2018-19
Serie A,2019-03-09,Chievo Verona,AC Milan,1,2,A,2018-19
Serie A,2019-03-09,Parma,Genoa,1,0,H,2018-19
Serie A,2019-03-10,Bologna,Cagliari,2,0,H,2018-19
Serie A,2019-03-10,Fiorentina,Lazio,1,1,D,2018-19
Serie A,2019-03-10,Frosinone,Torino,1,2,A,2018-19
Serie A,2019-03-10,Internazionale,SPAL,2,0,H,2018-19
Serie A,2019-03-10,Sampdoria,Atalanta,1,2,A,2018-19
Serie A,2019-03-10,Sassuolo,Napoli,1,1,D,2018-19
Serie A,2019-03-11,AS Roma,Empoli,2,1,H,2018-19
Serie A,2019-03-15,Cagliari,Fiorentina,2,1,H,2018-19
Serie A,2019-03-16,SPAL,AS Roma,2,1,H,2018-19
Serie A,2019-03-16,Sassuolo,Sampdoria,3,5,A,2018-19
Serie A,2019-03-16,Torino,Bologna,2,3,A,2018-19
Serie A,2019-03-17,AC Milan,Internazionale,2,3,A,2018-19
Serie A,2019-03-17,Atalanta,Chievo Verona,1,1,D,2018-19
Serie A,2019-03-17,Empoli,Frosinone,2,1,H,2018-19
Serie A,2019-03-17,Genoa,Juventus,2,0,H,2018-19
Serie A,2019-03-17,Lazio,Parma,4,1,H,2018-19
Serie A,2019-03-17,Napoli,Udinese,4,2,H,2018-19
Serie A,2019-03-29,Chievo Verona,Cagliari,0,3,A,2018-19
Serie A,2019-03-30,Juventus,Empoli,1,0,H,2018-19
Serie A,2019-03-30,Sampdoria,AC Milan,1,0,H,2018-19
Serie A,2019-03-30,Udinese,Genoa,2,0,H,2018-19
Serie A,2019-03-31,AS Roma,Napoli,1,4,A,2018-19
Serie A,2019-03-31,Bologna,Sassuolo,2,1,H,2018-19
Serie A,2019-03-31,Fiorentina,Torino,1,1,D,2018-19
Serie A,2019-03-31,Frosinone,SPAL,0,1,A,2018-19
Serie A,2019-03-31,Internazionale,Lazio,0,1,A,2018-19
Serie A,2019-03-31,Parma,Atalanta,1,3,A,2018-19
Serie A,2019-04-02,AC Milan,Udinese,1,1,D,2018-19
Serie A,2019-04-02,Cagliari,Juventus,0,2,A,2018-19
Serie A,2019-04-03,AS Roma,Fiorentina,2,2,D,2018-19
Serie A,2019-04-03,Empoli,Napoli,2,1,H,2018-19
Serie A,2019-04-03,Frosinone,Parma,3,2,H,2018-19
Serie A,2019-04-03,Genoa,Internazionale,0,4,A,2018-19
Serie A,2019-04-03,SPAL,Lazio,1,0,H,2018-19
Serie A,2019-04-03,Torino,Sampdoria,2,1,H,2018-19
Serie A,2019-04-04,Atalanta,Bologna,4,1,H,2018-19
Serie A,2019-04-04,Sassuolo,Chievo Verona,4,0,H,2018-19
Serie A,2019-04-06,Juventus,AC Milan,2,1,H,2018-19
Serie A,2019-04-06,Parma,Torino,0,0,D,2018-19
Serie A,2019-04-06,Sampdoria,AS Roma,0,1,A,2018-19
Serie A,2019-04-07,Cagliari,SPAL,2,1,H,2018-19
Serie A,2019-04-07,Fiorentina,Frosinone,0,1,A,2018-19
Serie A,2019-04-07,Internazionale,Atalanta,0,0,D,2018-19
Serie A,2019-04-07,Lazio,Sassuolo,2,2,D,2018-19
Serie A,2019-04-07,Napoli,Genoa,1,1,D,2018-19
Serie A,2019-04-07,Udinese,Empoli,3,2,H,2018-19
Serie A,2019-04-08,Bologna,Chievo Verona,3,0,H,2018-19
Serie A,2019-04-13,AC Milan,Lazio,1,0,H,2018-19
Serie A,2019-04-13,AS Roma,Udinese,1,0,H,2018-19
Serie A,2019-04-13,SPAL,Juventus,2,1,H,2018-19
Serie A,2019-04-14,Chievo Verona,Napoli,1,3,A,2018-19
Serie A,2019-04-14,Fiorentina,Bologna,0,0,D,2018-19
Serie A,2019-04-14,Frosinone,Internazionale,1,3,A,2018-19
Serie A,2019-04-14,Sampdoria,Genoa,2,0,H,2018-19
Serie A,2019-04-14,Sassuolo,Parma,0,0,D,2018-19
Serie A,2019-04-14,Torino,Cagliari,1,1,D,2018-19
Serie A,2019-04-15,Atalanta,Empoli,0,0,D,2018-19
Serie A,2019-04-17,Lazio,Udinese,2,0,H,2018-19
Serie A,2019-04-20,Bologna,Sampdoria,3,0,H,2018-19
Serie A,2019-04-20,Cagliari,Frosinone,1,0,H,2018-19
Serie A,2019-04-20,Empoli,SPAL,2,4,A,2018-19
Serie A,2019-04-20,Genoa,Torino,0,1,A,2018-19
Serie A,2019-04-20,Internazionale,AS Roma,1,1,D,2018-19
Serie A,2019-04-20,Juventus,Fiorentina,2,1,H,2018-19
Serie A,2019-04-20,Lazio,Chievo Verona,1,2,A,2018-19
Serie A,2019-04-20,Parma,AC Milan,1,1,D,2018-19
Serie A,2019-04-20,Udinese,Sassuolo,1,1,D,2018-19
Serie A,2019-04-22,Napoli,Atalanta,1,2,A,2018-19
Serie A,2019-04-27,AS Roma,Cagliari,3,0,H,2018-19
Serie A,2019-04-27,Bologna,Empoli,3,1,H,2018-19
Serie A,2019-04-27,Internazionale,Juventus,1,1,D,2018-19
Serie A,2019-04-28,Chievo Verona,Parma,1,1,D,2018-19
Serie A,2019-04-28,Frosinone,Napoli,0,2,A,2018-19
Serie A,2019-04-28,SPAL,Genoa,1,1,D,2018-19
Serie A,2019-04-28,Sampdoria,Lazio,1,2,A,2018-19
Serie A,2019-04-28,Torino,AC Milan,2,0,H,2018-19
Serie A,2019-04-29,Atalanta,Udinese,2,0,H,2018-19
Serie A,2019-04-29,Fiorentina,Sassuolo,0,1,A,2018-19
Serie A,2019-05-03,Juventus,Torino,1,1,D,2018-19
Serie A,2019-05-04,Chievo Verona,SPAL,0,4,A,2018-19
Serie A,2019-05-04,Udinese,Internazionale,0,0,D,2018-19
Serie A,2019-05-05,Empoli,Fiorentina,1,0,H,2018-19
Serie A,2019-05-05,Genoa,AS Roma,1,1,D,2018-19
Serie A,2019-05-05,Lazio,Atalanta,1,3,A,2018-19
Serie A,2019-05-05,Napoli,Cagliari,2,1,H,2018-19
Serie A,2019-05-05,Parma,Sampdoria,3,3,D,2018-19
Serie A,2019-05-05,Sassuolo,Frosinone,2,2,D,2018-19
Serie A,2019-05-06,AC Milan,Bologna,2,1,H,2018-19
Serie A,2019-05-11,Atalanta,Genoa,2,1,H,2018-19
Serie A,2019-05-11,Cagliari,Lazio,1,2,A,2018-19
Serie A,2019-05-11,Fiorentina,AC Milan,0,1,A,2018-19
Serie A,2019-05-12,AS Roma,Juventus,2,0,H,2018-19
Serie A,2019-05-12,Frosinone,Udinese,1,3,A,2018-19
Serie A,2019-05-12,SPAL,Napoli,1,2,A,2018-19
Serie A,2019-05-12,Sampdoria,Empoli,1,2,A,2018-19
Serie A,2019-05-12,Torino,Sassuolo,3,2,H,2018-19
Serie A,2019-05-13,Bologna,Parma,4,1,H,2018-19
Serie A,2019-05-13,Internazionale,Chievo Verona,2,0,H,2018-19
Serie A,2019-05-18,Genoa,Cagliari,1,1,D,2018-19
Serie A,2019-05-18,Sassuolo,AS Roma,0,0,D,2018-19
Serie A,2019-05-18,Udinese,SPAL,3,2,H,2018-19
Serie A,2019-05-19,AC Milan,Frosinone,2,0,H,2018-19
Serie A,2019-05-19,Chievo Verona,Sampdoria,0,0,D,2018-19
Serie A,2019-05-19,Empoli,Torino,4,1,H,2018-19
Serie A,2019-05-19,Juventus,Atalanta,1,1,D,2018-19
Serie A,2019-05-19,Napoli,Internazionale,4,1,H,2018-19
Serie A,2019-05-19,Parma,Fiorentina,1,0,H,2018-19
Serie A,2019-05-20,Lazio,Bologna,3,3,D,2018-19
Serie A,2019-05-25,Bologna,Napoli,3,2,H,2018-19
Serie A,2019-05-25,Frosinone,Chievo Verona,0,0,D,2018-19
Serie A,2019-05-26,AS Roma,Parma,2,1,H,2018-19
Serie A,2019-05-26,Atalanta,Sassuolo,3,1,H,2018-19
Serie A,2019-05-26,Cagliari,Udinese,1,2,A,2018-19
Serie A,2019-05-26,Fiorentina,Genoa,0,0,D,2018-19
Serie A,2019-05-26,Internazionale,Empoli,2,1,H,2018-19
Serie A,2019-05-26,SPAL,AC Milan,2,3,A,2018-19
Serie A,2019-05-26,Sampdoria,Juventus,2,0,H,2018-19
Serie A,2019-05-26,Torino,Lazio,3,1,H,2018-19
Serie A,2019-08-24,Fiorentina,Napoli,3,4,A,2019-20
Serie A,2019-08-24,Parma,Juventus,0,1,A,2019-20
Serie A,2019-08-25,AS Roma,Genoa,3,3,D,2019-20
Serie A,2019-08-25,Cagliari,Brescia,0,1,A,2019-20
Serie A,2019-08-25,Hellas Verona,Bologna,1,1,D,2019-20
Serie A,2019-08-25,SPAL,Atalanta,2,3,A,2019-20
Serie A,2019-08-25,Sampdoria,Lazio,0,3,A,2019-20
Serie A,2019-08-25,Torino,Sassuolo,2,1,H,2019-20
Serie A,2019-08-25,Udinese,AC Milan,1,0,H,2019-20
Serie A,2019-08-26,Internazionale,Lecce,4,0,H,2019-20
Serie A,2019-08-30,Bologna,SPAL,1,0,H,2019-20
Serie A,2019-08-31,AC Milan,Brescia,1,0,H,2019-20
Serie A,2019-08-31,Juventus,Napoli,4,3,H,2019-20
Serie A,2019-09-01,Atalanta,Torino,2,3,A,2019-20
Serie A,2019-09-01,Cagliari,Internazionale,1,2,A,2019-20
Serie A,2019-09-01,Genoa,Fiorentina,2,1,H,2019-20
Serie A,2019-09-01,Lazio,AS Roma,1,1,D,2019-20
Serie A,2019-09-01,Lecce,Hellas Verona,0,1,A,2019-20
Serie A,2019-09-01,Sassuolo,Sampdoria,4,1,H,2019-20
Serie A,2019-09-01,Udinese,Parma,1,3,A,2019-20
Serie A,2019-09-14,Fiorentina,Juventus,0,0,D,2019-20
Serie A,2019-09-14,Internazionale,Udinese,1,0,H,2019-20
Serie A,2019-09-14,Napoli,Sampdoria,2,0,H,2019-20
Serie A,2019-09-15,AS Roma,Sassuolo,4,2,H,2019-20
Serie A,2019-09-15,Brescia,Bologna,3,4,A,2019-20
Serie A,2019-09-15,Genoa,Atalanta,1,2,A,2019-20
Serie A,2019-09-15,Hellas Verona,AC Milan,0,1,A,2019-20
Serie A,2019-09-15,Parma,Cagliari,1,3,A,2019-20
Serie A,2019-09-15,SPAL,Lazio,2,1,H,2019-20
Serie A,2019-09-16,Torino,Lecce,1,2,A,2019-20
Serie A,2019-09-20,Cagliari,Genoa,3,1,H,2019-20
Serie A,2019-09-21,AC Milan,Internazionale,0,2,A,2019-20
Serie A,2019-09-21,Juventus,Hellas Verona,2,1,H,2019-20
Serie A,2019-09-21,Udinese,Brescia,0,1,A,2019-20
Serie A,2019-09-22,Atalanta,Fiorentina,2,2,D,2019-20
Serie A,2019-09-22,Bologna,AS Roma,1,2,A,2019-20
Serie A,2019-09-22,Lazio,Parma,2,0,H,2019-20
Serie A,2019-09-22,Lecce,Napoli,1,4,A,2019-20
Serie A,2019-09-22,Sampdoria,Torino,1,0,H,2019-20
Serie A,2019-09-22,Sassuolo,SPAL,3,0,H,2019-20
Serie A,2019-09-24,Brescia,Juventus,1,2,A,2019-20
Serie A,2019-09-24,Hellas Verona,Udinese,0,0,D,2019-20
Serie A,2019-09-25,AS Roma,Atalanta,0,2,A,2019-20
Serie A,2019-09-25,Fiorentina,Sampdoria,2,1,H,2019-20
Serie A,2019-09-25,Genoa,Bologna,0,0,D,2019-20
Serie A,2019-09-25,Internazionale,Lazio,1,0,H,2019-20
Serie A,2019-09-25,Napoli,Cagliari,0,1,A,2019-20
Serie A,2019-09-25,Parma,Sassuolo,1,0,H,2019-20
Serie A,2019-09-25,SPAL,Lecce,1,3,A,2019-20
Serie A,2019-09-26,Torino,AC Milan,2,1,H,2019-20
Serie A,2019-09-28,Juventus,SPAL,2,0,H,2019-20
Serie A,2019-09-28,Sampdoria,Internazionale,1,3,A,2019-20
Serie A,2019-09-28,Sassuolo,Atalanta,1,4,A,2019-20
Serie A,2019-09-29,AC Milan,Fiorentina,1,3,A,2019-20
Serie A,2019-09-29,Cagliari,Hellas Verona,1,1,D,2019-20
Serie A,2019-09-29,Lazio,Genoa,4,0,H,2019-20
Serie A,2019-09-29,Lecce,AS Roma,0,1,A,2019-20
Serie A,2019-09-29,Napoli,Brescia,2,1,H,2019-20
Serie A,2019-09-29,Udinese,Bologna,1,0,H,2019-20
Serie A,2019-09-30,Parma,Torino,3,2,H,2019-20
Serie A,2019-10-05,Genoa,AC Milan,1,2,A,2019-20
Serie A,2019-10-05,Hellas Verona,Sampdoria,2,0,H,2019-20
Serie A,2019-10-05,SPAL,Parma,1,0,H,2019-20
Serie A,2019-10-06,AS Roma,Cagliari,1,1,D,2019-20
Serie A,2019-10-06,Atalanta,Lecce,3,1,H,2019-20
Serie A,2019-10-06,Bologna,Lazio,2,2,D,2019-20
Serie A,2019-10-06,Fiorentina,Udinese,1,0,H,2019-20
Serie A,2019-10-06,Internazionale,Juventus,1,2,A,2019-20
Serie A,2019-10-06,Torino,Napoli,0,0,D,2019-20
Serie A,2019-10-19,Juventus,Bologna,2,1,H,2019-20
Serie A,2019-10-19,Lazio,Atalanta,3,3,D,2019-20
Serie A,2019-10-19,Napoli,Hellas Verona,2,0,H,2019-20
Serie A,2019-10-20,AC Milan,Lecce,2,2,D,2019-20
Serie A,2019-10-20,Cagliari,SPAL,2,0,H,2019-20
Serie A,2019-10-20,Parma,Genoa,5,1,H,2019-20
Serie A,2019-10-20,Sampdoria,AS Roma,0,0,D,2019-20
Serie A,2019-10-20,Sassuolo,Internazionale,3,4,A,2019-20
Serie A,2019-10-20,Udinese,Torino,1,0,H,2019-20
Serie A,2019-10-21,Brescia,Fiorentina,0,0,D,2019-20
Serie A,2019-10-25,Hellas Verona,Sassuolo,0,1,A,2019-20
Serie A,2019-10-26,Genoa,Brescia,3,1,H,2019-20
Serie A,2019-10-26,Internazionale,Parma,2,2,D,2019-20
Serie A,2019-10-26,Lecce,Juventus,1,1,D,2019-20
Serie A,2019-10-27,AS Roma,AC Milan,2,1,H,2019-20
Serie A,2019-10-27,Atalanta,Udinese,7,1,H,2019-20
Serie A,2019-10-27,Bologna,Sampdoria,2,1,H,2019-20
Serie A,2019-10-27,Fiorentina,Lazio,1,2,A,2019-20
Serie A,2019-10-27,SPAL,Napoli,1,1,D,2019-20
Serie A,2019-10-27,Torino,Cagliari,1,1,D,2019-20
Serie A,2019-10-29,Brescia,Internazionale,1,2,A,2019-20
Serie A,2019-10-29,Parma,Hellas Verona,0,1,A,2019-20
Serie A,2019-10-30,Cagliari,Bologna,3,2,H,2019-20
Serie A,2019-10-30,Juventus,Genoa,2,1,H,2019-20
Serie A,2019-10-30,Lazio,Torino,4,0,H,2019-20
Serie A,2019-10-30,Napoli,Atalanta,2,2,D,2019-20
Serie A,2019-10-30,Sampdoria,Lecce,1,1,D,2019-20
Serie A,2019-10-30,Sassuolo,Fiorentina,1,2,A,2019-20
Serie A,2019-10-30,Udinese,AS Roma,0,4,A,2019-20
Serie A,2019-10-31,AC Milan,SPAL,1,0,H,2019-20
Serie A,2019-11-02,AS Roma,Napoli,2,1,H,2019-20
Serie A,2019-11-02,Bologna,Internazionale,1,2,A,2019-20
Serie A,2019-11-02,Torino,Juventus,0,1,A,2019-20
Serie A,2019-11-03,AC Milan,Lazio,1,2,A,2019-20
Serie A,2019-11-03,Atalanta,Cagliari,0,2,A,2019-20
Serie A,2019-11-03,Fiorentina,Parma,1,1,D,2019-20
Serie A,2019-11-03,Genoa,Udinese,1,3,A,2019-20
Serie A,2019-11-03,Hellas Verona,Brescia,2,1,H,2019-20
Serie A,2019-11-03,Lecce,Sassuolo,2,2,D,2019-20
Serie A,2019-11-04,SPAL,Sampdoria,0,1,A,2019-20
Serie A,2019-11-08,Sassuolo,Bologna,3,1,H,2019-20
Serie A,2019-11-09,Brescia,Torino,0,4,A,2019-20
Serie A,2019-11-09,Internazionale,Hellas Verona,2,1,H,2019-20
Serie A,2019-11-09,Napoli,Genoa,0,0,D,2019-20
Serie A,2019-11-10,Cagliari,Fiorentina,5,2,H,2019-20
Serie A,2019-11-10,Juventus,AC Milan,1,0,H,2019-20
Serie A,2019-11-10,Lazio,Lecce,4,2,H,2019-20
Serie A,2019-11-10,Parma,AS Roma,2,0,H,2019-20
Serie A,2019-11-10,Sampdoria,Atalanta,0,0,D,2019-20
Serie A,2019-11-10,Udinese,SPAL,0,0,D,2019-20
Serie A,2019-11-23,AC Milan,Napoli,1,1,D,2019-20
Serie A,2019-11-23,Atalanta,Juventus,1,3,A,2019-20
Serie A,2019-11-23,Torino,Internazionale,0,3,A,2019-20
Serie A,2019-11-24,AS Roma,Brescia,3,0,H,2019-20
Serie A,2019-11-24,Bologna,Parma,2,2,D,2019-20
Serie A,2019-11-24,Hellas Verona,Fiorentina,1,0,H,2019-20
Serie A,2019-11-24,Sampdoria,Udinese,2,1,H,2019-20
Serie A,2019-11-24,Sassuolo,Lazio,1,2,A,2019-20
Serie A,2019-11-25,Lecce,Cagliari,2,2,D,2019-20
Serie A,2019-11-25,SPAL,Genoa,1,1,D,2019-20
Serie A,2019-11-30,Brescia,Atalanta,0,3,A,2019-20
Serie A,2019-11-30,Fiorentina,Lecce,0,1,A,2019-20
Serie A,2019-11-30,Genoa,Torino,0,1,A,2019-20
Serie A,2019-12-01,Hellas Verona,AS Roma,1,3,A,2019-20
Serie A,2019-12-01,Internazionale,SPAL,2,1,H,2019-20
Serie A,2019-12-01,Juventus,Sassuolo,2,2,D,2019-20
Serie A,2019-12-01,Lazio,Udinese,3,0,H,2019-20
Serie A,2019-12-01,Napoli,Bologna,1,2,A,2019-20
Serie A,2019-12-01,Parma,AC Milan,0,1,A,2019-20
Serie A,2019-12-02,Cagliari,Sampdoria,4,3,H,2019-20
Serie A,2019-12-06,Internazionale,AS Roma,0,0,D,2019-20
Serie A,2019-12-07,Atalanta,Hellas Verona,3,2,H,2019-20
Serie A,2019-12-07,Lazio,Juventus,3,1,H,2019-20
Serie A,2019-12-07,Udinese,Napoli,1,1,D,2019-20
Serie A,2019-12-08,Bologna,AC Milan,2,3,A,2019-20
Serie A,2019-12-08,Lecce,Genoa,2,2,D,2019-20
Serie A,2019-12-08,SPAL,Brescia,0,1,A,2019-20
Serie A,2019-12-08,Sampdoria,Parma,0,1,A,2019-20
Serie A,2019-12-08,Sassuolo,Cagliari,2,2,D,2019-20
Serie A,2019-12-08,Torino,Fiorentina,2,1,H,2019-20
Serie A,2019-12-14,Brescia,Lecce,3,0,H,2019-20
Serie A,2019-12-14,Genoa,Sampdoria,0,1,A,2019-20
Serie A,2019-12-14,Napoli,Parma,1,2,A,2019-20
Serie A,2019-12-15,AC Milan,Sassuolo,0,0,D,2019-20
Serie A,2019-12-15,AS Roma,SPAL,3,1,H,2019-20
Serie A,2019-12-15,Bologna,Atalanta,2,1,H,2019-20
Serie A,2019-12-15,Fiorentina,Internazionale,1,1,D,2019-20
Serie A,2019-12-15,Hellas Verona,Torino,3,3,D,2019-20
Serie A,2019-12-15,Juventus,Udinese,3,1,H,2019-20
Serie A,2019-12-16,Cagliari,Lazio,1,2,A,2019-20
Serie A,2019-12-18,Brescia,Sassuolo,0,2,A,2019-20
Serie A,2019-12-18,Sampdoria,Juventus,1,2,A,2019-20
Serie A,2019-12-20,Fiorentina,AS Roma,1,4,A,2019-20
Serie A,2019-12-21,Internazionale,Genoa,4,0,H,2019-20
Serie A,2019-12-21,Torino,SPAL,1,2,A,2019-20
Serie A,2019-12-21,Udinese,Cagliari,2,1,H,2019-20
Serie A,2019-12-22,Atalanta,AC Milan,5,0,H,2019-20
Serie A,2019-12-22,Lecce,Bologna,2,3,A,2019-20
Serie A,2019-12-22,Parma,Brescia,1,1,D,2019-20
Serie A,2019-12-22,Sassuolo,Napoli,1,2,A,2019-20
Serie A,2020-01-05,AS Roma,Torino,0,2,A,2019-20
Serie A,2020-01-05,Brescia,Lazio,1,2,A,2019-20
